Country,Year,GDP_Growth_Rate,Inflation_Rate,GDP_Per_Capita,Unemployment_Rate,Cost of Living Index,Local Purchasing Power Index
Andorra,2001,8.119357722,-2.640743054,22829.04465,7.07878779,56.6477623,53.69936752
Arab World,2001,1.67856914,1.772204374,2527.916941,12.22990175,35.68956375,33.57986832
United Arab Emirates,2001,1.399085037,18.78729802,29909.00943,2.442,57.60932159,84.40759277
Argentina,2001,-4.408839683,-1.1,7168.975872,17.32,42.38342285,39.39428711
Armenia,2001,9.599999999,3.145904647,676.1500113,10.995,33.87206268,28.78970528
Antigua and Barbuda,2001,-4.548068042,1.402796636,11513.67598,8.249417513,46.02834702,47.89151382
Australia,2001,2.025127315,4.407135362,19695.72974,6.747,54.54717636,64.53095245
Austria,2001,1.267168189,2.650000773,24558.76368,4.012,54.22415543,90.57978058
Azerbaijan,2001,9.899999865,1.547195902,703.6709986,10.91,34.07218552,29.00993156
Burundi,2001,2.055807108,9.296187713,135.6064758,3.164,36.9095993,17.07256317
Belgium,2001,1.099618888,2.469258231,23015.07126,6.178,53.70035172,76.3276825
Benin,2001,5.333135706,3.984295478,508.3474477,0.766,42.45465851,24.6146183
Burkina Faso,2001,6.613405745,5.007432908,260.4434731,2.742,44.39495087,28.00545883
Bangladesh,2001,5.077287775,2.007173742,410.0485409,3.614,40.17114258,25.14764023
Bulgaria,2001,3.823703965,7.360939272,1770.907049,19.921,37.33708572,38.86835861
Bahrain,2001,2.490948108,-1.207571802,12291.83261,1.171,47.89863586,64.234375
"Bahamas, The",2001,2.626009827,2.044989775,25234.14415,6.87,60.06558228,73.08078003
Bosnia and Herzegovina,2001,2.423313172,19.38987268,1382.76746,26.461,41.62679672,48.23473358
Belarus,2001,4.72530605,61.13493316,1244.373185,11.523,40.09228897,24.43048096
Belize,2001,4.993563302,3.651417866,4708.294937,9.07,43.21697617,40.1575737
Bermuda,2001,7.222435538,-21.44628463,58883.95943,5.821992892,81.61745453,94.13117981
Bolivia,2001,1.683799127,1.589653779,930.8756843,2.626,38.82832718,24.71149254
Brazil,2001,1.389896401,6.840359025,3142.23514,10.649,37.93952942,34.77750397
Barbados,2001,-2.365464222,2.577834904,11510.04043,9.85,49.08791733,43.34825516
Brunei Darussalam,2001,2.744040518,0.595890411,16437.42204,5.609,48.73635864,65.5513916
Bhutan,2001,7.328374452,3.414789461,822.4175456,1.9,46.897686,31.31542206
Botswana,2001,0.25057395,6.55903767,3115.679,18.54,40.05765915,41.33734894
Central African Republic,2001,4.464739026,3.834860602,242.5757268,5.589,41.74774933,34.15990448
Canada,2001,1.875098132,2.52512014,23822.09621,7.219,58.59337234,67.42512512
Central Europe and the Baltics,2001,3.080647759,5.748279817,4352.721427,13.22255988,37.40941238,32.51454163
Switzerland,2001,1.575661967,0.98902033,39638.79111,2.49,67.09552002,108.6778183
Chile,2001,3.154034924,3.56910053,4610.592695,10.39,41.39857101,36.12057877
China,2001,8.335733478,0.719125609,1053.112314,3.8,41.28712845,35.19588089
Cote d'Ivoire,2001,-2.154012491,4.36152914,974.7799853,5.199,38.40846634,28.83337402
Cameroon,2001,4.324261192,4.419772459,706.9842173,7.46,42.49531555,39.29732132
"Congo, Dem. Rep.",2001,-2.100173025,359.9366143,148.4471235,3.233,45.0846405,0.463202864
"Congo, Rep.",2001,3.802601899,0.055989922,859.4400125,19.858,35.95244598,39.0247879
Colombia,2001,1.677898308,7.965560903,2465.007012,15.04,35.75976563,33.31585693
Comoros,2001,2.332907102,5.554593948,691.041978,4.379,38.33543396,23.61230469
Cabo Verde,2001,2.231654545,3.349964723,1208.457609,13.313,33.29641342,30.69031906
Costa Rica,2001,3.491169871,11.25561571,3941.598643,6.051,44.11731339,36.56949615
Caribbean small states,2001,1.299605472,2.577834904,6623.918769,11.39398871,42.84558105,39.17219543
Cuba,2001,3.185029904,28.46318364,2844.244437,4.08,36.46642685,17.31081009
Curacao,2001,-0.695753704,1.792828685,9912.393009,8.078261531,48.5423851,47.3285408
Cyprus,2001,3.952560541,1.973041917,14821.44727,4.043,45.60747147,67.12923431
Czechia,2001,3.042976563,4.66267557,6637.041657,8.128,49.13620377,44.36371994
Germany,2001,1.681468481,1.983857313,23628.32721,7.773,60.68146896,63.18570709
Dominica,2001,-0.06384473,1.303894035,4991.764173,8.21974079,45.57144547,41.17533112
Denmark,2001,0.823152998,2.337870003,30751.65435,4.164,61.89249039,96.56212616
Dominican Republic,2001,2.459516368,8.883068488,2953.247844,7.262,46.77960968,39.46342087
Algeria,2001,2.999999999,4.225988349,1904.215554,27.3,42.94777298,51.57364655
East Asia & Pacific (excluding high income),2001,6.979447267,4.272670245,1007.108461,3.841966472,42.84545517,32.72743225
Early-demographic dividend,2001,1.030903878,3.750820575,1316.318037,7.294492641,43.38954544,36.75266647
East Asia & Pacific,2001,3.299042532,3.577554521,3769.368512,3.945610872,39.44014359,29.75920296
Europe & Central Asia (excluding high income),2001,-0.13310614,8.354137772,1541.930879,10.80291797,35.1908989,32.91319275
Europe & Central Asia,2001,2.258353407,4.262872289,11768.20043,9.083249353,53.47233582,46.84721756
Ecuador,2001,4.206271857,37.67674545,1800.398365,4.252,37.98430634,15.82416439
"Egypt, Arab Rep.",2001,3.535251974,2.269757205,1327.096518,9.26,39.01429367,36.79498291
Euro area,2001,2.199225065,2.857328935,20251.30494,8.443382079,60.15432358,56.04144287
Eritrea,2001,8.755435528,10.02012364,305.6027611,5.784,33.63639832,31.23684692
Spain,2001,3.933002765,3.589834133,15369.00116,10.348,54.00769424,45.14780045
Estonia,2001,6.003674251,5.748279817,4505.858332,13.135,35.82221603,29.76681137
Ethiopia,2001,8.301306321,-8.237844534,119.2618573,3.174,42.70904922,38.2693367
European Union,2001,2.175909601,3.373968322,17198.04045,9.20322075,58.93202209,51.01985931
Fragile and conflict affected situations,2001,4.11186251,5.370802934,731.0106333,5.872810191,42.58687973,35.15825653
Finland,2001,2.610019124,2.578440801,24967.79252,10.291,67.45231628,60.51708984
Fiji,2001,2.000000147,4.272670245,1964.130204,4.698,39.69842148,28.30843163
France,2001,1.983721419,1.634780795,22449.33969,8.61,61.86354446,57.92234421
"Micronesia, Fed. Sts.",2001,2.167602441,0.502497351,2152.52528,8.190339104,44.88734818,39.98472214
Gabon,2001,2.135233422,2.137620527,3844.561349,17.801,40.01019287,40.22431564
United Kingdom,2001,2.578741046,1.532349603,27906.5695,4.696,60.10403442,91.78185272
Georgia,2001,4.807298672,4.646044421,801.9838371,11.16,35.57599258,30.99206352
Ghana,2001,4.000000128,41.50949629,263.1701414,9.604,37.8739357,29.70210648
Guinea,2001,3.658346469,28.00887329,488.4757094,4.595,37.66944122,15.28545666
"Gambia, The",2001,5.800000243,4.492596092,464.6396362,9.571,37.59149933,35.38410187
Guinea-Bissau,2001,4.785971648,3.348122655,328.151292,3.195,39.41467667,22.34996033
Equatorial Guinea,2001,63.37987543,8.825389259,2031.419386,8.16,41.50527954,38.33477402
Greece,2001,4.131611986,3.373968322,12549.03689,10.764,50.27662659,41.45516968
Grenada,2001,-2.023900041,3.140993052,4821.784995,8.342534539,40.98705673,39.93541718
Greenland,2001,1.269035079,22.83978166,19275.43397,7.613734662,53.34809113,53.50333023
Guatemala,2001,2.332574866,7.285873666,1550.361747,2.746,37.84822083,21.81358719
Guyana,2001,2.279521659,2.627413142,937.2979922,11.802,33.89318848,31.40749359
High income,2001,1.583035981,2.626614723,22022.02234,6.911144773,56.13773346,67.38529205
"Hong Kong SAR, China",2001,0.560798481,-1.658163265,25230.37809,5.09,55.43655396,86.99498749
Honduras,2001,2.723193273,9.674155569,1118.940894,4,37.29929733,20.16950989
Heavily indebted poor countries (HIPC),2001,3.62872773,4.60374622,357.8043726,5.060057494,40.6847229,29.66260338
Croatia,2001,3.12086446,3.776702467,5363.832904,15.822,40.42584991,38.00202942
Haiti,2001,-0.342747883,13.31672224,743.9112627,9.744,35.80244827,29.66942978
Hungary,2001,4.074088033,9.116809117,5276.033189,5.671,43.70645905,36.88822937
IBRD only,2001,3.622464485,5.408335456,1478.966908,6.703437794,44.85368347,38.8476181
IDA & IBRD total,2001,3.657184974,5.007432908,1250.869985,6.290145577,44.3956604,37.5414772
IDA total,2001,4.034189241,4.390650799,447.3931396,4.439423398,39.36842728,25.22637558
IDA blend,2001,4.358374988,3.962044055,591.7871163,3.605513869,38.82445145,22.63030243
Indonesia,2001,3.643466448,11.50011488,739.0039465,6.082,41.75456238,33.74188614
IDA only,2001,3.735437192,4.60374622,375.4988301,4.812960549,40.11058426,27.6647377
Isle of Man,2001,5.399999031,7.293189266,21716.94604,7.280297009,56.42950058,53.62708664
India,2001,4.823966266,3.779293122,449.9103137,8.039,40.56376266,38.9056778
Ireland,2001,5.305821528,4.852802796,28282.40988,3.684,59.55407333,80.85506439
"Iran, Islamic Rep.",2001,2.392172712,11.27424713,1902.947639,12.356,34.84473801,30.20200729
Iraq,2001,1.761480081,16.3740815,1422.831339,8.288,41.45206833,33.99774551
Iceland,2001,4.013497555,6.405085504,28897.44394,1.874,61.33817291,86.44081116
Israel,2001,0.334070643,1.151315789,20909.43036,11.812,66.58011627,54.25444412
Italy,2001,1.951371556,2.785165427,20500.9544,9.599,62.33076096,53.99740601
Jamaica,2001,1.344929564,6.801909308,3502.213118,6.686,45.22842407,39.27496719
Jordan,2001,5.269957575,1.772204374,1738.383838,14.7,32.80358124,30.17556953
Japan,2001,0.386103426,-0.740055504,34406.18246,5.02,68.4728241,94.84601593
Kazakhstan,2001,13.5,8.354137772,1490.926755,10.43,36.43982697,28.94943237
Kenya,2001,3.779906498,5.738598143,408.3606087,2.868,38.00529099,19.17722702
Kyrgyz Republic,2001,5.321621412,6.919679894,308.4096116,1.966,41.409832,22.10451889
Cambodia,2001,8.148386097,-0.6006483,322.8998639,0.775,49.84679413,30.75100708
Kiribati,2001,-3.174603175,49.22082282,719.8501161,8.55114594,33.92647171,25.3616066
St. Kitts and Nevis,2001,5.25344983,2.303447483,9973.553451,7.719989119,48.06265259,45.96722412
"Korea, Rep.",2001,4.852399572,4.066575879,11561.20717,3.699,44.30396652,54.44496918
Kuwait,2001,0.213332576,1.3,17517.70615,0.8,52.15970612,76.61074829
Latin America & Caribbean (excluding high income),2001,0.17585231,6.801909308,4109.867093,8.768604294,43.7492218,37.46493149
Lao PDR,2001,5.75141288,7.811807948,320.4190111,1.891,42.71934128,23.13267136
Lebanon,2001,3.839669277,23.03792884,4021.177263,8.456,43.52607727,37.8584137
Liberia,2001,2.920274766,32.03562195,303.8588056,2.125,35.03835678,8.32102108
Libya,2001,-1.762838871,-8.813937521,6465.624913,19.186,44.75397873,44.50906372
St. Lucia,2001,-3.408063962,5.30722081,5558.069371,18.556,41.51755142,40.50271225
Latin America & Caribbean,2001,0.453271766,4.055080613,4315.69811,9.067956983,44.7165184,38.90974045
Least developed countries: UN classification,2001,4.88560435,4.861164628,317.916465,4.683627931,40.41304779,28.76062202
Low income,2001,4.326050752,4.249055188,296.2857464,5.02005784,40.87150192,30.861063
Liechtenstein,2001,-0.733092455,-3.920819336,74658.45394,5.720195703,92.7196579,105.8356628
Sri Lanka,2001,-1.545408134,14.1584558,832.4273196,7.9,35.63862228,30.64193535
Lower middle income,2001,4.344863668,4.36152914,555.3459899,6.396961946,42.61819077,36.97483826
Low & middle income,2001,3.631331409,5.077450455,1151.674675,5.996619717,44.09343338,36.44120026
Lesotho,2001,3.561581834,-9.616153539,412.9622962,16.05,32.37926102,33.55629349
Late-demographic dividend,2001,5.184735977,4.646044421,1710.620287,5.433876888,41.37889862,34.28255081
Lithuania,2001,6.526108902,1.367120308,3525.793632,16.84,36.89570236,34.99223328
Luxembourg,2001,3.074354999,2.663821106,48440.14202,1.805,65.82117462,107.4680634
Latvia,2001,6.323508159,2.487040036,3578.0019,13.821,34.36433029,29.92391968
"Macao SAR, China",2001,2.888414128,-1.984650086,15622.70305,6.393,52.94449234,59.00537872
Morocco,2001,7.721825196,0.619801875,1500.363403,12.46,32.2575798,27.66806412
Monaco,2001,2.187734091,-18.56642696,82410.4005,5.265514633,103.9023132,122.4549942
Moldova,2001,6.100000399,9.764662858,507.4040763,7.366,38.02922821,37.56394577
Madagascar,2001,5.98023577,7.916944845,325.4603011,5.35,39.07806015,32.83446884
Maldives,2001,-3.943634289,0.67257737,3028.05083,3.062,36.49661255,27.85851479
Middle East & North Africa,2001,1.529608273,1.74665225,3013.454747,11.95377953,36.5499115,34.4230957
Mexico,2001,-0.450845253,6.367738062,8009.15834,2.627,40.0663147,44.82310867
Marshall Islands,2001,6.930040654,13.886075,2249.575063,7.896931935,38.7400856,38.89018631
Middle income,2001,3.617081317,5.253053034,1225.803668,6.068716927,44.20304108,36.69902039
North Macedonia,2001,-3.067256625,5.198885257,1823.022677,30.52,48.60646057,56.53226471
Mali,2001,15.37623946,5.187011919,299.4121753,1.264,40.53791809,17.14508438
Malta,2001,-1.17469665,2.929492443,10402.23333,7.107,46.10601425,50.21287155
Myanmar,2001,11.34399707,21.10130538,140.7761639,0.7,50.01044846,15.17500591
Middle East & North Africa (excluding high income),2001,2.773513402,2.126545269,1659.347739,13.14295936,34.36517715,30.93021393
Montenegro,2001,1.099838709,21.42885814,1909.598702,30.308,45.57460022,55.43418503
Mongolia,2001,2.952710543,6.277360205,512.81947,6.107,43.40207672,35.64080429
Mozambique,2001,12.85168202,-2.337941743,310.0950625,2.84,37.6189003,26.71555901
Mauritania,2001,-0.799493816,4.714896347,632.2141418,10.002,36.49690628,32.42774582
Mauritius,2001,3.347540727,5.389344262,3908.556949,9.14,42.11978531,38.57529068
Malawi,2001,-4.974963617,22.7,217.2404733,5.202,30.67999077,19.12918472
Malaysia,2001,0.517675319,1.416784732,3941.122666,3.53,40.13304138,32.80913544
North America,2001,1.030222543,2.675645629,35831.38225,4.982944862,70.35173035,95.60475922
Namibia,2001,1.177948695,26.39759964,1916.255862,20.986,39.46645355,40.62683868
Niger,2001,7.268134902,4.005514284,203.5264889,1.47,46.89896774,28.72080612
Nigeria,2001,5.917684649,18.87364621,583.0858388,3.827,41.2842865,21.12806702
Nicaragua,2001,2.960843491,5.986041863,1030.620464,7.22,44.74978256,38.67456055
Netherlands,2001,2.326955087,4.155841272,26896.54811,2.119,59.09194565,92.41337585
Norway,2001,2.067130461,3.00419704,38601.89764,3.738,69.23496246,104.2283249
Nepal,2001,4.799892143,2.688303735,240.7051592,10.615,36.37034607,32.68441772
Nauru,2001,-6.761018954,60.54636232,2182.117875,8.710492057,36.77482224,30.15693665
New Zealand,2001,3.41147077,2.625816304,13882.85683,5.433,46.59010315,56.73409653
OECD members,2001,1.416353783,3.189082681,22671.47642,6.625827842,55.1988945,71.19924927
Oman,2001,4.482802531,-0.816666667,8191.512832,4.337,42.11432648,46.11985397
Other small states,2001,3.217429894,3.414789461,5211.927772,10.14783068,42.53113556,37.23951721
Pakistan,2001,3.651350171,3.148261446,610.1432316,0.595,39.72182465,23.94868469
Panama,2001,0.574273151,0.307062436,4084.258536,6.429,44.84260941,42.54765701
Peru,2001,0.617892326,1.977098785,1925.97942,5.067,41.12685776,31.86414337
Philippines,2001,3.04923151,5.345501956,991.1479821,3.698,37.94054413,21.9702034
Palau,2001,6.500390691,11.83729928,8041.835105,7.711944057,43.70221329,42.08800125
Papua New Guinea,2001,-0.121288606,9.298173328,540.6738896,2.801,37.04816818,19.15530014
Poland,2001,1.258569461,5.408335456,4991.244358,18.373,42.52616119,42.78030777
Pre-demographic dividend,2001,4.331803153,5.077450455,471.9215506,5.17532344,41.1958313,31.98373985
Puerto Rico,2001,6.313471555,4.217985226,18123.1987,11.4,50.77259064,46.12748718
Portugal,2001,1.943672296,4.369903306,11734.76497,3.829,42.01839828,57.31071854
Paraguay,2001,-0.834054717,7.268060286,1630.190846,6.206,39.69942093,34.44330215
West Bank and Gaza,2001,-9.310638168,1.222784759,1335.553195,21.493,33.17858887,33.75528336
Pacific island small states,2001,1.024188154,4.055477442,1643.204674,4.487925254,39.5684967,26.84889793
Post-demographic dividend,2001,1.53298389,2.656910939,25489.16768,6.376160851,57.24349976,77.59815979
French Polynesia,2001,-0.341595578,29.36102557,14012.24297,11.678,53.62257767,42.21067429
Qatar,2001,3.898186662,1.471334348,25836.27079,0.87,61.50890732,85.98556519
Romania,2001,5.218136257,34.47701235,1825.192994,6.562,36.75514603,29.42147446
Russian Federation,2001,5.100051226,21.47700721,2100.352539,8.978,39.8814888,34.48549271
Rwanda,2001,8.484557799,3.342855067,239.1311285,11.828,31.8425045,27.37022972
South Asia,2001,4.35912767,3.148261446,461.9025318,6.97443274,42.81549835,38.78552628
Saudi Arabia,2001,-1.210764804,-1.120944775,8337.326449,4.618,42.05482864,45.48934555
Sudan,2001,6.500360534,1.935295721,471.3727722,14.825,30.31362915,27.90541649
Senegal,2001,4.310851466,2.974500839,654.8407274,2.68,38.78136826,22.54301834
Singapore,2001,-1.070862751,0.997197956,21699.74149,3.76,49.5540123,80.46603394
Solomon Islands,2001,-7.9566061,6.925837321,929.8664903,2.583,33.92595291,18.15671539
Sierra Leone,2001,-6.345455403,62.6331514,221.2950856,4.161,28.9667778,7.544101238
El Salvador,2001,0.87961366,3.750820575,2051.158774,6.96,43.79944611,37.75732422
San Marino,2001,5.578342904,-4.044298922,39415.16294,6.626727129,70.79492188,82.31214142
Somalia,2001,7.110314311,8.319062063,248.3640504,18.883,33.31562805,33.24970627
Serbia,2001,6.878774765,95.00522581,1727.282228,12.8,43.35738373,21.05131531
Sub-Saharan Africa (excluding high income),2001,4.206193581,5.077450455,593.6993583,6.258263164,42.67370987,36.39318466
Sub-Saharan Africa,2001,4.198461361,5.147468002,594.5959165,6.258263164,42.66993713,36.3719635
Small states,2001,2.701048213,3.382377092,4979.114936,9.666116885,42.31797791,38.34799957
Sao Tome and Principe,2001,3.064484746,9.222037076,519.295583,15.73,32.52215195,30.73400116
Suriname,2001,4.200000421,38.58628789,1711.714461,12.137,36.03395081,26.04615402
Slovak Republic,2001,3.253783981,7.329620191,5722.168183,19.149,43.34784317,43.00396347
Slovenia,2001,3.216560335,8.379665875,10479.75963,5.685,44.6827774,44.29065704
Sweden,2001,1.449498618,2.405958341,27247.85773,4.73,58.09609604,91.208992
Eswatini,2001,1.054764906,5.942109823,1481.163082,25.2,41.35698318,49.50429916
Seychelles,2001,-2.271162886,5.969622042,8153.298637,8.234917813,42.62756729,43.32059479
Syrian Arab Republic,2001,1.047287102,3,1209.773292,11.63,33.64644623,32.76171112
Chad,2001,11.65813465,12.43128653,200.3610081,0.789,49.16035461,17.81799316
East Asia & Pacific (IDA & IBRD countries),2001,6.979258015,4.272670245,1018.990255,3.850945684,42.81010437,32.78275681
Europe & Central Asia (IDA & IBRD countries),2001,2.593087553,7.857538522,2088.218421,10.77544239,36.62685394,32.22488403
Togo,2001,0.823438749,3.919591337,406.8659572,4.102,38.55920792,22.9397049
Thailand,2001,3.44424901,1.626908873,1889.971411,2.6,39.10434341,26.93989754
Tajikistan,2001,9.580836178,38.59188945,168.6385696,14.566,30.13746071,19.6203804
Turkmenistan,2001,4.343845714,21.95210824,762.6107976,10.898,36.10498428,28.94432259
Latin America & the Caribbean (IDA & IBRD countries),2001,0.225615996,5.30722081,4214.155369,9.159880542,43.95637512,37.91619873
Timor-Leste,2001,16.35138092,-14.80779342,534.6505771,3.483,38.6395874,27.57488251
Middle East & North Africa (IDA & IBRD countries),2001,2.869408851,2.269757205,1662.735206,13.08492528,34.44246292,30.8237381
Tonga,2001,3.748925693,8.290283189,1754.84188,4.479,38.85207748,24.74632454
South Asia (IDA & IBRD),2001,4.35912767,3.148261446,461.9025318,6.97443274,42.81549835,38.78552628
Sub-Saharan Africa (IDA & IBRD countries),2001,4.198461361,5.147468002,594.5959165,6.258263164,42.66993713,36.3719635
Trinidad and Tobago,2001,4.168523982,5.536653263,6592.776648,10.88,42.59936142,35.5868187
Tunisia,2001,3.796271662,1.983333333,2207.659921,14.4,33.66139984,30.86784744
Turkiye,2001,-5.750006555,54.40018876,3100.458999,8.381,36.13637161,30.91380692
Tuvalu,2001,0,37.96740953,1451.484495,8.336489209,39.35033417,26.31924629
Tanzania,2001,6.070808287,5.147468002,394.2176819,2.994,43.02077866,26.08937263
Uganda,2001,5.183661125,1.865125241,235.8529749,3.517,40.34360886,24.96502304
Ukraine,2001,8.800000004,11.95880854,807.8019409,11.061,33.93385315,28.26455307
Upper middle income,2001,3.419857338,6.277360205,1831.256752,5.853554842,43.21404266,35.92923355
Uruguay,2001,-3.844129959,4.359340652,6331.156602,15.052,38.30899048,36.05956268
United States,2001,0.955538346,2.826171119,37133.6204,4.731,71.41333771,98.33818817
Uzbekistan,2001,4.16383825,22.55647655,456.7062895,11.254,35.21150589,27.61338043
St. Vincent and the Grenadines,2001,1.74823102,0.900858486,4066.070638,21.1,42.61745834,46.1867218
"Venezuela, RB",2001,3.394236108,21.41750893,4940.113903,13.04,37.89637756,30.67194748
Viet Nam,2001,6.192893312,-0.431544512,409.4977339,2.76,43.01770401,29.93216705
Vanuatu,2001,-3.397582489,3.577554521,1309.047584,8.47,34.78966522,34.9236412
World,2001,2.025402869,3.836572621,5400.631117,6.223468309,46.33446503,42.18420029
Samoa,2001,7.390129062,3.838284639,1435.345181,4.96,38.9920578,33.96999741
"Yemen, Rep.",2001,3.803645872,11.91159129,514.6923407,11.725,34.19321823,28.16902924
South Africa,2001,2.7,5.701900183,2867.472497,19.725,39.445858,40.99944305
Zambia,2001,5.316868274,21.39378218,401.7323159,13.41,31.63019943,25.01247215
Zimbabwe,2001,1.439615396,35.14360619,569.0032086,5.314,36.85784149,20.61907959
Aruba,2002,-0.944953481,3.315246786,21375.26912,7.673636807,55.62682724,59.95844269
Africa Eastern and Southern,2002,3.841646362,8.763753664,633.5202007,7.270795674,43.34906387,38.74601746
Afghanistan,2002,28.60000116,-58.98823786,182.1740382,7.939,38.58743286,35.49816895
Africa Western and Central,2002,9.927427149,3.188693302,627.0959153,4.376784017,36.35585022,30.13985634
Angola,2002,13.66568876,108.8974361,872.6576314,16.342,33.97301483,20.13348389
Albania,2002,4.53652416,7.770525834,1425.124219,17.891,35.06452179,34.69784927
Andorra,2002,4.546362214,8.268863687,24901.97214,7.215152609,58.24967194,61.80640411
Arab World,2002,0.66659276,1.83299389,2478.934152,12.25668357,34.88036728,34.12630463
United Arab Emirates,2002,2.433456811,14.93547891,30221.967,2.657,58.86243057,87.6228714
Argentina,2002,-10.89448483,25.9,2579.488769,19.59,30.13607597,28.40437317
Armenia,2002,13.2,1.060049293,765.3161777,10.872,35.29933929,28.40585518
Antigua and Barbuda,2002,1.027224987,2.407658013,11632.73384,7.911805038,53.26955032,49.70774841
Australia,2002,3.979633756,2.981574539,20301.84317,6.375,54.51969528,64.83086395
Austria,2002,1.651553922,1.810357878,26527.59309,4.86,57.63198471,89.96598816
Azerbaijan,2002,9.438916269,2.77116472,763.1088955,10.04,35.41756439,31.81293297
Burundi,2002,4.446519412,-1.365680053,124.1393016,3.18,39.13479996,23.92926025
Belgium,2002,1.706884585,1.645214362,25006.1914,6.91,58.59542847,72.23983002
Benin,2002,4.643030871,2.489162355,564.3790577,0.69,41.03629303,24.38627815
Burkina Faso,2002,4.35296383,2.175694807,286.7537149,2.855,38.70212173,21.83969879
Bangladesh,2002,3.83312394,3.332564933,407.9629676,3.967,38.40937424,22.90419769
Bulgaria,2002,5.87192961,5.810143657,2092.982886,18.11,35.88510513,35.20128632
Bahrain,2002,3.348550668,-0.495540139,12819.99594,1.184,49.05842972,64.4720993
"Bahamas, The",2002,2.704956247,2.173577925,26590.14018,9.05,64.75457001,64.71224976
Bosnia and Herzegovina,2002,5.027444207,9.81176148,1602.564039,27.414,40.9815979,50.38615799
Belarus,2002,5.045267505,42.53754813,1479.380663,10.837,37.96747589,26.7044487
Belize,2002,5.399072105,4.240266607,4844.228574,10.04,41.26562881,37.17498398
Bermuda,2002,-1.477790598,5.936087822,62583.1002,6.203031032,85.26303864,96.05980682
Bolivia,2002,2.485565738,0.928258852,888.198576,2.606,38.7613678,24.7527256
Brazil,2002,3.053461859,8.450164377,2824.715413,10.641,38.19843292,32.91839218
Barbados,2002,0.787401575,0.125249458,11658.62904,10.32,52.11920929,45.95188141
Brunei Darussalam,2002,3.872096967,-2.314972425,16817.23887,5.695,50.87895966,64.45108032
Bhutan,2002,10.44377954,2.455357143,903.5571776,1.851,46.73942184,26.41555786
Botswana,2002,6.069530876,8.032796625,3029.788362,21.272,39.74872589,41.41597748
Central African Republic,2002,3.616542192,2.331817035,253.4106704,5.625,42.62933731,35.2948761
Canada,2002,2.99925535,2.258394409,24256.01923,7.665,60.46063995,65.09838867
Central Europe and the Baltics,2002,3.614744067,3.12714223,4937.13171,13.7537269,37.61035538,33.21713257
Switzerland,2002,-0.073217084,0.642711507,42458.73847,2.924,69.4797821,107.7493591
Chile,2002,3.20279914,2.489398167,4477.187852,10.168,41.46600342,36.69329834
China,2002,9.13363079,-0.731970902,1148.514257,4.24,38.94335938,33.88190842
Cote d'Ivoire,2002,-2.730526474,3.077264852,1020.950491,5.516,38.37191772,30.76989746
Cameroon,2002,4.477026834,2.834422601,780.2705538,6.711,43.05866241,38.54691315
"Congo, Dem. Rep.",2002,2.947765184,31.5225826,168.9448053,3.165,35.05259705,9.365813255
"Congo, Rep.",2002,4.581870061,4.378759718,910.8697108,19.656,35.70980453,37.68736649
Colombia,2002,2.503980467,6.351507288,2421.162104,14.481,34.91018295,31.92054558
Comoros,2002,2.324944861,3.533042143,761.9478882,4.369,38.71374512,24.90747261
Cabo Verde,2002,5.25089117,1.884534101,1311.214581,13.434,32.09565735,28.19496918
Costa Rica,2002,3.416876389,9.167520485,4021.425361,6.396,46.38115311,39.31971359
Caribbean small states,2002,2.154775703,2.041091026,6953.249133,11.91489724,43.45133591,38.44671631
Cuba,2002,1.424821261,34.81577155,3007.193074,3.31,34.58137894,16.14096451
Curacao,2002,0.397065217,0.391389432,9778.390313,8.018077724,51.30651855,48.0741539
Cyprus,2002,3.722956499,2.801155052,16093.21484,3.336,47.02149963,71.63858032
Czechia,2002,1.569855328,1.90298097,8060.868703,7.281,50.89551163,45.94935608
Germany,2002,-0.197973835,1.420806156,25197.2656,8.482,64.05244446,63.12734985
Dominica,2002,-2.827998893,0.17005533,4881.138793,8.389175488,39.95022964,40.27042007
Denmark,2002,0.466345571,2.424436612,33228.69354,4.274,64.71061707,97.92639923
Dominican Republic,2002,4.495103403,5.223367698,3085.517811,6.779,44.39302444,40.0138588
Algeria,2002,5.4,1.418301923,1945.191929,25.9,40.87364578,49.94202042
East Asia & Pacific (excluding high income),2002,8.06013083,2.722772277,1104.789067,4.158050118,40.41692734,34.58363342
Early-demographic dividend,2002,1.773276619,4.240266607,1256.172365,7.58572245,44.95248795,37.83715057
East Asia & Pacific,2002,4.377250818,1.885720002,3796.964235,4.244901804,40.30327225,32.2042923
Europe & Central Asia (excluding high income),2002,6.396069514,5.5878373,1786.103603,10.83428666,35.79687119,31.73050308
Europe & Central Asia,2002,1.584291485,2.786159886,12862.85994,9.094365582,54.54399872,48.51431274
Ecuador,2002,4.928095496,12.48359801,2069.849768,4.825,40.68101501,28.51245117
"Egypt, Arab Rep.",2002,2.390204027,2.73723855,1144.532398,10.01,36.51177216,34.00322342
Euro area,2002,0.9595418,2.326906836,22002.83167,8.697689707,63.14173508,58.63406372
Eritrea,2002,3.005429192,29.68158228,286.2977189,5.814,39.12772751,23.91521072
Spain,2002,2.730948329,3.065656859,17106.68658,11.146,58.18785095,49.87505341
Estonia,2002,6.77136793,3.571912702,5341.628947,10.026,40.15778351,35.93480301
Ethiopia,2002,1.514725706,0.675089102,110.4608747,3.061,38.53931808,22.56237411
European Union,2002,1.110752072,2.424436612,18759.69973,9.552460942,61.85868073,53.5000267
