Country,Year,Poverty_Percentage
El Salvador,2017,2.2
Serbia,2017,5.4
Sub-Saharan Africa,2017,37.5
Sao Tome and Principe,2017,15.7
Slovakia,2017,0.2
Slovenia,2017,0.0
Sweden,2017,0.2
Thailand,2017,0.0
Turkey,2017,0.3
Ukraine,2017,0.0
Upper middle income,2017,2.2
Uruguay,2017,0.1
United States,2017,1.2
World,2017,9.6
Kosovo,2017,0.4
Zimbabwe,2017,34.2
Angola,2018,31.1
Albania,2018,0.0
United Arab Emirates,2018,0.0
Argentina,2018,1.0
Armenia,2018,1.3
Australia,2018,0.5
Austria,2018,0.6
Belgium,2018,0.1
Benin,2018,20.1
Burkina Faso,2018,31.2
Bulgaria,2018,0.9
Belarus,2018,0.0
Bolivia,2018,3.3
Brazil,2018,5.3
Canada,2018,0.2
Switzerland,2018,0.0
China,2018,0.4
Ivory Coast,2018,11.5
Colombia,2018,4.5
Costa Rica,2018,1.5
Cyprus,2018,0.0
Czech Republic,2018,0.0
Germany,2018,0.0
Denmark,2018,0.2
Dominican Republic,2018,0.8
East Asia & Pacific,2018,1.6
Europe & Central Asia,2018,0.4
Ecuador,2018,3.3
Spain,2018,0.8
Estonia,2018,0.2
Fragile and conflict affected situations,2018,30.8
Finland,2018,0.1
France,2018,0.0
United Kingdom,2018,0.5
Georgia,2018,5.6
Guinea,2018,13.8
Guinea-Bissau,2018,21.7
Greece,2018,0.1
Grenada,2018,0.3
High income,2018,0.5
Honduras,2018,14.2
Croatia,2018,0.4
Hungary,2018,0.2
IDA total,2018,26.4
Indonesia,2018,5.4
India,2018,11.1
Ireland,2018,0.0
Iran,2018,0.7
Israel,2018,0.5
Italy,2018,1.5
Jamaica,2018,0.1
Kazakhstan,2018,0.0
Kyrgyz Republic,2018,0.7
Lao PDR,2018,7.1
Latin America & Caribbean,2018,4.2
Lower middle income,2018,12.7
Low & middle income,2018,10.7
Lithuania,2018,0.9
Luxembourg,2018,0.3
Latvia,2018,0.4
Moldova,2018,0.0
Middle East & North Africa,2018,4.7
Mexico,2018,1.9
North Macedonia,2018,3.4
Mali,2018,15.2
Malta,2018,0.1
Montenegro,2018,2.8
Mongolia,2018,0.7
Malaysia,2018,0.0
Niger,2018,50.9
Nigeria,2018,30.9
Netherlands,2018,0.1
Norway,2018,0.3
Pakistan,2018,4.9
Panama,2018,1.4
Peru,2018,3.6
Philippines,2018,3.0
Poland,2018,0.2
Portugal,2018,0.3
Paraguay,2018,1.4
Romania,2018,2.7
Russia,2018,0.0
South Asia,2018,10.1
Senegal,2018,9.2
Sierra Leone,2018,26.1
El Salvador,2018,1.8
Serbia,2018,2.9
Sub-Saharan Africa,2018,36.9
Slovakia,2018,0.2
Slovenia,2018,0.0
Sweden,2018,0.7
Seychelles,2018,0.5
Chad,2018,30.9
Togo,2018,28.4
Thailand,2018,0.0
Turkey,2018,0.4
Tanzania,2018,44.9
Ukraine,2018,0.0
Upper middle income,2018,2.0
Uruguay,2018,0.1
United States,2018,1.0
Vietnam,2018,1.2
World,2018,8.8
Albania,2019,0.0
Argentina,2019,1.1
Armenia,2019,1.0
Austria,2019,0.6
Belgium,2019,0.1
Bulgaria,2019,0.9
Belarus,2019,0.0
Bolivia,2019,1.9
Brazil,2019,5.4
Canada,2019,0.2
Switzerland,2019,0.0
China,2019,0.1
Colombia,2019,5.3
Costa Rica,2019,1.1
Cyprus,2019,0.2
Czech Republic,2019,0.0
Germany,2019,0.0
Denmark,2019,0.3
Dominican Republic,2019,0.8
East Asia & Pacific,2019,1.2
Europe & Central Asia,2019,0.5
Ecuador,2019,3.6
Egypt,2019,1.5
Spain,2019,0.8
Estonia,2019,0.6
Finland,2019,0.0
Fiji,2019,1.3
France,2019,0.1
United Kingdom,2019,0.5
Georgia,2019,4.8
Greece,2019,0.7
High income,2019,0.5
Honduras,2019,12.7
Croatia,2019,0.3
Hungary,2019,0.3
IDA total,2019,26.2
Indonesia,2019,4.4
India,2019,13.2
Ireland,2019,0.1
Iran,2019,0.7
Israel,2019,0.7
Italy,2019,1.0
Kazakhstan,2019,0.0
Kyrgyz Republic,2019,0.7
Kiribati,2019,1.7
Latin America & Caribbean,2019,4.2
Sri Lanka,2019,1.0
Lower middle income,2019,12.9
Low & middle income,2019,10.8
Lithuania,2019,0.5
Luxembourg,2019,0.1
Latvia,2019,0.2
Moldova,2019,0.0
Maldives,2019,0.0
Marshall Islands,2019,0.9
North Macedonia,2019,2.7
Malta,2019,0.3
Montenegro,2019,2.0
Mozambique,2019,74.5
Mauritania,2019,5.4
Malawi,2019,70.1
Netherlands,2019,0.1
Norway,2019,0.2
Panama,2019,1.0
Peru,2019,3.0
Poland,2019,0.1
Portugal,2019,0.1
Paraguay,2019,1.0
Romania,2019,2.2
Russia,2019,0.0
South Asia,2019,10.6
El Salvador,2019,1.4
Serbia,2019,2.3
Sub-Saharan Africa,2019,36.7
Slovakia,2019,0.1
Slovenia,2019,0.0
Sweden,2019,0.3
Thailand,2019,0.1
Turkey,2019,0.5
Uganda,2019,42.1
Ukraine,2019,0.0
Upper middle income,2019,1.7
Uruguay,2019,0.1
United States,2019,1.0
Vanuatu,2019,10.0
World,2019,8.9
Zimbabwe,2019,39.8
Albania,2020,0.0
Argentina,2020,1.2
Armenia,2020,0.4
Austria,2020,0.7
Burundi,2020,62.1
Belgium,2020,0.1
Bulgaria,2020,0.2
Belarus,2020,0.0
Bolivia,2020,3.1
Brazil,2020,2.0
Switzerland,2020,0.0
Chile,2020,1.3
China,2020,0.1
"Congo, Dem. Rep.",2020,78.9
Colombia,2020,9.4
Costa Rica,2020,2.3
Cyprus,2020,0.0
Czech Republic,2020,0.0
Denmark,2020,0.2
Dominican Republic,2020,1.0
East Asia & Pacific,2020,1.3
Europe & Central Asia,2020,0.5
Ecuador,2020,6.5
Spain,2020,0.9
Estonia,2020,0.3
Finland,2020,0.0
France,2020,0.1
United Kingdom,2020,0.5
Georgia,2020,5.8
"Gambia, The",2020,17.2
Greece,2020,0.8
High income,2020,0.3
Croatia,2020,0.3
Hungary,2020,0.4
Indonesia,2020,3.8
India,2020,15.5
Ireland,2020,0.1
Iran,2020,0.8
Israel,2020,0.4
Italy,2020,0.8
Kazakhstan,2020,0.0
Kenya,2020,35.0
Kyrgyz Republic,2020,1.3
Latin America & Caribbean,2020,3.8
Lower middle income,2020,14.8
Low & middle income,2020,11.8
Lithuania,2020,0.2
Luxembourg,2020,0.0
Latvia,2020,0.5
Mexico,2020,2.1
Malta,2020,0.3
Montenegro,2020,1.8
Netherlands,2020,0.0
Peru,2020,5.8
Poland,2020,0.1
Portugal,2020,0.5
Paraguay,2020,0.8
Romania,2020,1.4
Russia,2020,0.0
South Asia,2020,13.0
Serbia,2020,1.6
Slovakia,2020,0.2
Slovenia,2020,0.0
Sweden,2020,0.4
Thailand,2020,0.0
Turkey,2020,0.5
Ukraine,2020,0.0
Upper middle income,2020,1.6
Uruguay,2020,0.2
United States,2020,0.2
Vietnam,2020,0.7
World,2020,9.7
Argentina,2021,0.9
Armenia,2021,0.5
Austria,2021,0.5
Belgium,2021,0.0
Benin,2021,12.7
Burkina Faso,2021,25.3
Bulgaria,2021,0.7
Bolivia,2021,2.0
Brazil,2021,5.8
Central African Republic,2021,65.7
Ivory Coast,2021,9.7
Cameroon,2021,23.0
Colombia,2021,7.3
Costa Rica,2021,1.2
Cyprus,2021,0.0
Czech Republic,2021,0.1
Denmark,2021,0.2
Dominican Republic,2021,0.9
East Asia & Pacific,2021,1.2
Europe & Central Asia,2021,0.5
Ecuador,2021,3.6
Spain,2021,0.6
Estonia,2021,0.3
Finland,2021,0.0
France,2021,0.1
United Kingdom,2021,0.2
Georgia,2021,5.5
Guinea-Bissau,2021,26.0
Greece,2021,0.6
High income,2021,0.3
Croatia,2021,0.3
Hungary,2021,0.4
Indonesia,2021,3.5
India,2021,12.9
Ireland,2021,0.1
Iran,2021,0.7
Israel,2021,0.2
Italy,2021,0.8
Jamaica,2021,0.3
Kazakhstan,2021,0.0
Kenya,2021,36.1
Kyrgyz Republic,2021,0.7
Latin America & Caribbean,2021,4.5
Lower middle income,2021,13.8
Low & middle income,2021,11.5
Lithuania,2021,0.3
Luxembourg,2021,0.1
Latvia,2021,0.4
Moldova,2021,0.0
Mali,2021,20.8
Montenegro,2021,2.0
Malaysia,2021,0.0
Niger,2021,50.6
Netherlands,2021,0.1
Panama,2021,1.1
Peru,2021,2.8
Philippines,2021,3.0
Poland,2021,0.1
Portugal,2021,0.2
Paraguay,2021,0.7
Romania,2021,1.8
South Asia,2021,11.5
Senegal,2021,9.9
El Salvador,2021,3.6
Serbia,2021,1.2
Slovakia,2021,0.1
Slovenia,2021,0.0
Sweden,2021,0.6
Togo,2021,26.6
Thailand,2021,0.0
Tonga,2021,0.0
Tunisia,2021,0.3
Turkey,2021,0.4
Upper middle income,2021,1.7
Uruguay,2021,0.1
United States,2021,0.2
World,2021,9.5
Argentina,2022,0.6
Armenia,2022,0.8
Bangladesh,2022,5.0
Brazil,2022,3.5
Bhutan,2022,0.0
Chile,2022,0.4
Colombia,2022,6.0
Costa Rica,2022,0.9
Dominican Republic,2022,0.8
East Asia & Pacific,2022,1.0
Europe & Central Asia,2022,0.5
Ecuador,2022,3.2
High income,2022,0.3
Indonesia,2022,2.5
Iran,2022,0.5
Latin America & Caribbean,2022,3.5
Lower middle income,2022,12.6
Low & middle income,2022,10.8
Mexico,2022,1.2
Mongolia,2022,0.2
Peru,2022,2.7
Paraguay,2022,1.3
South Asia,2022,9.7
El Salvador,2022,3.4
Suriname,2022,1.1
Syria,2022,24.8
Chad,2022,30.8
Upper middle income,2022,1.4
Uruguay,2022,0.2
Uzbekistan,2022,2.3
Vietnam,2022,1.0
World,2022,9.0
Zambia,2022,64.3
