Year,Country,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Ease_of_Living_Index
1982,Cuba,0.019794872,-0.24037,0.512,0.33336,0.174
1982,Curacao,-0.779909103,-0.39023,0.305,0.04205,-0.179
1982,Czech Republic,-0.0575,-0.54258,0.238,0.26892,-0.026
1982,Djibouti,0.3884,-0.65991,-1.192,-0.96325,-0.63
1982,Dominica,0.3884,-0.24725,0.53,0.17294,0.247
1982,Dominican Republic,0.3884,-0.75989,-0.345,-0.09815,-0.228
1982,East Asia & Pacific (excluding high income),-0.905,-0.46095,-0.241,-0.33914,-0.477
1982,Early-demographic dividend,0.3884,-0.58295,-1.068,-0.88657,-0.555
1982,East Asia & Pacific,-0.905,0.1604,0.082,-0.05864,-0.166
1982,Europe & Central Asia (excluding high income),-0.066454706,-0.42863,0.21,0.1574,-0.027
1982,Europe & Central Asia,-0.038445882,-0.27034,0.22,-0.04963,-0.008
1982,Euro area,-0.038445882,-0.26799,0.733,0.4458,0.247
1982,Eritrea,-0.038445882,-0.57921,-1.682,-0.88345,-0.876
1982,Estonia,-0.036823529,-0.37691,0.043,0.07838,-0.077
1982,Ethiopia,-0.038445882,-0.57921,-1.664,-0.88345,-0.869
1982,European Union,-0.06996,-0.25374,0.549,0.37891,0.168
1982,Fragile and conflict affected situations,-0.06996,-0.65944,-1.181,-0.96525,-0.74
1982,Fiji,-0.06996,-0.40999,-0.352,-0.19421,-0.272
1982,"Micronesia, Fed. Sts.",-0.755373429,-0.4911,-0.197,-0.21299,-0.413
1982,Gabon,-0.89268,-0.60483,-1.013,-0.80389,-0.85
1982,Ghana,0.10489,-0.65991,-1.194,-0.96325,-0.701
1982,Gibraltar,-0.30013,-0.25611,0.567,0.11496,0.077
1982,Guinea,-0.30013,-0.57921,-1.676,-0.88345,-0.939
1982,"Gambia, The",-0.89268,-0.64025,-1.147,-1.05349,-0.943
1982,Guinea-Bissau,-0.30013,-0.57921,-1.67,-0.88345,-0.937
1982,Equatorial Guinea,-0.96922,-0.65756,-1.218,-0.88423,-0.966
1982,Grenada,-0.30013,0.10979,0.073,0.06572,-0.012
1982,Greenland,-0.30013,-0.68812,-0.375,-0.24488,-0.415
1982,Guatemala,-0.30013,-0.65944,-1.182,-0.96525,-0.798
1982,Guam,-0.30013,-0.36335,0.134,0.0816,-0.107
1982,Guyana,-0.4853,-0.7083,-0.878,-0.59833,-0.695
1982,High income,-0.4853,-0.2644,0.384,0.25685,-0.014
1982,Honduras,-0.4853,-0.69479,-0.922,-0.72294,-0.726
1982,Heavily indebted poor countries (HIPC),-0.4853,-0.63785,-1.153,-1.05545,-0.843
1982,Croatia,0.019794872,-0.37241,0.324,0.22124,0.058
1982,Haiti,-0.4853,-0.66197,-1.2,-0.99432,-0.856
1982,IBRD only,-0.78615,-0.77289,-0.542,-0.73581,-0.69
1982,IDA & IBRD total,-0.78615,-0.6833,-0.995,-0.82249,-0.839
1982,IDA total,0.11735,-0.65374,-1.176,-1.04873,-0.703
1982,IDA blend,-0.78237,-0.58393,-1.064,-0.84175,-0.84
1982,IDA only,0.11735,-0.66197,-1.2,-0.99432,-0.705
1982,Isle of Man,-0.34354,0.11247,0.11,0.17501,0.007
1982,Iraq,-0.66351,-0.57293,-1.093,-1.01488,-0.844
1982,Jamaica,8e-05,-0.36335,0.134,0.0816,-0.032
1982,Kazakhstan,-0.572171429,0.01042,-0.043,-0.18103,-0.183
1982,Kenya,-0.573948,-0.57293,-1.101,-0.99587,-0.821
1982,Kyrgyz Republic,0.22143,-0.72909,-0.639,-0.79148,-0.469
1982,Cambodia,0.3486,-0.60126,-1.279,-0.81108,-0.632
1982,Kiribati,-0.573948,-0.64025,-1.142,-1.05275,-0.861
1982,St. Kitts and Nevis,-0.69091,-0.18094,0.04,0.05538,-0.196
1982,Latin America & Caribbean (excluding high income),-0.067264706,-0.3993,-0.35,-0.09531,-0.253
1982,Lao PDR,0.22143,-0.57921,-1.608,-0.88345,-0.785
1982,Lebanon,-0.103918919,-1.20152,-1.634,-0.79918,-1.018
1982,Liberia,-0.103918919,-0.57921,-1.591,-0.88345,-0.86
1982,Libya,-0.098558824,-0.38625,-0.066,-0.50714,-0.22
1982,St. Lucia,-0.69091,-0.20619,-0.041,-0.41476,-0.301
1982,Latin America & Caribbean,-0.067264706,-0.50127,-0.221,-0.19832,-0.249
1982,Least developed countries: UN classification,-0.067264706,-0.57921,-1.651,-0.88345,-0.872
1982,Low income,-0.098558824,-0.57921,-1.632,-0.88345,-0.873
1982,Sri Lanka,-0.69091,0.06873,0.103,0.1919,-0.091
1982,Lower middle income,-0.098558824,-0.57293,-1.096,-0.99587,-0.701
1982,Low & middle income,-0.098558824,-0.7083,-0.877,-0.61835,-0.601
1982,Lesotho,-0.103918919,-0.65991,-1.191,-0.96325,-0.752
1982,Late-demographic dividend,0.22143,-0.36732,-0.085,-0.23406,-0.101
1982,Lithuania,-0.098558824,-0.20747,0.445,0.12321,0.098
1982,Luxembourg,-0.76398,-0.25157,0.452,0.21675,-0.063
1982,Latvia,-0.067264706,-0.57084,0.291,-0.03747,-0.063
1982,St. Martin (French part),-0.69091,-0.27074,0.341,0.09182,-0.107
1982,Moldova,-0.771171429,-0.24252,0.392,0.0804,-0.104
1982,Madagascar,-0.76398,-0.63014,-1.261,-0.78067,-0.907
1982,Maldives,-0.76398,-0.57921,-1.332,-0.88345,-0.935
1982,Middle East & North Africa,-0.755373429,-0.66197,-1.199,-0.96371,-0.919
1982,Marshall Islands,-0.79787,-0.68814,-0.904,-0.73329,-0.798
1982,Middle income,-0.771324286,-0.58648,-1.05,-0.83538,-0.832
1982,North Macedonia,-0.534142857,0.13335,0.438,0.44591,0.12
1982,Mali,-0.79787,-0.57921,-1.677,-0.88345,-1.064
1982,Myanmar,-0.90573,-0.59544,-1.114,-0.99003,-0.914
1982,Middle East & North Africa (excluding high income),-0.768574286,-0.63785,-1.157,-1.08805,-0.92
1982,Montenegro,-0.2765,-0.26243,0.396,-0.02313,0.0
1982,Mozambique,-0.90573,-0.57921,-1.726,-0.88345,-1.108
1982,Mauritania,-0.755541714,-0.57921,-1.393,-0.88345,-0.954
1982,Mauritius,-0.755541714,-0.42743,-0.155,-0.14603,-0.372
1982,Malawi,-0.76398,-0.57921,-1.663,-0.88345,-1.05
1982,North America,-0.534142857,-0.46591,0.375,0.16204,-0.094
1982,Namibia,-0.89914,-0.65944,-1.186,-0.96945,-0.95
1982,New Caledonia,-0.37414,-0.58063,-0.465,-0.56251,-0.486
1982,Niger,-0.8728,-0.57921,-1.654,-0.88345,-1.074
1982,Nigeria,-0.8728,-0.57921,-1.311,-0.88345,-0.954
1982,Nauru,-0.89914,-0.69485,-0.909,-0.72187,-0.825
1982,OECD members,0.24878,-0.21924,0.684,0.37945,0.304
1982,Oman,0.24878,-0.65747,-0.774,-0.62361,-0.467
1982,Other small states,-0.90769,-0.70404,-0.86,-0.74689,-0.816
1982,Papua New Guinea,-0.54215,-0.57921,-1.387,-0.88345,-0.898
1982,Pre-demographic dividend,-0.7818,-0.57921,-1.663,-0.88345,-1.055
1982,Puerto Rico,0.55079,-0.1225,0.786,0.37103,0.438
1982,"Korea, Dem. People's Rep.",0.22143,-0.43107,0.38,0.20884,0.112
1982,Paraguay,-0.84906,-0.39151,-0.067,-0.46697,-0.404
1982,Pacific island small states,-0.90769,-0.72567,-0.817,-0.85951,-0.823
1982,Post-demographic dividend,-0.7818,-0.12874,0.791,0.36155,0.103
1982,French Polynesia,-0.07181,0.09208,0.097,0.02685,0.043
1982,Romania,-0.560815789,-0.33531,0.395,0.29583,-0.041
1982,Russia,-0.367416667,-0.13937,0.059,0.29318,-0.062
1982,Rwanda,-0.367416667,-0.57921,-1.632,-0.88345,-0.94
1982,South Asia,-0.8556,-0.61752,-1.123,-1.10844,-0.928
1982,Sudan,0.33936,-0.61465,-1.274,-0.79882,-0.635
1982,Senegal,0.165084706,-0.57921,-1.456,-0.88345,-0.746
1982,Solomon Islands,0.434925963,-0.45128,-0.175,-0.29446,-0.11
1982,Sierra Leone,-0.33501,-0.57921,-1.719,-0.88345,-0.963
1982,El Salvador,-0.96922,-0.59544,-1.113,-0.99003,-0.929
1982,Somalia,-0.8556,-0.57921,-1.663,-0.88345,-1.073
1982,Serbia,-0.514529412,-0.48331,0.266,0.20578,-0.125
1982,Sub-Saharan Africa (excluding high income),0.33936,-0.57921,-1.693,-0.88345,-0.785
1982,South Sudan,-0.80735,-0.57921,-1.684,-0.88345,-1.069
1982,Sub-Saharan Africa,0.33936,-0.57921,-1.705,-0.88345,-0.789
1982,Small states,0.434925963,0.17288,0.118,0.12123,0.211
1982,Sao Tome and Principe,0.165084706,-0.58648,-1.055,-0.83538,-0.6
1982,Suriname,0.33936,-0.81198,-0.6,-0.8234,-0.452
1982,Slovakia,-0.098676471,-0.10395,0.511,0.21833,0.161
1982,Eswatini,-0.038445882,-0.7712,-0.586,-0.67748,-0.509
1982,Sint Maarten (Dutch part),-0.33501,-0.24766,0.532,0.20277,0.071
1982,Seychelles,-0.511708236,-0.39582,-0.117,-0.24066,-0.304
1982,Turks and Caicos Islands,-1.03516,-0.20607,-0.022,-0.20402,-0.349
1982,Chad,-0.64719,-0.57921,-1.652,-0.88345,-1.017
1982,East Asia & Pacific (IDA & IBRD countries),-0.905,-0.47583,-0.229,-0.1864,-0.453
1982,Europe & Central Asia (IDA & IBRD countries),-0.038445882,-0.15607,0.429,0.2237,0.135
1982,Togo,-0.84934,-0.71818,-0.726,-0.62175,-0.739
1982,Tajikistan,-0.215385238,-0.7712,-0.59,-0.64997,-0.551
1982,Turkmenistan,-1.03516,-0.62711,-0.383,-0.29164,-0.593
1982,Latin America & the Caribbean (IDA & IBRD countries),-0.067264706,-0.59119,-0.47,-0.60908,-0.42
1982,Timor-Leste,-0.84934,-0.57921,-1.609,-0.88345,-1.053
1982,Middle East & North Africa (IDA & IBRD countries),-0.755373429,-0.65991,-1.193,-0.96325,-0.916
1982,Tonga,-0.86504,-0.24016,0.005,-0.1173,-0.292
1982,South Asia (IDA & IBRD),-0.80735,-0.57921,-1.358,-0.88345,-0.954
1982,Sub-Saharan Africa (IDA & IBRD countries),0.33936,-0.57921,-1.669,-0.88345,-0.777
1982,Trinidad and Tobago,-0.86504,-0.45393,0.279,0.09498,-0.218
1982,Tuvalu,-0.745371053,-0.70417,-0.526,-0.76907,-0.662
1982,Tanzania,-0.84934,-0.57921,-1.523,-0.88345,-1.023
1982,Uganda,-0.745371053,-0.57921,-1.762,-0.88345,-1.08
1982,Ukraine,-0.738868421,-0.0694,0.555,0.0826,0.005
1982,Upper middle income,0.4577,-0.47847,-0.098,-0.44621,-0.106
1982,Uzbekistan,-0.576009231,-0.46808,-0.251,-0.42486,-0.413
1982,St. Vincent and the Grenadines,-0.69091,0.06696,0.068,0.09483,-0.118
1982,Venezuela,-0.702530769,-0.38262,0.363,0.05455,-0.136
1982,British Virgin Islands,-0.3793,-0.48691,0.183,0.04021,-0.146
1982,Virgin Islands (U.S.),-0.702530769,-0.46894,0.357,0.05261,-0.16
1982,Vietnam,-0.721923077,-0.5389,-0.347,-0.03486,-0.442
1982,Vanuatu,-0.576009231,-0.76293,-0.544,-0.69678,-0.63
1982,World,-0.702530769,-0.72967,-0.616,-0.60322,-0.664
1982,Samoa,-0.367416667,-0.20565,-0.037,-0.39442,-0.215
1982,Kosovo,0.22143,-0.40899,0.272,0.09625,0.063
1982,"Yemen, Rep.",-0.702530769,-0.58648,-1.06,-0.84169,-0.82
1982,Zambia,-0.702530769,-0.72723,-0.809,-0.85309,-0.769
1982,Zimbabwe,-0.702530769,-0.65747,-0.777,-0.62361,-0.705
1983,Aruba,-0.586257143,-0.31942,0.5,0.15565,-0.028
1983,Africa Eastern and Southern,-0.8896,-0.57921,-1.932,-0.88345,-1.176
1983,Afghanistan,-0.8896,-0.57921,-1.997,-0.88345,-1.199
1983,Africa Western and Central,-0.8896,-0.57921,-1.939,-0.88345,-1.178
1983,Angola,-0.8896,-0.57921,-1.89,-0.88345,-1.161
1983,Albania,-0.8896,-0.26759,0.225,0.04068,-0.204
1983,Arab World,-0.706872571,-0.64936,-1.23,-0.87285,-0.9
1983,Armenia,-0.586257143,0.21028,0.09,0.22604,-0.029
1983,Antigua and Barbuda,-0.706872571,-0.27969,0.346,0.07563,-0.114
1983,Azerbaijan,-0.5658,-0.94702,-0.616,-0.70396,-0.699
1983,Burundi,-0.74094,-0.57921,-1.626,-0.88345,-1.032
1983,Benin,-0.12622,-0.57921,-1.669,-0.88345,-0.893
1983,Burkina Faso,-0.74094,-0.57921,-1.663,-0.88345,-1.045
1983,Bangladesh,0.15165,-0.63892,-1.255,-0.82128,-0.684
1983,"Bahamas, The",-0.562182,-0.2978,0.39,0.21071,-0.047
1983,Bosnia And Herzegovina,-0.502029412,-0.09879,0.232,0.21643,-0.037
1983,Belarus,-0.585205882,-0.30527,-0.142,0.05878,-0.264
1983,Belize,-0.12622,-0.34933,-0.079,-0.22016,-0.18
1983,Bermuda,-0.12622,-0.11285,0.836,0.45969,0.302
1983,Bolivia,-0.458745588,-0.58954,-1.106,-0.99631,-0.799
1983,Barbados,-0.577163823,-0.09418,0.609,0.16112,0.069
1983,Brunei Darussalam,-0.74094,-0.48691,0.183,0.04021,-0.237
1983,Bhutan,-0.458745588,-0.61752,-1.125,-1.10844,-0.829
1983,Botswana,-0.458745588,-0.76184,-0.596,-0.65887,-0.613
1983,Central African Republic,0.43906,-0.63955,-1.248,-0.83192,-0.612
1983,Central Europe and the Baltics,-0.77796,-0.48691,0.183,0.04021,-0.246
1983,Channel Islands,-0.77796,-0.21384,0.701,0.34705,0.049
1983,Ivory Coast,-0.55381,-0.5865,-1.077,-1.04939,-0.819
1983,Cameroon,0.43906,-0.59544,-1.113,-0.99003,-0.577
1983,"Congo, Dem. Rep.",-1.04026,-0.57921,-1.664,-0.88345,-1.12
1983,"Congo, Rep.",-0.95635,-0.58648,-1.062,-0.84169,-0.884
1983,Comoros,-1.04026,-0.57921,-1.368,-0.88345,-1.016
1983,Cabo Verde,-0.74094,-0.73241,-0.735,-0.67336,-0.727
1983,Caribbean small states,0.43906,0.16187,0.083,-0.03117,0.175
1983,Cuba,0.011956923,-0.24037,0.512,0.33336,0.172
1983,Curacao,-0.753044103,-0.44937,0.275,0.07727,-0.193
1983,Czech Republic,-0.0575,-0.66022,0.22,0.09463,-0.088
1983,Djibouti,0.47064,-0.57921,-1.35,-0.88345,-0.632
1983,Dominica,0.47064,-0.33839,0.719,0.34825,0.337
1983,Dominican Republic,0.47064,-0.39685,-0.411,-0.39371,-0.184
1983,East Asia & Pacific (excluding high income),-0.83821,-0.47583,-0.228,-0.17532,-0.435
1983,Early-demographic dividend,0.47064,-0.59032,-1.11,-1.01139,-0.57
1983,East Asia & Pacific,-0.83821,-0.03891,0.065,0.11525,-0.179
1983,Europe & Central Asia (excluding high income),-0.074354118,-0.17698,0.222,-0.01343,0.013
1983,Europe & Central Asia,-0.045364706,-0.30625,0.503,0.13153,0.108
1983,Euro area,-0.045364706,-0.07941,0.849,0.90165,0.401
1983,Eritrea,-0.045364706,-0.57921,-1.682,-0.88345,-0.877
1983,Estonia,-0.036823529,-0.35428,0.03,-0.04999,-0.095
1983,Ethiopia,-0.045364706,-0.57921,-1.618,-0.88345,-0.855
1983,European Union,-0.095648235,-0.25611,0.567,0.11496,0.128
1983,Fragile and conflict affected situations,-0.095648235,-0.63785,-1.157,-1.08805,-0.752
1983,Fiji,-0.095648235,-0.50127,-0.216,-0.22856,-0.259
1983,"Micronesia, Fed. Sts.",-0.71422,-0.34933,-0.079,-0.22016,-0.327
1983,Gabon,-0.88455,-0.73025,-0.891,-0.59874,-0.805
1983,Ghana,-0.04158,-0.65346,-1.163,-1.04627,-0.738
1983,Gibraltar,-0.43906,-0.01604,0.875,0.63053,0.287
1983,Guinea,-0.43906,-0.65991,-1.19,-0.96325,-0.836
1983,"Gambia, The",-0.88455,-0.65138,-1.171,-1.04873,-0.951
1983,Guinea-Bissau,-0.43906,-0.57921,-1.664,-0.88345,-0.969
1983,Equatorial Guinea,-0.94578,-0.66197,-1.2,-0.99432,-0.971
1983,Grenada,-0.43906,-0.67355,-0.38,-0.23456,-0.446
1983,Greenland,-0.43906,-0.3993,-0.35,-0.09531,-0.346
1983,Guatemala,-0.43906,-0.70404,-0.861,-0.74689,-0.699
1983,Guam,-0.43906,-0.60573,0.195,0.04728,-0.186
1983,Guyana,-0.65634,-0.70995,-0.885,-0.59874,-0.741
1983,High income,-0.65634,-0.10196,0.652,0.23994,0.075
1983,Honduras,-0.65634,-0.77289,-0.542,-0.73581,-0.657
1983,Heavily indebted poor countries (HIPC),-0.65634,-0.57921,-1.657,-0.88345,-1.021
1983,Croatia,0.019794872,-0.34604,0.354,0.28584,0.085
1983,Haiti,-0.65634,-0.65991,-1.194,-0.96325,-0.891
1983,IBRD only,-0.84303,-0.66895,-0.512,-0.65368,-0.655
1983,IDA & IBRD total,-0.84303,-0.6833,-0.99,-0.71759,-0.836
1983,IDA total,-0.00125,-0.65944,-1.188,-0.96945,-0.726
1983,IDA blend,-0.84303,-0.68477,-0.978,-0.68899,-0.828
1983,IDA only,-0.00125,-0.65346,-1.164,-1.04627,-0.728
1983,Isle of Man,-0.59213,-0.3337,0.139,0.13512,-0.163
1983,Iraq,-0.69873,-0.68477,-0.983,-0.68989,-0.793
1983,Jamaica,0.1138,-0.36335,0.134,0.0816,-0.003
1983,Kazakhstan,-0.572171429,-0.51161,0.194,0.20692,-0.172
1983,Kenya,-0.578196286,-0.67917,-0.965,-0.67392,-0.753
1983,Kyrgyz Republic,0.31675,-0.74485,-0.644,-0.82848,-0.457
1983,Cambodia,0.43906,-0.57921,-1.601,-0.88345,-0.728
1983,Kiribati,-0.578196286,-0.69295,-0.952,-0.67685,-0.753
1983,St. Kitts and Nevis,-0.72255,-0.50127,-0.216,-0.22856,-0.416
1983,Latin America & Caribbean (excluding high income),-0.067264706,-0.50379,-0.222,-0.19848,-0.25
1983,Lao PDR,0.31675,-0.57921,-1.632,-0.88345,-0.769
1983,Lebanon,-0.103918919,-1.30325,-0.964,-0.60805,-0.78
1983,Liberia,-0.103918919,-0.65991,-1.196,-0.96325,-0.754
1983,Libya,-0.098558824,-0.33076,-0.06,-0.49242,-0.202
1983,St. Lucia,-0.72255,-0.20827,0.05,0.07617,-0.204
1983,Latin America & Caribbean,-0.067264706,-0.3037,-0.055,-0.47289,-0.183
1983,Least developed countries: UN classification,-0.067264706,-0.57921,-1.596,-0.88345,-0.853
1983,Low income,-0.098558824,-0.57921,-1.627,-0.88345,-0.871
1983,Sri Lanka,-0.72255,-0.18531,0.037,0.06016,-0.205
1983,Lower middle income,-0.098558824,-0.62646,-1.138,-1.10168,-0.745
1983,Low & middle income,-0.098558824,-0.6833,-0.994,-0.82249,-0.667
1983,Lesotho,-0.103918919,-0.61752,-1.125,-1.10844,-0.74
1983,Late-demographic dividend,0.31675,-0.34933,-0.079,-0.22016,-0.069
1983,Lithuania,-0.098558824,-0.47839,0.383,0.10166,0.005
1983,Luxembourg,-0.66863,-0.25157,0.452,0.21675,-0.039
1983,Latvia,-0.067264706,-0.57084,0.291,-0.03747,-0.063
1983,St. Martin (French part),-0.72255,-0.37801,0.304,0.03083,-0.164
1983,Moldova,-0.771171429,-0.24252,0.392,0.0804,-0.104
1983,Madagascar,-0.66863,-0.57921,-1.377,-0.88345,-0.926
1983,Maldives,-0.66863,-0.62566,-1.13,-1.10844,-0.885
1983,Middle East & North Africa,-0.71422,-0.68477,-0.983,-0.68989,-0.797
1983,Marshall Islands,-0.31859,-0.72562,-0.818,-0.85876,-0.676
1983,Middle income,-0.762132572,-0.67831,-1.002,-0.81293,-0.833
1983,North Macedonia,-0.534142857,-0.39329,0.334,-0.08876,-0.128
1983,Mali,-0.31859,-0.57921,-1.683,-0.88345,-0.946
1983,Myanmar,-0.86055,-0.57921,-1.418,-0.88345,-0.989
1983,Middle East & North Africa (excluding high income),-0.762132572,-0.5865,-1.074,-0.89897,-0.848
1983,Montenegro,-0.2765,-0.32378,0.44,0.06181,0.013
1983,Mozambique,-0.86055,-0.57921,-1.665,-0.88345,-1.075
1983,Mauritania,-0.71422,-0.57921,-1.369,-0.88345,-0.935
1983,Mauritius,-0.71422,-0.47731,-0.106,-0.33657,-0.385
1983,Malawi,-0.66863,-0.57921,-1.657,-0.88345,-1.024
1983,North America,-0.534142857,-0.38262,0.363,0.05455,-0.094
1983,Namibia,-0.83401,-0.59033,-1.105,-0.99599,-0.892
1983,New Caledonia,-0.39578,-0.49014,-0.189,-0.22536,-0.321
1983,Niger,-0.84012,-0.57921,-1.654,-0.88345,-1.066
1983,Nigeria,-0.84012,-0.57921,-1.639,-0.88345,-1.061
1983,Nauru,-0.83401,-0.73707,-0.89,-0.59874,-0.794
1983,OECD members,0.45743,-0.12047,0.721,0.36171,0.391
1983,Oman,0.45743,-0.385,-0.092,-0.55438,-0.097
1983,Other small states,-0.89342,-0.67676,-0.835,-0.78241,-0.802
1983,Papua New Guinea,-0.44644,-0.57921,-1.375,-0.88345,-0.87
1983,Pre-demographic dividend,-0.83413,-0.57921,-1.669,-0.88345,-1.07
1983,Puerto Rico,0.49719,-0.061,0.78,0.38174,0.439
1983,"Korea, Dem. People's Rep.",0.31675,-0.4529,0.41,0.25058,0.147
1983,Paraguay,-0.69305,-0.34824,-0.078,-0.21434,-0.32
1983,Pacific island small states,-0.89342,-0.49994,-0.169,-0.28263,-0.45
1983,Post-demographic dividend,-0.83413,-0.13988,0.52,0.32581,-0.013
1983,French Polynesia,-0.22664,-0.3307,0.318,0.20404,0.003
1983,Romania,-0.560815789,0.26167,0.512,0.36774,0.16
1983,Russia,-0.367416667,-0.96724,-0.345,-0.68515,-0.557
1983,Rwanda,-0.367416667,-0.57921,-1.65,-0.88345,-0.947
1983,South Asia,-0.78754,-0.59935,-1.02,-0.80991,-0.825
1983,Sudan,0.41059,-0.57921,-1.384,-0.88345,-0.659
1983,Senegal,0.111704706,-0.57921,-1.607,-0.88345,-0.812
1983,Solomon Islands,0.41009,-0.45673,0.179,-0.02744,0.047
1983,Sierra Leone,-0.282116765,-0.57921,-1.683,-0.88345,-0.937
1983,El Salvador,-0.94578,-0.66197,-1.199,-0.96371,-0.966
1983,Somalia,-0.78754,-0.57921,-1.651,-0.88345,-1.052
1983,Serbia,-0.514529412,-0.83096,-0.313,-0.31431,-0.493
1983,Sub-Saharan Africa (excluding high income),0.41059,-0.57921,-1.395,-0.88345,-0.663
1983,South Sudan,-0.74806,-0.57921,-1.685,-0.88345,-1.054
1983,Sub-Saharan Africa,0.41059,-0.57921,-1.657,-0.88345,-0.755
1983,Small states,0.41009,-0.50453,-0.199,-0.14637,-0.115
1983,Sao Tome and Principe,0.111704706,-0.69295,-0.957,-0.6725,-0.581
1983,Suriname,0.41059,-0.5632,-0.18,-0.24114,-0.137
1983,Slovakia,-0.098676471,-0.71994,0.183,-0.36872,-0.196
1983,Eswatini,-0.045364706,-0.57921,-1.307,-0.88345,-0.746
1983,Sint Maarten (Dutch part),-0.282116765,-0.12238,0.623,0.4176,0.18
1983,Seychelles,-0.507168824,-0.17028,0.016,-0.08358,-0.176
1983,Turks and Caicos Islands,-1.04405,-0.22687,-0.047,-0.41695,-0.397
1983,Chad,-0.77796,-0.57921,-1.652,-0.88345,-1.05
1983,East Asia & Pacific (IDA & IBRD countries),-0.83821,-0.47583,-0.228,-0.17532,-0.435
1983,Europe & Central Asia (IDA & IBRD countries),-0.045364706,-0.24116,0.435,0.22588,0.115
1983,Togo,-0.84127,-0.57921,-1.492,-0.88345,-1.01
1983,Tajikistan,-0.367588095,-0.34597,-0.131,-0.35627,-0.278
1983,Turkmenistan,-1.04405,-0.74247,-0.649,-0.86569,-0.804
1983,Latin America & the Caribbean (IDA & IBRD countries),-0.067264706,-0.36676,-0.277,-0.22263,-0.239
1983,Timor-Leste,-0.84127,-0.57921,-1.609,-0.88345,-1.051
1983,Middle East & North Africa (IDA & IBRD countries),-0.71422,-0.59935,-1.026,-0.80991,-0.809
1983,Tonga,-0.85836,-0.38625,-0.066,-0.50714,-0.41
1983,South Asia (IDA & IBRD),-0.74806,-0.64936,-1.235,-0.88895,-0.915
1983,Sub-Saharan Africa (IDA & IBRD countries),0.41059,-0.57921,-1.675,-0.88345,-0.761
1983,Trinidad and Tobago,-0.85836,-0.4187,0.273,0.09625,-0.209
1983,Tuvalu,-0.741569737,-0.6699,-0.514,-0.65368,-0.631
1983,Tanzania,-0.84127,-0.57921,-1.578,-0.88345,-1.04
1983,Uganda,-0.741569737,-0.57921,-1.676,-0.88345,-1.049
1983,Ukraine,-0.738868421,-0.0798,0.592,0.24832,0.04
1983,Upper middle income,0.28447,-0.385,-0.092,-0.55438,-0.14
1983,Uzbekistan,-0.556599231,-0.42939,-0.3,-0.24434,-0.388
1983,St. Vincent and the Grenadines,-0.72255,-0.45812,0.243,-0.02966,-0.215
1983,Venezuela,-0.691726154,-0.22929,0.461,0.19017,-0.04
1983,British Virgin Islands,-0.248100294,-0.43822,0.269,0.09525,-0.063
1983,Virgin Islands (U.S.),-0.691726154,-0.48897,0.35,0.04509,-0.166
1983,Vietnam,-0.721923077,-0.32044,-0.383,-0.13291,-0.415
1983,Vanuatu,-0.556599231,-0.6552,-0.446,-0.57662,-0.546
1983,World,-0.691726154,-0.4459,-0.421,-0.51119,-0.508
1983,Samoa,-0.367416667,-0.23571,-0.326,-0.10624,-0.281
1983,Kosovo,0.31675,-0.34794,0.321,0.07685,0.116
1983,"Yemen, Rep.",-0.691726154,-0.72567,-0.815,-0.86094,-0.769
1983,Zambia,-0.691726154,-0.68477,-0.98,-0.68941,-0.791
1983,Zimbabwe,-0.691726154,-0.78087,-0.666,-0.78987,-0.72
1984,Aruba,-0.590672,-0.24037,0.512,0.33336,0.021
1984,Africa Eastern and Southern,-0.91761,-0.57921,-1.932,-0.88345,-1.183
1984,Afghanistan,-0.91761,-0.57921,-1.999,-0.88345,-1.206
1984,Africa Western and Central,-0.91761,-0.57921,-1.939,-0.88345,-1.185
1984,Angola,-0.91761,-0.57921,-1.987,-0.88345,-1.202
1984,Albania,-0.91761,-0.31083,0.131,0.01306,-0.259
1984,Arab World,-0.78516,-0.67917,-0.965,-0.67392,-0.805
1984,Armenia,-0.586257143,0.17416,0.108,0.21877,-0.032
1984,Antigua and Barbuda,-0.78516,-0.41016,0.366,0.07448,-0.16
1984,Azerbaijan,-0.5658,-0.95733,-0.655,-0.8721,-0.741
1984,Burundi,-0.775830294,-0.57921,-1.633,-0.88345,-1.043
1984,Benin,0.22028,-0.57921,-1.668,-0.88345,-0.806
1984,Burkina Faso,-0.775830294,-0.57921,-1.638,-0.88345,-1.045
1984,Bangladesh,0.158002,-0.65785,-1.189,-0.96995,-0.687
1984,"Bahamas, The",-0.558112,0.09208,0.097,0.02685,-0.079
1984,Bosnia And Herzegovina,-0.502029412,-0.09879,0.232,0.21643,-0.037
1984,Belarus,-0.585205882,-0.58352,-0.185,0.12841,-0.338
1984,Belize,0.22028,-0.34653,-0.132,-0.36762,-0.133
1984,Bermuda,0.22028,-0.11928,0.891,0.85688,0.466
1984,Bolivia,-0.494876177,-0.59376,-1.087,-1.01432,-0.805
1984,Barbados,-0.577323823,-0.09554,0.613,0.15325,0.069
1984,Brunei Darussalam,-0.775830294,0.12598,0.085,0.09046,-0.119
1984,Bhutan,-0.494876177,-0.61756,-1.119,-1.09562,-0.834
1984,Botswana,-0.494876177,-0.30311,-0.054,-0.48412,-0.291
1984,Central African Republic,0.335569706,-0.63955,-1.248,-0.83192,-0.638
