Year,Country,Ease_of_Living_Rank
1988,Turks and Caicos Islands,91
1988,Ukraine,94
1988,Romania,95
1988,Guam,95
1988,Upper middle income,96
1988,Fiji,97
1988,Azerbaijan,98
1988,Grenada,99
1988,Hungary,100
1988,Chile,101
1988,Virgin Islands (U.S.),101
1988,Antigua and Barbuda,102
1988,Costa Rica,103
1988,Turkmenistan,104
1988,Georgia,105
1988,Small states,106
1988,Brazil,107
1988,Latin America & Caribbean (excluding high income),108
1988,East Asia & Pacific,109
1988,Paraguay,110
1988,Solomon Islands,111
1988,Albania,112
1988,Eswatini,113
1988,Trinidad and Tobago,114
1988,"Korea, Dem. People's Rep.",115
1988,Latin America & the Caribbean (IDA & IBRD countries),116
1988,Central Europe and the Baltics,117
1988,Tonga,118
1988,Cabo Verde,119
1988,Peru,120
1988,Mauritius,121
1988,Thailand,122
1988,Moldova,123
1988,Jordan,124
1988,Colombia,125
1988,Pacific island small states,126
1988,China,127
1988,Tunisia,128
1988,East Asia & Pacific (excluding high income),129
1988,Honduras,129
1988,East Asia & Pacific (IDA & IBRD countries),129
1988,South Africa,130
1988,Other small states,132
1988,Early-demographic dividend,133
1988,Kyrgyz Republic,134
1988,Ecuador,135
1988,Mexico,138
1988,Samoa,139
1988,"Micronesia, Fed. Sts.",140
1988,Uzbekistan,141
1988,Middle East & North Africa (excluding high income),142
1988,Middle East & North Africa,143
1988,Middle income,144
1988,Philippines,145
1988,Greenland,146
1988,Guyana,148
1988,Vanuatu,151
1988,Tajikistan,152
1988,Middle East & North Africa (IDA & IBRD countries),153
1988,IDA total,154
1988,World,155
1988,Marshall Islands,156
1988,Algeria,157
1988,Djibouti,158
1988,Cameroon,159
1988,Saudi Arabia,160
1988,Indonesia,161
1988,Lebanon,162
1988,Cambodia,163
1988,Fragile and conflict affected situations,164
1988,Low & middle income,164
1988,IDA only,165
1988,Central African Republic,166
1988,Lower middle income,167
1988,Maldives,167
1988,IBRD only,168
1988,Botswana,169
1988,Guatemala,170
1988,India,171
1988,Sao Tome and Principe,172
1988,Ghana,173
1988,Zimbabwe,174
1988,IDA & IBRD total,175
1988,Sub-Saharan Africa (excluding high income),176
1988,Tuvalu,177
1988,Mongolia,178
1988,Haiti,179
1988,Benin,180
1988,Sudan,180
1988,Sub-Saharan Africa,181
1988,Sub-Saharan Africa (IDA & IBRD countries),181
1988,Lao PDR,182
1988,Bangladesh,183
1988,Togo,184
1988,Heavily indebted poor countries (HIPC),185
1988,Kiribati,186
1988,Kenya,187
1988,Lesotho,188
1988,Bhutan,189
1988,Bolivia,190
1988,Papua New Guinea,191
1988,Morocco,192
1988,"Yemen, Rep.",193
1988,Nauru,194
1988,Burkina Faso,195
1988,El Salvador,196
1988,Guinea,197
1988,Gabon,198
1988,Guinea-Bissau,199
1988,Senegal,200
1988,Pakistan,201
1988,Zambia,202
1988,South Asia (IDA & IBRD),203
1988,Eritrea,204
1988,Ethiopia,204
1988,IDA blend,205
1988,Low income,205
1988,Nicaragua,206
1988,Least developed countries: UN classification,207
1988,Nigeria,208
1988,Armenia,209
1988,Nepal,210
1988,Arab World,211
1988,Sierra Leone,212
1988,Iraq,213
1988,Mauritania,214
1988,"Congo, Rep.",215
1988,Mali,216
1988,Namibia,217
1988,Equatorial Guinea,218
1988,"Gambia, The",219
1988,Myanmar,220
1988,Burundi,221
1988,Comoros,221
1988,South Asia,222
1988,Madagascar,223
1988,South Sudan,224
1988,"Congo, Dem. Rep.",225
1988,Liberia,226
1988,Rwanda,227
1988,Malawi,228
1988,Uganda,229
1988,Niger,230
1988,Pre-demographic dividend,231
1988,Timor-Leste,232
1988,Tanzania,233
1988,Chad,234
1988,Mozambique,235
1988,Somalia,236
1988,Angola,237
1988,Africa Western and Central,238
1988,Afghanistan,239
1988,Africa Eastern and Southern,240
1989,Japan,1
1989,Sweden,2
1989,Iceland,3
1989,Switzerland,4
1989,Spain,5
1989,Finland,6
1989,Faroe Islands,7
1989,Netherlands,8
1989,Australia,9
1989,Austria,10
1989,Channel Islands,11
1989,Cyprus,12
1989,Belgium,12
1989,European Union,13
1989,France,14
1989,Euro area,15
1989,Bermuda,16
1989,Canada,17
1989,Gibraltar,18
1989,Qatar,19
1989,Singapore,20
1989,Israel,21
1989,Ireland,22
1989,United Kingdom,23
1989,Norway,24
1989,Italy,25
1989,French Polynesia,26
1989,North America,27
1989,Germany,28
1989,Montenegro,29
1989,Cuba,30
1989,OECD members,31
1989,Denmark,32
1989,Lithuania,32
1989,Puerto Rico,32
1989,Bahrain,33
1989,New Caledonia,33
1989,Slovenia,34
1989,United States,35
1989,Kuwait,36
1989,New Zealand,37
1989,High income,38
1989,Suriname,39
1989,Latvia,40
1989,Oman,41
1989,Europe & Central Asia (excluding high income),42
1989,St. Martin (French part),43
1989,Dominican Republic,44
1989,Portugal,45
1989,Jamaica,45
1989,Post-demographic dividend,46
1989,British Virgin Islands,47
1989,Caribbean small states,49
1989,Greece,50
1989,Sint Maarten (Dutch part),51
1989,Europe & Central Asia,52
1989,Curacao,53
1989,Barbados,56
1989,Serbia,57
1989,St. Kitts and Nevis,58
1989,Aruba,59
1989,Dominica,60
1989,Isle of Man,61
1989,Guam,62
1989,Latin America & Caribbean,63
1989,Kosovo,64
1989,Belize,65
1989,St. Vincent and the Grenadines,66
1989,Libya,67
1989,Poland,68
1989,Latin America & the Caribbean (IDA & IBRD countries),69
1989,United Arab Emirates,70
1989,Luxembourg,70
1989,Lebanon,71
1989,Kyrgyz Republic,72
1989,Brunei Darussalam,73
1989,Belarus,74
1989,Argentina,75
1989,Sri Lanka,76
1989,Malta,77
1989,Croatia,78
1989,Panama,79
1989,Uruguay,80
1989,Romania,81
1989,Europe & Central Asia (IDA & IBRD countries),82
1989,Saudi Arabia,83
1989,Armenia,84
1989,St. Lucia,85
1989,Estonia,86
1989,Jordan,88
1989,Ukraine,89
1989,Late-demographic dividend,89
1989,Fiji,90
1989,Upper middle income,91
1989,North Macedonia,92
1989,Virgin Islands (U.S.),92
1989,Grenada,93
1989,Brazil,94
1989,Georgia,95
1989,Antigua and Barbuda,96
1989,Costa Rica,97
1989,Kazakhstan,101
1989,Albania,102
1989,Azerbaijan,103
1989,East Asia & Pacific (IDA & IBRD countries),104
1989,"Bahamas, The",105
1989,Hungary,106
1989,Turkmenistan,106
1989,Bulgaria,107
1989,"Korea, Dem. People's Rep.",108
1989,East Asia & Pacific (excluding high income),109
1989,Mauritius,109
1989,Chile,110
1989,Malaysia,111
1989,Latin America & Caribbean (excluding high income),112
1989,East Asia & Pacific,113
1989,Trinidad and Tobago,114
1989,Moldova,115
1989,Central Europe and the Baltics,116
1989,Tonga,117
1989,Small states,118
1989,Eswatini,119
1989,Middle East & North Africa,120
1989,Peru,121
1989,Paraguay,122
1989,Colombia,123
1989,Turks and Caicos Islands,124
1989,Ecuador,125
1989,Mexico,126
1989,Honduras,127
1989,Greenland,128
1989,China,129
1989,Tunisia,130
1989,Cabo Verde,131
1989,Early-demographic dividend,132
1989,Thailand,133
1989,Algeria,134
1989,South Africa,135
1989,Middle East & North Africa (excluding high income),136
1989,"Micronesia, Fed. Sts.",137
1989,Samoa,139
1989,Other small states,141
1989,Uzbekistan,142
1989,Middle East & North Africa (IDA & IBRD countries),143
1989,Fragile and conflict affected situations,144
1989,Guyana,146
1989,IBRD only,147
1989,Arab World,149
1989,Solomon Islands,150
1989,Seychelles,152
1989,Cambodia,153
1989,Guatemala,154
1989,Low & middle income,155
1989,Tajikistan,156
1989,World,157
1989,IDA total,158
1989,Djibouti,159
1989,Cameroon,160
1989,Marshall Islands,161
1989,Pacific island small states,162
1989,Indonesia,163
1989,IDA only,164
1989,IDA & IBRD total,165
1989,Tuvalu,166
1989,Botswana,167
1989,Sao Tome and Principe,168
1989,Nicaragua,169
1989,Gabon,170
1989,Haiti,171
1989,Maldives,171
1989,Sub-Saharan Africa (excluding high income),172
1989,Sudan,173
1989,Sub-Saharan Africa,173
1989,Sub-Saharan Africa (IDA & IBRD countries),174
1989,Ghana,175
1989,Central African Republic,176
1989,Lao PDR,177
1989,Philippines,178
1989,Middle income,179
1989,Benin,180
1989,Ethiopia,181
1989,Bangladesh,182
1989,Togo,182
1989,Eritrea,183
1989,Lower middle income,184
1989,Vanuatu,185
1989,Kenya,186
1989,Lesotho,187
1989,Morocco,188
1989,El Salvador,189
1989,Bolivia,190
1989,India,191
1989,Guinea-Bissau,192
1989,Guinea,193
1989,Papua New Guinea,194
1989,Namibia,195
1989,Nauru,196
1989,Pakistan,197
1989,Senegal,198
1989,Zimbabwe,199
1989,Heavily indebted poor countries (HIPC),200
1989,Kiribati,201
1989,Mongolia,202
1989,"Congo, Rep.",202
1989,IDA blend,203
1989,Bhutan,204
1989,South Asia (IDA & IBRD),205
1989,Nepal,206
1989,Low income,206
1989,Least developed countries: UN classification,207
1989,"Gambia, The",208
1989,Sierra Leone,209
1989,Nigeria,210
1989,"Yemen, Rep.",210
1989,Equatorial Guinea,211
1989,Iraq,212
1989,Mali,213
1989,Mauritania,214
1989,South Asia,215
1989,Myanmar,216
1989,Zambia,217
1989,Comoros,218
1989,"Congo, Dem. Rep.",219
1989,Liberia,220
1989,Madagascar,221
1989,South Sudan,222
1989,Pre-demographic dividend,223
1989,Malawi,224
1989,Africa Eastern and Southern,225
1989,Burkina Faso,225
1989,Burundi,226
1989,Rwanda,227
1989,Timor-Leste,228
1989,Uganda,228
1989,Tanzania,229
1989,Mozambique,230
1989,Niger,230
1989,Somalia,231
1989,Chad,232
1989,Angola,233
1989,Africa Western and Central,234
1989,Afghanistan,235
1990,Switzerland,1
1990,Cayman Islands,2
1990,United States,3
1990,Liechtenstein,4
1990,Denmark,5
1990,Germany,6
1990,Norway,7
1990,Australia,8
1990,Netherlands,9
1990,Canada,10
1990,Japan,11
1990,Finland,12
1990,Austria,13
1990,Sweden,14
1990,Iceland,15
1990,Israel,16
1990,New Zealand,17
1990,European Union,19
1990,Belgium,21
1990,Faroe Islands,22
1990,France,23
1990,United Kingdom,24
1990,Italy,25
1990,Channel Islands,26
1990,Qatar,28
1990,Euro area,29
1990,St. Martin (French part),30
1990,Spain,31
1990,Gibraltar,32
1990,Bermuda,33
1990,Luxembourg,35
1990,French Polynesia,36
1990,Puerto Rico,37
1990,Post-demographic dividend,38
1990,United Arab Emirates,39
1990,Ireland,41
1990,Oman,43
1990,Bahrain,44
1990,North America,45
1990,Europe & Central Asia (excluding high income),46
1990,Greece,47
1990,Latvia,48
1990,Estonia,49
1990,Cyprus,50
1990,Singapore,51
1990,Isle of Man,52
1990,Kuwait,53
1990,Malta,54
1990,High income,55
1990,Curacao,56
1990,Lithuania,57
1990,OECD members,58
1990,Jamaica,59
1990,Europe & Central Asia,60
1990,Sri Lanka,61
1990,New Caledonia,61
1990,Portugal,62
1990,Sint Maarten (Dutch part),63
1990,Argentina,64
1990,Montenegro,65
1990,Europe & Central Asia (IDA & IBRD countries),66
1990,Guam,67
1990,Fiji,68
1990,St. Vincent and the Grenadines,69
1990,Kyrgyz Republic,70
1990,Croatia,71
1990,Slovenia,72
1990,Ukraine,73
1990,St. Kitts and Nevis,75
1990,Kosovo,76
1990,Grenada,77
1990,Barbados,78
1990,Hungary,79
1990,British Virgin Islands,79
1990,Greenland,80
1990,Latin America & the Caribbean (IDA & IBRD countries),80
1990,Saudi Arabia,81
1990,Serbia,82
1990,Cuba,84
1990,Aruba,85
1990,Belarus,86
1990,Latin America & Caribbean (excluding high income),86
1990,Upper middle income,87
1990,Suriname,88
1990,Uzbekistan,88
1990,St. Lucia,89
1990,Late-demographic dividend,89
1990,Poland,90
1990,Palau,92
1990,Georgia,93
1990,Libya,95
1990,Central Europe and the Baltics,96
1990,Dominica,97
1990,Dominican Republic,98
1990,Brunei Darussalam,99
1990,"Bahamas, The",100
1990,Uruguay,101
1990,Tajikistan,102
1990,Bulgaria,103
1990,Panama,104
1990,Belize,105
1990,Latin America & Caribbean,106
1990,Antigua and Barbuda,107
1990,Nauru,107
1990,Virgin Islands (U.S.),107
1990,Turkmenistan,108
1990,Monaco,109
1990,North Macedonia,111
1990,San Marino,112
1990,Caribbean small states,112
1990,Brazil,113
1990,Malaysia,114
1990,Tonga,115
1990,Seychelles,116
1990,East Asia & Pacific (IDA & IBRD countries),116
1990,Kazakhstan,117
1990,East Asia & Pacific,118
1990,Azerbaijan,119
1990,"Korea, Dem. People's Rep.",120
1990,Romania,121
1990,Trinidad and Tobago,122
1990,Mauritius,123
1990,Peru,124
1990,Chile,125
1990,Costa Rica,126
1990,Armenia,128
1990,American Samoa,129
1990,Other small states,129
1990,Mexico,130
1990,East Asia & Pacific (excluding high income),132
1990,Albania,133
1990,Moldova,134
1990,Small states,135
1990,Gabon,136
1990,South Africa,137
1990,Early-demographic dividend,138
1990,Ecuador,139
1990,Turks and Caicos Islands,140
1990,IBRD only,141
1990,Paraguay,142
1990,Philippines,143
1990,"Micronesia, Fed. Sts.",144
1990,Middle income,144
1990,Botswana,145
1990,Middle East & North Africa (IDA & IBRD countries),147
1990,Eswatini,148
1990,Honduras,149
1990,Mongolia,150
1990,West Bank and Gaza,151
1990,Middle East & North Africa,151
1990,World,152
1990,Namibia,154
1990,Thailand,155
1990,Algeria,156
1990,Jordan,157
1990,Tuvalu,158
1990,Guyana,159
1990,Colombia,160
1990,Fragile and conflict affected situations,161
1990,Cameroon,162
1990,Ghana,163
1990,Tunisia,164
1990,Bolivia,166
1990,Nicaragua,167
1990,Indonesia,168
1990,Djibouti,169
1990,Solomon Islands,170
1990,IDA & IBRD total,173
1990,Marshall Islands,174
1990,IDA total,175
1990,Low & middle income,176
1990,Guatemala,177
1990,Sao Tome and Principe,178
1990,IDA only,179
1990,Lebanon,180
1990,Sub-Saharan Africa (excluding high income),182
1990,Sub-Saharan Africa,182
1990,Sub-Saharan Africa (IDA & IBRD countries),182
1990,Iraq,183
1990,Lao PDR,184
1990,Cabo Verde,185
1990,Arab World,186
1990,Lower middle income,186
1990,Cambodia,187
1990,Haiti,188
1990,Samoa,189
1990,Heavily indebted poor countries (HIPC),190
1990,El Salvador,191
1990,Pacific island small states,191
1990,China,193
1990,Middle East & North Africa (excluding high income),193
1990,Morocco,194
1990,Lesotho,195
1990,Eritrea,196
1990,Central African Republic,197
1990,Sudan,198
1990,Benin,199
1990,Least developed countries: UN classification,200
1990,Maldives,201
1990,Bangladesh,202
1990,South Asia (IDA & IBRD),202
1990,Zimbabwe,203
1990,South Asia,204
1990,Low income,205
1990,Kenya,207
1990,Vanuatu,207
1990,Senegal,208
1990,IDA blend,209
1990,Andorra,210
1990,"Gambia, The",211
1990,Kiribati,212
1990,Madagascar,213
1990,India,214
1990,Pre-demographic dividend,215
1990,Pakistan,216
1990,Nepal,217
1990,Papua New Guinea,218
1990,Bhutan,219
1990,Togo,220
1990,"Congo, Rep.",221
1990,Sierra Leone,222
1990,Guinea-Bissau,223
1990,Zambia,224
1990,Mauritania,225
1990,"Yemen, Rep.",226
1990,Nigeria,227
1990,Comoros,228
1990,Ethiopia,229
1990,Tanzania,230
1990,Guinea,231
1990,Liberia,232
1990,Timor-Leste,232
1990,Burkina Faso,233
1990,Uganda,234
1990,Malawi,235
1990,"Congo, Dem. Rep.",236
1990,Mali,237
1990,Myanmar,238
1990,Somalia,239
1990,Equatorial Guinea,240
1990,Burundi,241
1990,South Sudan,242
1990,Africa Eastern and Southern,242
1990,Rwanda,243
1990,Africa Western and Central,244
1990,Chad,245
1990,Angola,246
1990,Afghanistan,247
1990,Mozambique,248
1990,Niger,249
1991,United States,1
1991,Switzerland,2
1991,Australia,3
1991,Denmark,4
1991,Japan,5
1991,France,6
1991,United Kingdom,7
1991,Germany,8
1991,New Zealand,9
1991,Austria,10
1991,Finland,11
1991,Israel,12
1991,Italy,13
1991,United Arab Emirates,14
1991,Qatar,15
1991,Norway,16
1991,Canada,17
1991,Netherlands,18
1991,Bahrain,20
1991,Iceland,21
1991,Lithuania,22
1991,Belgium,23
1991,Sweden,24
1991,Hungary,26
1991,Slovenia,28
1991,Belarus,29
1991,Greece,30
1991,Ireland,31
1991,Bulgaria,32
1991,Singapore,33
1991,Malta,35
1991,Romania,37
1991,Poland,38
1991,Argentina,39
1991,Saudi Arabia,40
1991,Portugal,41
1991,Uruguay,42
1991,Spain,43
1991,Azerbaijan,44
1991,Estonia,45
1991,Cyprus,46
1991,Kazakhstan,47
1991,Kuwait,48
1991,Moldova,49
1991,Croatia,49
1991,Mongolia,50
1991,Ukraine,51
1991,Panama,52
1991,Jordan,53
1991,Mexico,54
1991,Latvia,55
1991,North Macedonia,56
1991,Lebanon,57
1991,Malaysia,59
1991,Serbia,61
1991,Montenegro,62
1991,Georgia,63
1991,Armenia,64
1991,Costa Rica,66
1991,Brazil,67
1991,Chile,69
1991,Ecuador,70
1991,Algeria,71
1991,Tunisia,73
1991,Thailand,74
1991,Colombia,75
1991,Nicaragua,76
1991,South Africa,77
1991,China,78
1991,Peru,80
1991,India,81
1991,Philippines,82
1991,Indonesia,83
1991,Morocco,84
1991,Pakistan,85
1991,Nepal,86
1992,United States,1
1992,Switzerland,2
1992,Australia,3
1992,Denmark,4
1992,France,5
1992,Austria,6
1992,Germany,7
1992,Netherlands,8
1992,Japan,9
1992,United Kingdom,10
1992,New Zealand,11
1992,Finland,12
1992,Sweden,13
1992,United Arab Emirates,14
1992,Norway,15
1992,Canada,16
1992,Qatar,17
1992,Italy,18
1992,Israel,19
1992,Iceland,20
1992,Bahrain,22
1992,Belgium,23
1992,Lithuania,24
1992,Slovenia,25
1992,Ireland,26
1992,Singapore,29
1992,Greece,29
1992,Hungary,31
1992,Kuwait,32
1992,Cyprus,33
1992,Spain,34
1992,Portugal,35
1992,Malta,36
1992,Saudi Arabia,37
1992,Poland,39
1992,Belarus,40
1992,Uruguay,41
1992,Bulgaria,42
1992,Argentina,43
1992,Azerbaijan,44
1992,Romania,45
1992,Croatia,46
1992,Estonia,47
1992,Jordan,48
1992,Panama,50
1992,Latvia,51
1992,Moldova,52
1992,Ukraine,53
1992,Mexico,54
1992,Malaysia,55
1992,Kazakhstan,56
1992,Mongolia,57
1992,Lebanon,58
1992,Chile,59
1992,North Macedonia,60
1992,Montenegro,61
1992,Costa Rica,62
1992,Serbia,64
1992,Georgia,65
1992,Brazil,66
1992,Armenia,68
1992,Tunisia,69
1992,Ecuador,71
1992,Thailand,72
1992,Algeria,73
1992,South Africa,74
1992,Colombia,75
1992,Philippines,77
1992,China,78
1992,Nicaragua,79
1992,Peru,80
1992,India,81
1992,Indonesia,82
1992,Morocco,83
1992,Pakistan,84
1992,Nepal,85
1993,Switzerland,1
1993,United States,2
1993,Denmark,3
1993,Australia,4
1993,Japan,5
1993,Germany,6
1993,Austria,7
1993,France,8
1993,United Kingdom,9
1993,Finland,10
1993,New Zealand,11
1993,Norway,12
1993,United Arab Emirates,13
1993,Netherlands,14
1993,Canada,15
1993,Qatar,16
1993,Belgium,17
1993,Sweden,18
1993,Israel,19
1993,Iceland,20
1993,Italy,21
1993,Bahrain,22
1993,Ireland,24
1993,Singapore,25
1993,Kuwait,26
1993,Spain,28
1993,Slovenia,29
1993,Greece,31
1993,Cyprus,32
1993,Portugal,33
1993,Lithuania,34
1993,Hungary,35
1993,Malta,36
1993,Poland,39
1993,Saudi Arabia,40
1993,Uruguay,41
1993,Argentina,43
1993,Croatia,44
1993,Belarus,45
1993,Bulgaria,46
1993,Panama,47
1993,Latvia,47
1993,Estonia,48
1993,Jordan,49
1993,Chile,50
1993,Malaysia,51
1993,Romania,52
1993,Lebanon,53
1993,Mexico,54
1993,Ukraine,55
1993,Kazakhstan,56
1993,Costa Rica,57
1993,Azerbaijan,58
1993,Moldova,59
1993,North Macedonia,60
1993,Montenegro,60
1993,Mongolia,61
1993,Brazil,62
1993,Serbia,63
1993,Thailand,64
1993,South Africa,66
1993,Georgia,67
1993,Ecuador,68
1993,Armenia,72
1993,Tunisia,73
1993,Algeria,74
1993,Colombia,75
1993,Philippines,77
1993,Peru,78
1993,China,79
1993,Nicaragua,80
1993,India,81
1993,Indonesia,82
1993,Morocco,83
1993,Pakistan,84
1993,Nepal,85
1994,United States,1
1994,Switzerland,2
1994,Japan,3
1994,Austria,4
1994,Denmark,5
1994,Australia,6
1994,Germany,7
1994,Netherlands,8
1994,France,9
1994,Iceland,10
1994,United Kingdom,11
1994,Finland,12
1994,Norway,13
1994,Belgium,14
1994,United Arab Emirates,15
1994,New Zealand,16
1994,Canada,17
1994,Sweden,18
1994,Qatar,19
1994,Israel,20
1994,Italy,21
1994,Ireland,22
1994,Bahrain,23
1994,Spain,24
1994,Singapore,25
1994,Kuwait,26
1994,Cyprus,28
1994,Portugal,29
1994,Malta,30
1994,Greece,31
1994,Slovenia,32
1994,Hungary,34
1994,Lithuania,35
1994,Poland,38
1994,Saudi Arabia,39
1994,Uruguay,40
1994,Argentina,41
1994,Estonia,42
1994,Belarus,43
1994,Latvia,44
1994,Malaysia,45
1994,Chile,46
1994,Panama,47
1994,Bulgaria,48
1994,Costa Rica,49
1994,Jordan,50
1994,Mexico,51
1994,Romania,52
1994,Ukraine,53
1994,Croatia,54
1994,Kazakhstan,55
1994,Moldova,56
1994,North Macedonia,56
1994,Lebanon,57
1994,Montenegro,58
1994,South Africa,59
1994,Azerbaijan,60
1994,Thailand,61
1994,Brazil,61
1994,Ecuador,62
1994,Mongolia,63
1994,Tunisia,64
1994,Peru,65
1994,Serbia,66
1994,Georgia,67
1994,Colombia,71
1994,Armenia,73
1994,Philippines,74
1994,Algeria,75
1994,China,76
1994,Morocco,77
1994,Nicaragua,78
1994,Indonesia,79
1994,India,80
1994,Nepal,82
1994,Pakistan,83
1995,Denmark,1
1995,United States,2
1995,Switzerland,3
1995,Norway,4
1995,Netherlands,5
1995,Germany,6
1995,Japan,7
1995,Australia,8
1995,Austria,9
1995,Belgium,10
1995,Canada,11
1995,Finland,12
1995,United Kingdom,13
1995,Sweden,14
1995,United Arab Emirates,15
1995,Singapore,16
1995,New Zealand,17
1995,France,18
1995,Iceland,19
1995,Qatar,20
1995,Ireland,21
1995,Israel,22
1995,Italy,23
1995,Spain,24
1995,Bahrain,25
1995,Kuwait,26
1995,Portugal,28
1995,Greece,30
1995,Cyprus,31
1995,Slovenia,32
1995,Malta,33
1995,Hungary,36
1995,Poland,37
1995,Uruguay,38
1995,Argentina,39
1995,Chile,41
1995,Lithuania,42
1995,Estonia,43
1995,Saudi Arabia,44
1995,Malaysia,45
1995,Bulgaria,46
1995,Panama,47
1995,Belarus,48
1995,Costa Rica,49
1995,South Africa,50
1995,Latvia,51
1995,Jordan,52
1995,Croatia,52
1995,Kazakhstan,53
1995,Mexico,54
1995,Romania,55
1995,Montenegro,55
1995,Lebanon,56
1995,Ukraine,57
1995,Thailand,58
1995,Brazil,59
1995,North Macedonia,60
1995,Ecuador,61
1995,Mongolia,62
1995,Tunisia,63
1995,Moldova,64
1995,Serbia,66
1995,Peru,68
1995,Armenia,70
1995,Azerbaijan,71
1995,Philippines,73
1995,Colombia,73
1995,Georgia,75
1995,Algeria,76
1995,Morocco,77
1995,China,78
1995,Indonesia,79
1995,Nicaragua,80
1995,India,81
1995,Nepal,83
1995,Pakistan,84
1996,Denmark,1
1996,Switzerland,2
1996,United States,3
1996,Japan,4
1996,Norway,5
1996,Netherlands,6
1996,Sweden,7
1996,Germany,8
1996,Australia,9
1996,Canada,10
1996,Finland,11
1996,Belgium,12
1996,United Kingdom,13
1996,Singapore,14
1996,Iceland,15
1996,Austria,16
1996,United Arab Emirates,17
1996,New Zealand,18
1996,France,19
1996,Ireland,20
1996,Qatar,22
1996,Spain,23
1996,Italy,24
1996,Israel,25
1996,Kuwait,26
1996,Bahrain,27
1996,Portugal,28
1996,Slovenia,29
1996,Greece,30
1996,Cyprus,32
1996,Malta,35
1996,Poland,36
1996,Estonia,37
1996,Hungary,38
1996,Chile,39
1996,Saudi Arabia,40
1996,Uruguay,42
1996,Argentina,43
1996,Malaysia,44
1996,Lithuania,45
1996,Latvia,46
1996,South Africa,47
1996,Costa Rica,48
1996,Panama,49
1996,Croatia,50
1996,Bulgaria,51
1996,Montenegro,53
1996,Thailand,54
1996,Mexico,55
1996,Lebanon,56
1996,Romania,57
1996,Jordan,57
1996,North Macedonia,58
1996,Ukraine,59
1996,Belarus,60
1996,Brazil,61
1996,Ecuador,62
1996,Tunisia,65
1996,Serbia,66
1996,Peru,67
1996,Moldova,68
1996,Kazakhstan,69
1996,Philippines,72
1996,Colombia,73
1996,Mongolia,74
1996,Armenia,75
1996,Algeria,76
1996,Georgia,77
1996,Morocco,79
1996,China,80
1996,Azerbaijan,81
1996,Indonesia,82
1996,India,84
1996,Nicaragua,85
1996,Nepal,86
1996,Pakistan,87
1998,United States,1
1998,Denmark,2
1998,Switzerland,3
1998,Norway,4
1998,Netherlands,5
1998,Germany,6
1998,Japan,7
1998,Finland,8
1998,Australia,9
1998,United Kingdom,10
1998,Sweden,11
1998,Belgium,12
1998,Canada,13
1998,Austria,14
1998,Iceland,15
1998,Qatar,16
1998,Ireland,17
1998,United Arab Emirates,19
1998,France,20
1998,New Zealand,21
1998,Singapore,22
1998,Spain,23
1998,Israel,24
1998,Italy,25
1998,Kuwait,26
1998,Bahrain,27
1998,Greece,29
1998,Slovenia,30
1998,Cyprus,31
1998,Malta,32
1998,Portugal,33
1998,Poland,36
1998,Hungary,37
1998,Chile,38
1998,Estonia,39
1998,Saudi Arabia,41
1998,Argentina,42
1998,Lithuania,43
1998,Uruguay,44
1998,Malaysia,45
1998,Latvia,46
1998,Panama,47
1998,Costa Rica,48
1998,Mexico,49
1998,Bulgaria,50
1998,South Africa,51
1998,Croatia,52
1998,Lebanon,53
1998,Thailand,55
1998,Romania,56
1998,Jordan,57
1998,Montenegro,59
1998,Brazil,60
1998,Ecuador,61
1998,North Macedonia,62
1998,Tunisia,64
1998,Belarus,65
1998,Moldova,66
1998,Ukraine,67
1998,Kazakhstan,69
1998,Peru,70
1998,Serbia,71
1998,Colombia,72
1998,Mongolia,73
1998,Philippines,74
1998,Armenia,76
1998,Georgia,77
1998,Algeria,78
1998,China,79
1998,Azerbaijan,81
1998,Morocco,82
1998,Indonesia,83
1998,India,85
1998,Nicaragua,86
1998,Nepal,87
1998,Pakistan,88
2000,United States,1
2000,Switzerland,2
2000,Norway,3
2000,Qatar,4
2000,Denmark,5
2000,Netherlands,6
2000,Japan,7
2000,Australia,8
2000,Canada,9
2000,United Kingdom,10
2000,Finland,11
2000,Sweden,12
2000,Germany,13
2000,Ireland,14
2000,Belgium,15
2000,Singapore,17
2000,Iceland,18
2000,Austria,19
2000,New Zealand,20
2000,France,21
2000,United Arab Emirates,22
2000,Spain,23
2000,Israel,24
2000,Kuwait,25
2000,Bahrain,26
2000,Italy,28
2000,Greece,29
2000,Cyprus,30
2000,Malta,31
2000,Portugal,34
2000,Slovenia,35
2000,Estonia,36
2000,Poland,37
2000,Chile,38
2000,Hungary,39
2000,Uruguay,41
2000,Argentina,42
2000,Saudi Arabia,43
2000,Malaysia,44
2000,Lithuania,45
2000,Croatia,46
2000,Latvia,47
2000,Panama,48
2000,Bulgaria,49
2000,Costa Rica,50
2000,Mexico,51
2000,South Africa,52
2000,Montenegro,53
2000,Lebanon,54
2000,Jordan,55
2000,Thailand,56
2000,Romania,59
2000,Tunisia,59
2000,Belarus,60
2000,Brazil,61
2000,North Macedonia,62
2000,Peru,64
2000,Kazakhstan,66
2000,Ukraine,67
2000,Armenia,68
2000,Colombia,69
2000,Mongolia,71
2000,Moldova,72
2000,Ecuador,73
2000,Serbia,74
2000,Georgia,74
2000,Algeria,75
2000,Philippines,76
2000,China,77
2000,Azerbaijan,79
2000,Morocco,80
2000,Indonesia,82
2000,India,83
