Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IDA only,45.04983731,42.29211422,46.69505896,47.2558003,47.26268211,47.30692444,47.91519588,48.58224603,48.9503855,49.41182161,49.90803039,50.2000013,50.41478229,49.94332067,50.04692069,50.39725696,51.0229945,51.58875292,51.46738717,52.35084302,52.65378731,52.37482821,52.94832063,53.41325522,53.99881185,54.4111618,54.54336367,55.17993949,55.41284618,56.60864104,57.06616086,57.51527593,57.95028268,58.45363055,58.77345726,59.38741591,59.9426398,60.34717018,60.47637477,61.3279976,61.82756745,62.47208475,62.84851462,63.19409576,63.57751275,63.95788921,64.47164293,64.87272865,65.27719306,65.6417934,65.10590483,64.74778514,65.41607449,
Isle of Man,65.684,65.956,65.371,66.555,65.989,66.918,67.162,67.281,67.511,67.882,68.304,69.079,69.1,69.716,69.88,69.48,70.292,70.678,71.239,70.924,71.959,72.151,73.078,72.31,73.339,73.264,73.756,73.691,74.603,73.666,74.725,75.51,75.42,76.096,76.966,77.623,78.191,78.331,78.449,78.681,78.983,79.19,79.337,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588,80.525,80.762,
India,48.241,48.632,49.025,49.539,50.244,50.812,51.388,51.909,52.492,53.06,53.611,54.175,54.732,55.281,55.816,56.334,56.835,57.315,57.777,58.233,58.652,59.055,59.452,59.815,60.216,60.596,60.984,61.388,61.792,62.207,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636,70.117,70.467,70.71,70.91,70.15,67.24,67.744,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,70.90156098,71.67585366,71.0217561,71.23997561,71.17556098,71.75304878,71.85660976,71.99739024,71.99631707,72.26802439,72.59541463,72.95178049,73.20904878,73.24009756,73.66373171,73.62190244,73.66553659,74.43239024,74.43941463,74.45521951,74.84607317,75.025,75.41509756,75.29219512,75.78712195,75.46980488,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.20487805,82.70243902,82.55609756,82.35365854,83.05609756,
"Iran, Islamic Rep.",50.204,51.124,51.659,52.946,53.854,54.761,55.7,56.577,55.926,58.55,58.537,56.715,57.734,58.748,61.22,61.893,62.487,62.823,63.446,65.718,64.367,66.459,66.776,67.139,67.468,67.785,68.07,68.359,68.73,69.297,69.691,69.955,70.445,69.823,71.37,71.838,72.276,72.772,72.624,72.698,73.069,73.679,74.186,74.449,74.782,75.124,75.6,75.971,76.195,76.103,74.832,73.875,74.556,
Iraq,60.186,60.909,61.388,62.03,60.898,61.464,63.715,64.228,64.401,64.791,61.5,59.331,59.733,60.061,60.219,60.68,60.874,61.176,57.466,58.235,58.435,62.519,66.708,66.897,66.744,66.464,66.391,65.837,65.486,66.182,66.817,67.034,67.084,65.643,65.031,64.844,63.587,63.553,64.942,66.446,67.062,67.659,68.023,68.253,68.914,69.44,68.988,70.413,71.514,71.576,69.123,70.378,71.336,
Iceland,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,83.16341463,83.06341463,83.16585366,82.17073171,
Israel,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,82.64878049,82.5,82.7,
Italy,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.49756098,82.19512195,82.64634146,82.9,
Jamaica,66.702,66.795,67.102,67.551,67.838,68.048,68.425,68.534,68.755,69.048,69.435,69.859,70.244,70.16,70.272,70.52,70.732,71.273,71.541,72.157,72.304,72.186,72.189,71.921,71.739,71.549,71.488,71.207,70.99,70.968,70.944,70.758,70.888,70.806,70.86,71.044,71.199,71.418,71.612,72.124,72.622,73.094,73.433,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869,70.5,70.629,
Jordan,59.87,61.612,62.349,62.908,63.434,63.961,64.49,64.981,65.436,65.851,66.259,66.714,67.154,67.555,67.925,68.26,68.567,68.884,69.252,69.57,69.854,70.093,70.316,70.518,70.699,70.87,71.064,71.272,71.474,71.694,71.918,72.147,72.359,72.573,72.772,72.932,73.145,73.373,73.591,73.801,74,74.189,74.366,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184,74.256,74.215,
Japan,71.9197561,72.80902439,73.15365854,73.29512195,73.67219512,74.24707317,74.68658537,75.25585366,75.58463415,76.10878049,75.98902439,76.39487805,76.87365854,76.92195122,77.29121951,77.5604878,78.0104878,78.4295122,78.3497561,78.76853659,78.83707317,79.03682927,79.0802439,79.30365854,79.69682927,79.53609756,80.2197561,80.42414634,80.50146341,80.46097561,81.07609756,81.41634146,81.69073171,81.76,82.0302439,81.95512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,84.56,84.44560976,83.99634146,
Kazakhstan,60.42297561,60.64756098,60.99495122,61.27739024,61.52497561,61.79060976,61.64034146,61.853,62.06560976,62.25458537,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37,70.23,74.44,
Kenya,53.575,54.258,55.012,55.677,55.634,55.826,55.895,56.486,56.944,57.722,58.501,61.165,60.953,61.012,60.804,60.58,60.216,60.044,59.539,59.04,58.614,58.005,57.259,56.617,56.273,55.617,55.161,54.816,54.526,54.495,54.411,54.508,54.99,55.601,56.361,57.344,58.222,58.865,59.614,60.365,60.649,61.046,61.115,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675,61.427,62.055,
Kyrgyz Republic,58.00531707,58.30392683,58.6147561,58.99068293,59.32704878,59.4617561,59.66558537,60.0397561,60.37560976,60.79502439,61.08146341,61.34919512,61.67443902,62.17707317,62.42119512,63.0195122,63.33041463,63.66043902,63.91739024,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,68.65609756,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,71.8,71.9,72.04878049,
Cambodia,39.129,39.507,40.224,40.024,39.803,11.995,12.013,28.91,36.982,42.279,47.57,48.18,48.736,49.485,50.235,51.041,51.506,53.454,54.276,54.798,55.434,55.793,56.021,56.08,56.035,56.308,56.346,56.743,57.028,57.69,58.625,59.966,61.226,62.523,63.552,64.293,65.059,65.731,66.47,67.444,67.712,68.416,68.915,69.304,69.736,69.873,70.224,70.515,70.561,70.692,70.416,69.584,69.896,
Kiribati,54.527,55.097,55.476,55.971,56.266,56.471,56.628,56.032,56.91,57.083,57.286,57.495,57.718,57.985,58.266,58.591,58.97,59.412,59.904,60.408,60.917,61.422,61.893,62.321,62.697,63.014,63.291,63.575,63.854,64.136,64.409,64.655,64.84,64.954,64.989,64.967,64.906,64.844,64.834,64.892,65.016,65.19,65.378,65.588,65.815,66.059,66.332,66.597,66.855,67.15,67.266,67.417,67.661,
St. Kitts and Nevis,61.291,60.747,60.187,60.275,61.722,63.098,63.682,63.781,63.352,63.233,63.358,63.879,64.279,64.634,65.278,65.795,65.511,65.476,65.45,64.992,65.188,66.15,66.972,67.58,67.294,67.152,67.313,67.853,67.69,68.709,69.781,70.2,70.452,70.768,71.303,71.362,71.288,71.367,71.374,71.393,71.27,71.538,71.669,71.457,70.966,70.763,71.74,71.84,71.467,71.572,71.627,71.682,72.027,
"Korea, Rep.",62.16341463,62.61219512,63.0097561,63.40731707,63.80487805,64.15365854,64.50243902,64.9,65.19756098,65.54634146,66.04634146,66.54634146,67.09512195,67.54634146,68.19512195,68.79512195,69.44634146,69.99756098,70.54878049,71.04878049,71.59756098,72.04634146,72.49756098,72.99756098,73.39756098,73.7,74.15121951,74.60243902,75.00487805,75.4097561,75.9097561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.51707317,79.96829268,80.11707317,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,83.42682927,83.52682927,82.6804878,
Kuwait,66.53,67.058,67.421,67.578,67.93,67.892,68.206,68.585,69.012,69.677,70.341,71.081,71.498,72.02,72.61,73.074,73.558,74.11,74.52,74.826,73.281,74.216,75.691,75.794,75.763,75.537,75.618,75.879,76.157,76.416,76.722,76.891,76.982,76.985,76.792,76.903,76.887,77.017,77.145,77.442,77.982,78.464,78.812,79.164,79.445,79.562,79.701,79.781,79.722,79.685,76.92,78.673,80.264,
Latin America & Caribbean (excluding high income),58.38504342,59.25115142,59.65483105,60.17171678,60.56787833,61.0792267,61.3321876,61.87996192,62.24453777,62.60972829,63.04861354,63.51761019,63.85543488,64.44907795,64.87721662,65.20012421,65.8065444,66.24603612,66.69041219,67.06580877,67.36205412,67.70318994,68.04919926,68.39789887,68.80446956,69.12886617,69.53221549,69.87431879,70.14829411,70.60410506,70.90651245,71.2545332,71.53699109,71.78018047,72.09169288,72.47285462,72.69617681,72.84627968,73.10394042,73.30868123,73.17970894,73.69430632,73.93763446,74.19106394,74.42849192,74.47226527,74.4717518,74.64282278,74.77198108,74.96199687,72.83630332,71.90735614,73.61244588,
Lao PDR,43.563,43.983,44.249,44.477,45.532,45.892,45.603,45.973,46.207,46.966,48.082,48.73,49.404,49.957,50.535,51.108,51.699,52.152,52.731,53.252,53.713,54.46,54.952,55.435,55.749,56.385,56.891,57.292,57.665,57.873,58.378,59.07,59.534,60.031,60.293,60.98,61.493,62.084,62.603,63.273,63.973,64.736,65.355,65.718,66.361,66.67,67.167,67.434,67.634,68.138,68.497,68.061,68.999,
Lebanon,66.759,66.823,66.907,67.229,67.294,58.128,33.737,59.284,59.382,59.467,59.665,59.915,45.128,59.955,60.304,60.486,60.965,61.428,61.718,64.163,64.475,71.176,71.192,71.382,71.681,72.043,72.293,72.778,72.944,73.49,73.931,74.365,75.064,75.593,75.976,76.273,76.08,77.08,77.584,77.889,78.156,78.404,78.628,78.765,78.973,79.229,79.505,79.654,79.729,79.236,77.804,75.047,74.416,
Liberia,40.599,40.94,41.482,41.91,42.383,42.774,43.183,43.619,44.046,44.349,44.631,44.983,45.204,45.383,45.436,44.664,45.005,44.528,43.993,43.451,36.688,42.795,42.738,42.166,41.796,43.917,44.419,47.847,48.901,49.953,51.356,52.752,53.788,53.042,56.013,56.912,57.62,58.285,58.772,59.194,59.433,59.62,59.913,59.943,59.121,59.148,60.416,60.553,60.853,61.104,60.948,60.747,61.1,
Libya,55.189,56.337,57.49,58.287,59.588,60.81,62.06,62.786,63.567,64.26,64.891,65.364,65.807,66.41,66.872,67.29,67.774,68.196,68.622,68.99,69.423,69.82,70.232,70.42,70.706,71.09,71.284,71.129,71.079,71.058,70.68,70.861,71.004,71.132,71.49,71.592,71.724,71.863,72.269,72.356,72.374,70.071,72.247,72.34,71.511,71.698,71.756,72.482,72.794,72.463,72.472,71.911,72.151,
St. Lucia,64.267,64.548,64.648,64.831,65.564,65.921,66.256,66.887,67.332,67.359,67.7,68.467,69.052,69.91,70.376,70.117,70.281,70.005,70.053,70.215,70.326,70.602,70.799,71.114,70.992,71.002,70.904,70.775,70.69,70.709,70.768,71.135,71.472,71.771,72.028,72.245,72.465,72.599,72.698,72.722,72.72,72.944,72.882,72.735,72.864,73.138,73.112,73.127,73.357,73.445,73.416,71.111,71.294,
Latin America & Caribbean,59.07360052,59.88494717,60.25160022,60.79768764,61.21727852,61.74758185,61.98354164,62.54673083,62.91484173,63.26144668,63.68616318,64.1735062,64.50575735,65.05341875,65.4641839,65.78107983,66.37351821,66.79348346,67.20105898,67.53892344,67.82420171,68.17744203,68.50585022,68.83139057,69.20814177,69.51853073,69.8922949,70.25264244,70.50652956,70.91135465,71.22843627,71.48711822,71.83684202,72.02154934,72.34386515,72.71463922,72.92421268,73.06568532,73.28782721,73.49195702,73.38564296,73.87154444,74.0973427,74.34648539,74.5506477,74.61196958,74.57922973,74.73349258,74.85149793,75.03834826,73.03846951,72.14845507,73.75256853,
Least developed countries: UN classification,43.24340676,40.05736477,45.0468288,45.62924988,45.56688464,45.48100041,46.10021423,46.81774116,47.13669061,47.62372484,48.08729173,48.41985178,48.70663481,47.97907693,48.04759896,48.4175603,49.06065344,49.62644124,49.44123243,50.44195338,50.69667567,50.41391967,51.06746942,51.61321474,52.29266573,52.79980457,52.94780561,53.65457936,53.95393951,55.19799551,55.78728229,56.26721447,56.74169501,57.32430017,57.8039971,58.34011679,58.93855419,59.36777916,59.50704062,60.49938879,60.9600561,61.68011502,62.25488903,62.69831515,63.11790889,63.49043258,64.01452215,64.40959625,64.81379753,65.15100499,64.62972154,64.21049049,64.92257858,
Low income,44.24928747,44.73115321,44.52803972,45.27325478,45.36436851,45.64693082,46.35758065,46.68983362,46.91830076,47.35908809,47.7053385,47.9326269,48.02010633,46.74429319,46.56267758,46.96244294,47.80424862,48.51998683,48.05542013,49.64479083,49.69634663,49.69365299,49.5935826,50.40780405,51.12688698,50.85319162,50.97989012,51.44118485,51.0085656,52.23816695,53.21481249,53.72947544,54.21380923,55.30958748,55.79377414,56.39241368,57.2477056,57.92882082,58.50345761,59.21910582,59.72513945,60.30491201,60.55789986,60.92835208,61.31160576,61.69951841,62.21424115,62.62371391,62.99520392,63.42399094,62.95453254,62.49610951,63.01131039,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,84.16097561,81.65853659,84.40243902,84.3195122,
Sri Lanka,65.267,65.922,65.828,65.939,65.999,66.237,66.513,66.551,67.566,68.13,68.661,69.212,69.674,70.068,70.649,70.969,71.421,71.457,71.549,69.761,71.927,71.751,72.53,73.052,72.882,72.26,72.261,72.136,72.081,72.618,70.355,70.787,71.117,71.373,67.091,72.118,71.969,72.049,71.729,69.187,73.215,73.38,73.906,74.239,74.651,74.927,75.331,75.403,75.748,76.008,76.393,76.399,76.61,
Lower middle income,49.04409519,48.1345506,50.0855737,50.65826715,51.08677884,51.73290072,52.26098986,52.91134023,53.43383071,53.94121016,54.47853916,54.97370179,55.39957182,55.87940219,56.3145482,56.70954981,57.10288062,57.47456844,57.83927813,58.20718667,58.58834426,58.7700027,59.19776947,59.44912117,59.74052746,60.04035211,60.32947159,60.72921956,61.16108683,61.67690067,61.9866934,62.33308204,62.75630066,63.14981759,63.4706972,63.84852468,64.25545672,64.53255904,64.71817362,65.16021583,65.52809614,65.97131512,66.38216173,66.79100931,67.22881828,67.6255898,68.00928781,68.33348129,68.57630437,68.77964052,68.24464182,66.53281262,67.19697949,
Low & middle income,53.13593997,53.25840522,54.38344968,55.07021927,55.57473693,56.17156619,56.77097231,57.37178773,57.85511968,58.37570821,58.85475537,59.28095359,59.69296377,60.03741245,60.42165628,60.79356051,61.22729644,61.59348262,61.82669585,62.25482448,62.48021371,62.66778271,63.02440586,63.33643385,63.62470504,63.86988638,64.10841586,64.46213356,64.77771006,65.16835217,65.52769384,65.93218125,66.26808451,66.60857957,66.83463938,67.24236484,67.61849866,67.88390734,68.06588486,68.48634511,68.79079388,69.14772901,69.4698194,69.79323888,70.12815074,70.41620366,70.69783945,70.92714873,71.21367254,71.41327999,70.74702273,69.72408438,70.39558704,
Lesotho,51.012,51.293,51.722,52.12,52.372,52.987,53.487,54.045,54.669,55.338,56.058,56.902,57.565,58.094,58.635,59.104,59.455,59.495,59.62,59.531,59.398,59.193,58.555,57.991,58.018,56.723,55.232,53.594,51.783,50.081,48.427,46.849,45.595,44.53,43.711,43.233,42.914,43.123,43.566,44.034,45.596,46.692,47.835,49.002,50.033,51.101,52.264,53.064,53.733,54.173,54.693,53.062,53.036,
Late-demographic dividend,58.8893528,59.59933431,60.09112562,60.90208582,61.45278215,62.16121922,62.7825717,63.38186388,63.91156848,64.40222845,64.87618801,65.38777445,65.82519581,66.20344986,66.51888276,66.85631788,67.34111138,67.65187019,67.88066296,68.11514464,68.25341755,68.40002887,68.70163387,68.93831635,69.14343688,69.40908093,69.75904797,70.18327906,70.61190492,70.763043,71.07867529,71.62407222,71.92144525,72.33391383,72.63780546,73.03141243,73.45089489,73.7432703,73.92101892,74.33245813,74.61509393,74.94891715,75.22591829,75.52036231,75.78971454,76.01184827,76.25676921,76.39813914,76.76900002,76.99116877,76.72040173,76.36781723,77.09815468,
Lithuania,70.80439024,71.73536585,71.02463415,71.33219512,71.24414634,70.86731707,70.95804878,70.8095122,70.60463415,70.48219512,70.48219512,70.46073171,70.83682927,70.77780488,70.32,70.50121951,72.08073171,71.93463415,71.76219512,71.42536585,71.16073171,70.36414634,70.23439024,68.9104878,68.5302439,69.00634146,70.10804878,70.90902439,71.2195122,71.57073171,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.28292683,74.97804878,74.03658537,75.79268293,
Luxembourg,69.59321951,69.1952439,70.32158537,70.24036585,70.15717073,70.29860976,69.97514634,71.45865854,71.49580488,72.33078049,72.20680488,72.3697561,72.65034146,72.78112195,73.05321951,73.53419512,73.9955122,74.07609756,74.78821951,74.56626829,75.43831707,75.46341463,75.77073171,75.71219512,76.37073171,76.51219512,76.5195122,76.8804878,77.01707317,77.77073171,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.63902439,82.14390244,82.59756098,83.04634146,
Latvia,69.83536585,70.16463415,69.87878049,69.81341463,69.74097561,68.92536585,69.04780488,69.10463415,68.98780488,68.49560976,68.80853659,68.78634146,69.32829268,69.11902439,69.16292683,69.29146341,70.62243902,70.69292683,70.61536585,70.15536585,69.27317073,69.03243902,68.39609756,66.72268293,65.66439024,66.39121951,68.77658537,69.34926829,69.01219512,69.74292683,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.38780488,75.18536585,72.9804878,74.5804878,
"Macao SAR, China",69.198,69.582,70.044,70.568,70.995,71.419,71.85,72.263,72.69,73.07,73.504,73.932,74.342,74.703,75.08,75.478,75.862,76.272,76.603,77.035,77.424,77.904,78.28,78.63,78.993,79.349,79.971,80.162,80.352,80.652,80.959,81.179,81.293,81.501,81.691,82.033,82.257,82.543,82.893,83.276,83.109,83.229,83.326,83.727,83.883,83.984,84.231,84.563,84.928,84.978,85.184,85.399,85.377,
St. Martin (French part),71.569,71.453,71.631,71.82,71.961,72.118,72.226,72.235,72.302,72.387,72.487,72.665,73.018,72.624,72.795,72.617,73.449,73.581,74.226,74.233,74.463,75.917,75.327,75.483,75.654,75.821,75.98,76.154,76.326,76.502,76.663,76.847,77.031,77.206,77.384,77.555,77.726,77.892,78.068,78.236,78.406,78.827,79.022,78.908,79.966,79.309,79.475,78.59,80.614,79.983,80.149,80.379,80.55,
Morocco,48.807,49.243,49.719,50.171,50.673,51.244,51.936,52.704,53.499,54.351,55.219,56.036,56.897,57.724,58.49,59.286,60.041,60.711,61.32,61.899,62.448,62.946,63.401,63.872,64.346,64.736,65.238,65.629,66.018,66.406,66.787,67.18,67.547,67.915,68.231,68.704,69.128,69.604,70.048,70.458,70.829,71.269,71.679,72.122,72.538,72.92,73.284,73.66,73.986,74.27,73.92,74.042,74.973,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,63.885,63.799,63.949,64.163,64.211,64.348,64.496,64.506,64.523,64.807,65.173,65.613,66.179,65.684,65.68,65.688,67.635,68.121,68.159,68.673,68.067,66.977,66.96,66.543,65.07,65.099,64.241,65.172,65.505,65.561,66.417,66.787,66.938,67.419,67.861,68.169,68.479,68.947,69.394,69.573,69.357,69.192,69.143,69.099,69.031,69.24,69.917,70.516,70.492,70.935,70.166,68.846,68.621,
Madagascar,47.507,47.889,48.337,48.825,49.218,49.527,49.666,49.757,49.813,49.851,49.821,49.727,49.633,49.566,49.545,49.638,49.806,50.209,50.594,51.107,51.701,52.357,53.039,53.906,54.436,54.961,55.522,56.223,56.917,57.372,57.938,58.57,58.892,59.491,60.149,60.57,61.315,61.757,62.142,62.734,62.873,63.494,63.544,63.962,64.255,64.339,64.997,65.094,65.27,65.882,65.182,64.485,65.23,
Maldives,45.068,46.125,47.112,48.214,49.359,50.519,51.592,52.632,51.105,54.676,55.621,56.421,57.296,58.09,58.916,59.749,60.517,61.31,62.132,62.847,63.578,64.304,65.007,65.739,66.511,67.476,68.702,69.225,69.572,70.088,70.876,72.181,73.291,74.06,73.538,74.751,75.13,75.686,76.543,77.069,77.657,78.124,78.682,79.057,79.424,79.695,79.872,79.943,80.013,80.116,79.875,79.918,80.839,
Middle East & North Africa,51.34092912,52.03600789,52.60734961,53.22151331,54.03670937,54.66199133,55.14492638,56.41065302,56.97603419,58.16529368,58.57100609,58.5153263,59.00141818,60.48971058,61.72761541,62.50182379,63.05920153,63.75486514,64.12067868,65.03994003,65.06327205,66.20223153,66.77198292,67.1008998,67.29543631,67.6074566,67.99366757,68.26159417,68.49643096,68.9193952,69.28217807,69.63113154,69.97659245,69.86018119,70.33843986,70.63093079,70.84028814,71.18035916,71.46639113,71.81980691,72.10638332,72.37228523,72.28467802,72.34424267,72.62386339,72.88951608,73.15252184,73.60974285,73.81151713,73.95911501,72.94976833,72.74567801,73.21126325,
Mexico,60.69,61.155,61.614,62.055,62.459,62.81,63.123,63.434,63.778,64.189,64.703,65.313,65.975,66.644,67.29,67.874,68.388,68.844,69.253,69.623,69.971,70.298,70.616,70.942,71.279,71.646,72.037,72.445,72.845,73.225,73.569,73.867,74.106,74.274,74.372,74.376,74.331,74.238,74.152,74.119,74.19,74.365,74.574,74.739,74.797,74.682,74.412,74.138,74.015,74.202,70.133,70.213,74.832,
Marshall Islands,58.538,58.934,59.352,59.747,60.081,60.297,60.486,60.633,60.742,60.874,61.015,61.18,61.403,61.673,61.93,62.108,62.161,62.137,62.161,62.19,62.176,62.282,62.383,62.476,62.558,62.774,63.034,63.225,63.364,63.48,63.275,63.642,63.719,63.745,63.695,63.585,63.489,63.36,63.236,63.23,63.226,63.256,63.373,63.464,63.623,63.827,64.057,64.27,64.5,64.746,64.977,65.269,65.146,
Middle income,53.75676741,53.85510064,55.07439267,55.75857818,56.2947238,56.91719486,57.51260183,58.13632033,58.64321961,59.17535173,59.66522331,60.10437756,60.54166104,61.00895655,61.44083856,61.81697696,62.22557723,62.57076721,62.86127957,63.20799248,63.45145131,63.65959654,64.0633017,64.35063984,64.61679781,64.91556623,65.17685999,65.53469551,65.92518045,66.25952838,66.57910131,66.98694214,67.32663841,67.617665,67.83598397,68.24203005,68.59078161,68.83369391,68.99334608,69.39995868,69.69903298,70.0476867,70.39012208,70.72031647,71.06156031,71.35122673,71.62125831,71.8449111,72.13679591,72.32646784,71.65389845,70.58062182,71.28790437,
North Macedonia,63.71939024,64.61760976,65.54914634,65.93612195,66.592,66.98778049,67.74556098,68.44343902,69.35914634,69.65021951,69.24712195,69.8104878,69.95556098,69.48268293,70.0217561,70.08207317,70.383,70.37660976,70.81943902,71.13682927,71.23380488,71.84443902,71.24407317,71.92529268,71.69268293,71.84878049,72.49512195,72.44634146,72.29756098,72.7902439,72.94634146,73.43658537,73.03902439,73.24146341,73.59756098,73.69756098,73.89512195,73.8,74.4,74.44634146,74.99756098,75.1,74.90243902,75.4,75.45121951,75.40243902,75.4,75.95365854,76.64878049,76.60243902,74.39512195,73.24634146,74.42487805,
Mali,32.532,32.937,33.86,34.565,35.426,36.225,37.195,38.106,39.062,39.953,40.751,41.215,41.824,42.142,42.699,43.207,43.977,44.693,45.393,45.877,46.62,47.216,47.496,47.733,47.742,47.816,47.792,48.531,49.164,49.797,50.539,51.284,52.222,52.893,53.538,54.003,54.615,54.941,55.291,55.874,56.382,56.755,57.079,57.357,57.9,58.363,58.731,59.132,59.393,59.664,58.633,58.941,59.417,
Malta,69.06556098,69.22253659,70.72439024,70.46870732,71.51363415,71.53163415,71.46934146,71.69421951,71.78541463,71.89426829,72.039,72.53521951,70.82980488,72.52092683,72.87897561,73.06368293,73.62321951,74.5062439,74.71007317,75.30412195,75.87997561,75.35546341,75.27712195,76.59934146,76.49985366,77.2902439,77.34146341,77.73902439,77.58780488,77.5,78.34878049,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.85853659,82.34878049,82.50731707,82.7,
