Control_of_Corruption,Government_Effectiveness,Political_Stability,Regulatory_Quality,Rule_of_Law,Voice_and_Accountability
2.151669741,1.873381019,1.344676137,1.259039402,1.961252689,1.566335797
1.487756133,1.462661028,1.577211499,1.568099856,1.499731541,1.202856541
1.018330216,1.207497597,0.191745475,1.233637691,1.170872331,1.09165287
-0.905257821,-0.795974076,0.299279243,-0.435533315,-0.461410344,-0.865145206
-0.525697172,-0.74709022,-0.928613365,-0.480537474,-0.570687115,-1.075464487
0.012301577,0.32738781,-0.718320906,0.393730491,-0.130363435,-0.160913214
1.766428828,1.515693784,0.796834469,1.570686102,1.637504697,1.297783256
-0.699272692,-0.102774084,0.026093241,0.053548459,-0.260578573,0.679247379
0.327528208,0.492912799,-0.127206877,0.642821491,0.744271994,0.897718012
1.210366488,1.012145519,0.05667685,1.009523869,1.35215795,1.282472253
-0.118774399,0.191767976,0.518380046,1.080566168,0.118389398,0.791172504
-0.330108225,-0.403887659,0.54217118,0.337754071,1.1112082,0.767428875
-1.025072455,-0.251167536,-0.852924466,-0.172244892,-0.264293224,-0.303283572
-0.405177504,-1.121801972,-0.594331145,-1.059894323,-1.485632777,-1.80931139
-1.161557078,-1.070348144,0.958273768,-1.123641849,-1.180394053,-1.38084805
-0.562469244,-0.62783736,-0.458965749,-0.605241239,-0.278771549,0.066198379
-1.189320803,-1.131372213,-0.940315425,-1.028236032,-1.609111547,-0.711512327
-0.889169753,-0.655627787,-0.496909589,-0.246572301,-0.875314057,-0.503610492
1.954417706,1.675357342,0.935810566,1.874030828,1.53603065,0.514842272
0.303954065,0.644822657,0.685783744,1.014453888,0.772669375,0.89423722
1.800160408,1.580402136,1.512160897,0.920679152,1.706615806,1.445752382
-0.463754565,0.031655986,-1.2779845,-0.410472035,-0.63335222,0.443312973
-0.222040236,-0.266941011,-0.793873549,-0.380860597,-0.6560449,-0.037748463
-0.948633969,-0.497738332,-1.630591869,-1.234598279,-1.026664257,-0.316467643
-1.363127232,-1.546322942,-2.239267111,-1.02928555,-1.707236767,-0.991843641
1.681157708,1.344303727,0.854936242,1.618432999,1.760813236,1.324431658
0.750026703,1.386229038,0.993692219,0.624960363,0.909712017,0.583845377
0.283443719,0.467300355,0.473923683,-0.980886161,0.454773188,0.948859215
0.375134289,0.297299355,-0.429541469,-0.070495389,-0.432371795,0.462827682
0.831408501,1.257655025,0.879353166,1.016682506,1.319658637,1.195276618
0.038314659,0.085859656,0.57365191,0.588026166,0.146154016,-0.799314976
-1.001060009,-0.492905259,0.522971809,-0.283094168,-0.695639729,0.172796905
-1.054080248,-0.582948446,-1.165523529,-0.136400819,-0.953961968,-0.218933016
-0.31359604,0.103056826,1.422731638,-1.318249226,0.061862402,0.727600992
-1.283196568,-1.87125349,-0.296562105,-2.445492506,-1.834908366,-2.227477789
0.426656723,1.015032411,0.325895816,0.918371379,1.00820756,0.741072178
-0.615350246,-0.583555222,-1.044821143,-0.096795879,-0.730720103,-0.180995032
1.269663095,1.256469011,0.451988816,0.158382714,-0.778770328,0.513676167
-1.175097346,-0.656763852,-1.039652348,-0.26139462,-1.269457459,-0.934311152
-1.195731044,-0.868846118,-0.572284937,-0.900185466,-0.879176021,-1.676840305
0.203808978,0.722773254,0.527854025,-1.187861443,1.009463787,0.794243872
-0.389923036,-0.143460006,-1.62501502,0.022311693,-0.644749224,-0.331291497
0.184215263,0.047635645,0.456775397,-0.630146682,-0.290129393,-0.101529345
-0.846679747,-1.252044439,-0.46852529,-1.040091872,-0.973339379,-1.505258083
-1.262903452,-1.061388373,0.028088447,-1.298258781,-0.906628191,-1.940414548
1.360382557,1.785888433,1.54408741,1.525235057,1.616719484,0.05309137
0.372421801,0.738227606,0.715260625,0.534613013,0.77632606,0.915654838
2.038584948,1.716418028,1.461218596,1.838725328,1.844100356,1.574835777
0.412911594,0.679240286,1.180719733,1.094099283,0.71714294,0.628308356
-0.683349848,-0.995213866,-0.978338838,-0.605530262,-0.91026473,-0.320652544
-0.447236538,-0.46991992,0.043895766,-0.637416422,-0.602258623,-0.190968171
0.057084449,1.046478391,0.143352136,0.611249983,0.39389044,-0.499948204
-0.539183974,-0.191209465,-0.040577199,-0.38403827,-0.181169167,-0.062693395
-0.676808715,-0.847448468,-0.182899222,-0.483745784,-0.447257936,0.158107549
0.784824491,1.187473178,1.21023953,1.42860508,1.410112262,1.167212605
-0.716677845,-1.141012549,1.153065562,-1.236856818,0.404105574,-0.344777524
0.815264821,0.743974686,0.395871073,0.891692638,0.847112179,0.674378455
-0.71273458,-0.985421479,-1.798595548,-0.843002915,-0.797872186,-0.90926522
0.482350141,1.336796761,0.640258789,0.801979423,-0.751481771,0.813230157
-0.439748138,0.096291386,-0.552382112,-0.316572756,-0.552031338,0.143143579
-0.230746984,-0.469835222,1.209316969,-0.754009664,0.142505497,1.050894022
-0.671865046,-0.656645715,-0.381340742,0.469366848,-0.807519138,-1.750232816
-0.733134985,-0.56157589,0.597042263,-0.258041173,-0.731645644,0.695277274
-0.253896862,0.79047668,0.584210992,-0.007252727,-0.063613631,0.189805597
-0.231423751,-0.230588347,-0.383013308,-0.604643524,-1.52557373,-0.670858324
-0.436986297,-0.686438203,0.394421875,-0.011234054,-0.500521123,-0.120654635
-1.672808766,-1.627642393,-1.392462134,-2.244580507,-1.937135339,-2.067404032
-0.35983929,-0.215569258,-0.100280806,0.213284954,0.025878649,-0.299082875
0.009977117,-0.564871192,1.453984499,-1.046699047,0.458726168,1.066604495
-0.695682704,-1.193936825,-1.583971143,-0.761707723,-0.959066808,-0.447481632
2.090060711,1.928247094,0.940750122,1.729081273,1.811732054,1.450568914
0.815264821,0.743974686,0.170835972,1.092285156,0.847112179,0.325717956
2.023770571,1.811324596,1.236488819,1.888890624,1.861887574,1.507505536
-0.495695531,-0.949312687,-0.499709249,-1.241429925,-0.837366939,-0.477622449
0.357008874,-0.703781366,-1.160744548,-0.328403115,-0.499165297,-0.666964293
-1.051508546,-1.165222526,-2.211123228,-0.743477106,-1.158836246,-0.77708143
-0.462308079,-1.016278982,1.322361231,-0.840129256,-0.740260482,-0.039241143
-0.092976823,-0.181226417,-0.518517077,0.237565532,-0.302208334,-1.144659162
2.07725215,1.873542428,1.332311511,1.511984587,1.951031089,1.595087767
0.319510162,0.35871464,0.59024173,0.442818642,0.53682369,-1.044802189
-1.089610696,-0.775662661,-2.675933123,-0.613358259,-0.737805545,-0.798651278
-0.502526104,-0.854167402,1.453984499,0.069171943,0.873946965,0.442538172
-0.482674778,0.131257296,-0.116048209,0.472236633,-0.080293067,0.60561341
-1.039379001,-1.016278982,-0.808443785,-0.710573137,-0.93251121,-0.030531254
-0.707593381,-0.912053406,-0.834862232,-0.361598462,-0.830411494,-0.078932732
-0.253887415,-0.239367962,-0.999915421,0.392820895,-0.23357825,0.111124784
-0.876583576,-0.045844205,-1.650759578,-0.322730869,-0.553793609,-1.062618136
0.513736725,0.630121887,0.810453713,1.023158789,0.712359011,1.037611127
1.062663555,0.981475115,0.717686951,0.717936516,0.741965652,1.014470935
0.299861044,0.877272308,1.089008689,0.364533067,0.887741566,0.838140786
1.400047421,0.849948764,1.15385592,0.694944024,0.876532793,1.102079868
0.815264821,1.167983174,0.395871073,1.140559673,0.847112179,1.209139824
-0.352394611,-0.112342447,0.273600399,0.193467319,0.106409565,0.432130426
-1.099214792,-0.601686895,-0.929458737,-0.310507625,-0.79579109,-0.889000535
-0.916420162,-0.15843907,-0.272093862,-0.239782363,-0.495757699,-1.327171206
0.169478163,0.001401283,0.274148971,-0.26935181,0.679114759,0.434222996
-0.237911433,-0.861178875,-0.217299461,-0.854655921,-0.683138371,-0.551976681
0.036955286,-0.023695663,-0.056958809,0.15966104,0.089251734,-1.788062692
-0.572924495,-0.593583286,-0.41792497,-0.317569882,-0.397503406,-0.630450964
-0.31941554,-0.076083638,0.356679857,-0.065657973,-0.463091701,0.285615712
0.600197673,-0.172955215,0.856766224,-0.017649978,0.059988741,0.241406426
-0.518887699,-1.20814538,-1.782517433,-0.760722637,-2.333315134,-0.523062348
2.094612837,2.281125546,0.859249651,1.783599377,1.618847609,-0.208965808
1.114187837,-0.021138338,1.053316832,0.999186158,0.563034415,0.898622811
0.91739136,1.014785886,1.081613421,0.759355605,1.001982331,1.048638105
-0.339228064,-1.022636414,-0.239295244,-1.20244503,-0.647864223,0.065894239
-1.726097345,-2.296018124,-3.130971432,-2.301243305,-2.40626359,-2.010588646
0.065393098,-0.089216881,-0.029427003,0.44557327,0.097749457,-0.1368507
1.160037041,0.966515303,-0.150648654,1.15819037,1.156788111,1.122542858
-0.41968292,-0.201909423,0.37056464,-0.248191312,-0.739117563,-0.161115885
0.52776742,1.256469011,1.036112189,0.286812037,0.7200284,0.700217009
1.286739707,0.832244396,0.790275514,1.398588419,0.852938831,1.202203274
1.06810534,0.723423421,0.790275514,0.321675181,0.883622527,0.507921815
-1.196660757,-1.082096219,-2.665277719,-1.344850659,-1.337230921,-1.725589037
-0.3327021,-0.108724214,0.132928282,-0.09363433,-0.05776104,0.383502692
2.219725847,1.962620378,1.094170451,1.656240582,1.930308819,1.548605323
2.064142466,1.870959163,1.258594275,0.582346559,1.182720423,0.873136044
-1.102486491,-0.448675931,-0.805789709,-0.770442665,-0.593127608,-1.696671247
0.738311827,1.167983174,0.85661,1.114898801,1.007011652,0.831275165
-1.446292281,-0.931619644,-1.034538388,-1.010269761,-1.212895751,-1.757812858
0.098341845,-0.620883346,-0.228933871,-0.462349176,-0.486346453,-0.130868018
-0.360339463,0.083291069,-0.005001639,0.061810683,-0.233622625,-0.495821506
-0.754676282,-0.866467357,-0.756551445,-1.110628128,-1.18515873,0.061659668
-0.967423081,-1.383998156,-0.179348394,-0.644843221,-0.879376113,-0.952039063
-0.303076357,-0.287022442,0.689703107,0.121483989,0.506770432,0.292813599
0.506694496,0.339617521,0.556306064,0.539660513,0.059988741,0.523346245
-0.118834764,-0.067733064,-0.063976362,-0.087301865,-0.980864763,-1.416164637
0.025415225,0.315034986,-0.915285528,0.393024772,0.049980123,-0.084816508
-1.435776353,-1.527040124,0.334105611,-2.061424971,-1.308455467,-2.040293694
-0.259419352,-0.492254198,-0.313102961,-1.152947545,-0.778770328,-1.626395226
-0.923493564,-1.144207239,-1.000558257,-0.201333165,-1.161920667,-1.167745471
-1.031962514,-0.820753992,-1.650759578,-0.454440266,-0.938902915,-0.083982021
0.890833914,0.918635428,0.801757872,0.980604351,0.317414135,-0.903547347
1.605673909,1.831712365,0.411818206,0.010892639,1.774692535,1.197730541
1.344892621,1.552272081,0.438403934,1.443845391,1.631022215,1.133627057
1.297701478,0.321134418,0.703987658,0.855286777,0.786790609,0.723347485
-1.307985425,-0.733642399,-0.997430027,-0.640948832,-2.266858339,-2.085671902
0.300518751,-0.267223597,1.275229573,-0.781638503,0.264050841,0.521082401
-1.208009005,-1.102202773,-1.256236672,-0.736232042,-0.98323828,-0.870534301
-0.622543275,-0.613315761,-1.798595548,0.5365358,-0.246702716,-1.496967793
0.815264821,0.568053842,-0.009163282,0.642825544,0.509243011,0.167968854
-0.113489479,-0.373725682,-0.341314167,0.213046864,-0.209301576,-0.823600352
-1.191630483,-1.031832099,-1.059811115,-0.615789056,-1.092339396,-0.036398344
-0.51831919,-0.862070262,0.515351355,-0.524832308,-0.496428072,-0.243015319
-1.373286724,-1.53839469,-1.455516696,-2.001823902,-2.136153221,-2.067680836
-1.600470781,-1.474100471,-0.477292448,-0.717159688,-1.091359019,-1.739339948
-0.701794147,-0.38726458,-0.42737025,0.283972561,-0.442926466,0.113008469
-0.572699666,-0.872488141,-1.360560656,-1.212379932,-0.845334828,-1.004121184
0.310445875,0.481366098,0.93399018,0.386368304,0.898058653,1.009051681
1.272298098,1.498924255,1.302488327,1.611425281,1.399273753,1.360453367
-1.367469072,-1.193231225,-0.36923781,-1.096590996,-1.277053237,-1.125478387
1.806572199,1.498924255,1.550927639,1.36641407,1.35215795,1.27498734
1.272298098,0.924596548,0.957588255,0.631379724,0.942094743,0.782868326
-0.364098519,-0.072361067,0.158993661,-0.701964378,-0.563123286,0.344941825
-0.374195218,-0.115028307,-0.063868985,0.246940598,-0.437706411,-0.690779805
2.161560535,1.236430407,1.285737753,1.317276955,1.322458386,1.273587823
2.037909031,1.690138102,0.645857215,1.852122784,1.766856194,1.597445846
1.47028935,1.602885246,1.373761654,1.376976848,1.080844164,1.402443647
-1.195314765,-0.772403717,-0.532135963,-0.723069429,-0.646826029,-0.477622449
1.346852183,0.97444886,0.711256564,1.14903605,0.61066407,0.960108459
0.209991172,0.495083898,-0.950841904,0.020573849,0.524190724,-1.223749876
-0.818972707,-0.772120714,0.261874706,-0.81707859,-0.733335555,-0.532346845
1.717747927,1.465136647,1.246130109,0.642964423,1.496273756,1.205604196
-0.619015694,-1.19257617,-0.087769009,-1.323641777,-1.112897038,-1.660208344
0.434097022,1.634806633,0.954535425,1.236216903,1.434848905,1.205110073
-0.818007648,-0.262719125,0.15190886,-0.37844494,-1.305445433,0.695515275
-0.605445802,-0.547139347,0.318356365,-0.40187946,-0.172127351,-0.299082875
1.272298098,0.990145206,0.964122117,1.36641407,1.224396586,1.009051681
0.421609163,0.691294491,0.826495349,-1.154204845,0.205665544,-0.404029369
-0.573696494,-0.469424754,-0.417126507,-0.763345361,-0.98403579,-0.068237789
-0.326692939,-0.350331843,-0.819794893,-0.058966167,-0.46990642,-0.159755006
0.966567457,0.411628902,1.064446568,0.937738717,0.601400375,0.425984055
0.168382421,-0.498171955,-0.132575423,0.25802207,0.045141723,0.513676167
0.854477346,0.977696836,1.085193753,1.14903605,0.842867792,-0.610339284
0.048777163,-0.071111389,0.301750302,0.552520037,0.558157504,0.450080156
-0.378650427,-0.752287984,-0.555381477,-0.205170572,-0.350398898,-1.091764808
-1.208371162,-1.084920645,-1.807200432,-1.020373702,-1.153804302,-0.927631795
0.924242795,0.079263128,1.343910575,0.000159229,0.506770432,0.516915023
-0.379986048,-0.872488141,0.149542809,-0.591842175,-1.050488114,-1.364383101
-0.318084389,-1.490272999,-0.66168797,0.772586048,-1.365254283,-1.033121347
1.971133471,1.772545457,1.112509608,1.684840202,1.727119923,1.380144596
1.344402432,1.171663761,1.336360812,1.135535717,0.876532793,0.579870045
-1.27454555,-1.313111782,-1.789389133,-1.256036758,-1.305445433,-1.087498307
-1.355160832,-1.374016404,-0.600726008,-1.037201643,-1.168726563,-1.350031614
0.973423421,1.155609965,0.452553362,1.440535307,1.263338566,1.073909163
-0.514727592,0.083608709,-0.602054834,-0.25913626,-0.602389514,-1.083185434
-0.317527682,-0.487824649,-1.284655571,0.279601455,-0.217361465,-0.059714228
-0.757623434,-1.809393167,-0.552736104,-0.852285445,-1.046474814,-0.373951972
-1.572066545,-1.671357036,-2.21298933,-1.502857208,-1.625537157,-1.471968174
-1.144993901,-1.205677867,-0.973281741,-1.25671804,-1.2075212,-1.0198524
0.593173563,0.283398628,0.508276045,0.158519909,0.443259001,1.132050514
-1.030993581,-1.180755496,-1.405807614,-0.889401078,-1.282681704,-1.081876755
0.027720679,0.502175212,0.62374711,0.442892551,0.109395981,0.521082401
0.26503998,-0.34895134,0.280382127,-1.626945496,-0.693881631,-1.610356808
0.859248042,1.761572123,0.607984483,1.231003046,1.065313101,1.053583145
0.383604437,0.922613502,1.109117627,1.195796847,1.017497182,1.035754323
2.392884016,2.101074696,1.10029304,1.898631096,1.919791341,1.551707029
-0.421640873,-0.981007636,0.177703246,-0.589609206,-0.821726501,-1.411138177
-0.217524931,0.674052,1.139158607,0.714708745,0.974222898,0.987989783
-1.212374926,-0.630819678,-0.00048185,-0.626963675,-0.808169067,0.090433285
-0.641708136,-0.527820349,-1.032223463,-0.956343532,-1.144285321,-1.733220339
-0.936306059,-0.44088906,-1.437057018,-0.246938586,-0.765370846,-1.139983416
-0.247806415,-0.083464123,0.111001194,0.403908849,-0.751709402,0.043949775
-1.22866559,-1.257892609,0.035212629,-1.487338662,-1.008374453,-1.899613738
-0.471469223,-0.509467363,-0.312668711,-2.164820433,-0.447257936,-2.226054192
1.045448303,1.067273974,0.611041307,1.210128903,0.417663902,1.007172227
-0.508597851,-0.521195829,-0.479735821,-0.407737106,-0.404740959,-1.315425396
-0.592441618,-0.578649342,-1.50696373,-0.60658735,-0.741804361,-1.362643838
0.108835898,-0.898599446,-0.071288198,-0.451289445,0.404105574,-1.093061566
2.191915035,2.235192299,1.393471003,1.813329816,1.939538002,1.507551432
1.269663095,1.392306805,0.602992833,1.156042576,1.429734826,1.170668364
1.10294652,1.180070996,1.107106924,1.208637595,1.04298377,0.64661628
-0.352467418,-0.847473443,-1.036474109,-0.45647487,-0.55022186,-0.905199349
-0.513804793,-0.673657119,-0.694264531,-0.351987541,-0.558868945,-1.215479136
0.720862389,0.224700347,0.452444822,0.651625037,1.133569241,-0.755833328
1.741949916,1.501772642,0.842218459,1.548867702,1.703025818,1.349210739
-0.029126318,-0.090155482,1.321788192,1.082423568,-0.063613631,0.484657794
-0.101170935,0.451953709,0.263644099,0.492343783,0.987025738,-0.041286409
1.221385837,1.345018029,1.940006495,1.325378656,1.733143568,1.433837652
0.311637253,-0.109230503,0.360115409,0.22665973,0.172344387,0.568985701
1.244919538,0.171560645,1.384927273,1.231003046,1.090952396,0.784417808
-0.537248194,-0.72451061,-0.7441414,-0.211610183,-0.774425447,-0.311964631
0.286160767,-0.955816031,-1.335417747,0.135288879,-1.448172688,-0.887738705
-1.186045289,0.359814346,-0.753625989,-0.051850341,-0.027355907,-0.85343945
-0.619942248,-0.082134813,-1.095457792,-0.678618312,-0.347564906,-0.759377897
-1.237703323,-1.691781521,-0.990167558,-1.055708051,-1.418013215,-0.749023736
-0.833935797,-0.520890951,-0.390435368,-0.152864039,-1.219215512,-0.468656331
1.845635533,1.64496851,0.94859612,1.775727272,1.545700312,0.57496798
0.332649559,0.650211632,0.929504931,0.960597098,0.863401473,1.128696084
1.932823181,1.577475905,1.244009733,1.051945329,1.688566923,1.410729647
-0.19037579,0.02255407,0.257701814,0.08438345,-0.08629714,-0.789923966
-0.7558707,-0.321591944,-0.770114183,-0.310188621,-0.599643946,-0.008531014
-0.774722815,-0.452714682,-1.421767712,-1.521202803,-0.967787087,-1.583116174
-1.246902585,-1.074512243,-1.846983552,-1.009962082,-1.556286812,-1.069501519
1.556076646,1.45015204,0.948998928,1.594802141,1.738020301,1.305360556
0.797708333,1.336796761,-1.201318026,1.31119442,0.826629877,-1.058763504
0.442428768,0.403479129,0.501207411,0.713232815,1.875066876,0.911823928
-0.258079946,-0.174916029,-0.062983334,0.245246693,-0.371135145,0.498016387
1.55437541,1.466912746,0.995091975,1.074261308,1.303699255,1.379186034
1.221385837,1.078783035,0.790275514,1.118989706,1.733143568,1.249736071
0.099442124,-0.029448112,-0.505270839,-0.03976579,-0.045691311,-0.796205163
-0.996684909,-0.819739103,-0.338570565,-0.235385776,-0.721992612,0.744717002
-0.963742495,-0.578526676,-1.244790792,-0.240827635,-0.145569503,-0.269520193
0.115431219,-0.783309817,-0.459640145,-0.161741629,0.313456208,0.837064266
-1.31766355,-1.876013279,-0.251826197,-2.453939676,-1.563163638,-2.241722345
1.085522532,1.157943606,0.412495643,0.982293248,1.025590301,1.541864872
-0.364098519,0.002325825,0.479434997,0.449182034,-0.519360542,-0.89695102
-0.118774399,0.00304531,0.311102718,0.288754821,0.542900205,-0.558573604
-1.231965423,-0.636238277,-1.098030686,-0.282602161,-1.196112633,-0.962735653
-1.192968726,-0.826229513,-0.058007225,-0.978830159,-1.002358794,-1.678506017
0.279343724,0.689273953,0.948998928,0.954886913,0.74016881,1.065407753
-0.900145948,-0.142604575,-1.558287501,-0.120911703,-0.634227335,-1.56097424
0.156146213,-0.376850903,-0.137580603,-0.638167918,-0.270240843,-0.089245625
-0.690497637,-0.639215767,-0.42737025,-0.301130533,-0.937408507,-0.256350547
-1.231681228,-1.123936772,-0.448246777,-1.427940607,-0.968699157,-1.594412327
1.804687262,1.764495015,1.490579605,1.496991038,1.610260248,1.595087767
1.11961627,0.996909559,0.894792199,0.926461577,-0.192856058,0.860525906
2.153153419,1.742659092,1.317426801,1.892241955,1.117549539,0.507903636
1.297701478,1.326177001,0.607760489,0.703587353,0.686168373,0.606116414
-0.484609842,-1.069079399,-0.705585897,-0.552348316,-0.894967437,-0.879346013
-0.426366478,-0.239367962,-0.072912723,-0.409247994,-0.49913317,-0.245419502
0.022571575,0.16569005,1.12335515,0.346217543,0.402631521,-0.474874914
-0.552542269,-0.293437421,-0.242630184,-0.38474986,-0.821370304,-0.156640366
-0.648009062,-0.796498656,-0.708379745,-0.404689968,-0.541196287,-0.519448936
0.758895993,1.189651132,1.06393671,0.847472012,0.971920669,1.537699461
-0.306141883,0.585556746,1.061803818,-0.507687986,0.910984516,1.129664183
0.791372001,0.735755622,1.382750273,0.887313962,0.829746902,0.559783816
-0.641656637,-0.961429834,-1.173678875,-0.801002622,-0.929718733,-0.927596331
0.463920891,0.882513642,0.946499407,1.034780741,0.726925969,0.795731783
-0.871679723,0.252327204,-0.667768598,0.184377462,-0.549887717,-0.246654764
-0.170360878,-0.803260207,1.101389408,-0.400296509,-0.049869217,0.997179151
-1.231681228,-0.607601762,0.0078264,-0.346247435,-0.327680469,0.049504522
-0.696974516,-0.575659573,0.606538892,-0.238061503,-1.093720078,0.052060232
-0.222925067,0.79047668,0.158993661,0.000100756,-0.092175312,0.20789057
-0.452251226,-0.490081698,-0.188807815,-0.176636279,-0.275484473,-0.709956765
0.184215263,-0.624475121,0.332048267,-0.473082095,-0.579845726,-0.199520618
-1.594689012,-2.073956728,-1.111098409,-2.102012873,-1.439666033,-1.852409244
0.277477235,0.134519279,0.911657512,0.446406275,0.163114116,0.516915023
-0.047846243,-0.582938612,1.485056996,-0.182950586,0.555818677,0.916024446
-0.78744036,-1.200475574,-1.416443586,-0.734936655,-0.89161092,-0.445125788
2.08139801,1.820997119,1.113630772,1.804837584,1.812573433,1.537047744
0.791372001,0.735755622,0.108568802,0.876391232,0.107241459,0.71204257
2.200397491,1.87170589,0.997997224,1.964113235,1.89464736,1.579075933
-0.737969637,-0.893715918,-0.269735813,-0.353553355,-0.725575924,-0.576730072
-0.65323174,-0.652889311,-0.878004491,-0.567633331,-0.572451293,-0.246729359
-1.177111149,-1.102234602,-1.956454515,-0.699536264,-1.17883873,-1.567181349
0.144059569,0.125093669,-0.617963791,0.215584025,-0.269508898,-0.039491858
2.172911167,1.831712365,1.337976933,1.602969527,1.864178061,1.382794738
0.13220188,0.233887896,0.43244046,0.31984368,0.461840659,-1.060490608
-1.083392024,-0.833723247,-1.627858877,-0.647816777,-0.906628191,-0.829199433
0.478994995,-0.55206126,1.149637938,-0.897295654,0.887741566,1.206217885
-0.354332805,0.130668715,-0.028218862,0.534382701,0.025878649,0.369325042
-0.692943096,-0.738129318,-0.754677415,-0.527206063,-0.810600579,-0.038828049
-0.695635736,-0.659424365,-1.013880491,-0.32660228,-0.800011337,0.091121651
-0.243967727,-0.206647053,-0.760749698,-0.52077055,-0.580825686,0.152402803
-0.685034811,0.189581171,0.357635468,0.073607624,-0.50638926,1.208628297
0.562475681,1.262816906,1.072062969,0.906232059,0.794908702,1.027627707
1.081251621,0.303184807,0.741739273,0.62163049,0.996393919,0.725595772
1.067387938,0.334075838,0.600148976,0.854432464,0.726528645,0.719682574
1.001109838,0.760745764,1.174731016,0.496541798,0.750734091,-1.084917188
0.791372001,0.990145206,0.416657001,1.121402621,0.829746902,1.233685613
-0.333498508,0.674126327,0.078270361,0.687459826,-0.22726056,0.376137167
-0.77924335,-0.223238394,-0.998262107,-0.606698573,-0.510394037,-0.883593857
0.362672299,-0.021046992,-0.17711778,0.534382701,-0.814310551,-1.328789353
0.12943545,0.055202365,0.988590956,0.467795849,0.28780067,0.402175754
-0.182666853,-0.752287984,0.0078264,-0.079146676,-0.370705366,0.248113558
-0.312528074,-0.317042857,-0.464799643,0.024820386,0.046536326,-1.907197475
-0.702762425,-0.43816179,-0.280602247,-0.216642439,-0.477214456,-0.220193043
-0.299286216,-0.132481977,-0.282882065,-0.016896952,-0.05776104,0.278624475
0.606024206,-0.126706585,0.937754095,-0.081546515,0.061608892,0.314057976
0.107048586,1.200084567,1.012082815,-1.221962571,0.458849579,-0.158783659
1.062663555,-0.356178641,1.191421747,0.626675904,1.660753489,-0.102027185
0.694760025,1.105333328,0.974757314,0.999639213,0.597754776,0.685145795
0.941719472,0.976925969,0.969209671,0.69279635,1.0452075,1.056918144
-0.346251637,-0.908538818,0.307558388,-1.055239081,-0.518693209,-0.00426661
-1.715412021,-2.296018124,-3.083846569,-2.332045794,-2.338278532,-2.015529394
-0.004233705,-0.015970182,0.143352136,0.446406275,0.129662588,0.590838611
-1.092395306,-1.750223756,-1.570578575,-1.208696246,-1.273476243,-1.114089131
1.163212419,0.9724015,0.265326977,1.060738206,1.1693784,0.782868326
-0.399362594,-0.109467715,-0.72477144,-0.131351128,-0.117064774,-0.545052946
1.148748279,1.244534731,0.957588255,1.121402621,0.979530811,1.124403238
1.295473337,0.94293046,0.849078357,1.347970366,0.826713979,1.275352716
1.085522532,0.837373018,0.849078357,0.351851404,0.966215849,1.02087605
-1.204625487,-1.415969491,-1.713988781,-1.628457427,-1.803210378,-1.771315098
-0.284884512,-0.123884544,0.119975284,-0.044892438,-0.269434273,-0.189794227
2.168036461,1.972344518,1.024129868,1.892241955,1.834038258,1.612955451
-0.787135541,1.502984643,0.59575659,1.61533618,1.722141981,0.933728397
-1.100737929,-0.518838644,-2.012106895,-0.881181359,-0.778770328,-1.806280851
0.865112007,1.138825417,1.110385418,1.111809015,1.02658236,0.840462029
-1.231771708,-1.640379667,-0.087755688,-0.977914989,-1.232399344,-1.38084805
0.496908665,-0.660571337,-0.024133479,-0.449195504,-0.514893711,-0.141483933
-0.353244036,0.099299394,-1.133533716,0.0903828,-0.229752526,-0.405181706
-1.362626076,-1.185635209,-1.844076514,-1.052828908,-0.663562596,-1.172004819
-1.026531458,-1.372125387,-0.985568643,-1.018981934,-0.893909216,-0.903721452
-0.320604384,-0.328386217,0.937798142,-0.599480748,0.010710749,-0.357333213
0.152669773,-0.366576314,-0.188574344,0.093567498,-0.179331794,0.520742893
-0.349038988,-0.001495732,0.54789257,-0.266437083,-0.192856058,0.212628603
0.038242523,-0.498171955,-0.959997058,0.393024772,0.015457718,-0.1368507
-1.334123492,-1.515122652,0.234129071,-2.050928116,-1.433294535,-2.16572094
-0.266759753,-0.477555662,1.302488327,-1.176823378,0.993217349,0.715651512
-0.936401606,-0.559457004,-0.976101816,-0.176683009,-0.35968861,-0.133616418
-0.879330099,-0.764389455,-0.070431463,-0.563705266,-0.851141274,-0.132440627
1.070487618,1.0707618,0.736926496,1.094099283,1.090952396,0.323293984
1.614863515,1.604194641,0.351707608,1.649374008,1.658743739,1.29741168
1.24832809,1.087265372,-0.1599489,1.455096602,1.590986013,0.997471452
1.018330216,-0.121084288,0.957096934,1.092285156,0.731594443,1.12143147
-1.387564898,-0.698397279,-0.54227978,-1.557781339,-1.785813451,-0.63773787
-0.437426507,-0.213237464,-0.804036558,-0.684840024,0.298266947,0.427274108
-1.155070424,0.273761809,-1.094045997,-1.402885199,-0.76489985,0.198943496
-0.614729941,-0.20927085,0.189088449,-0.88969934,-0.541880786,-1.45916307
0.791372001,2.035807133,0.860623062,0.631379724,0.829746902,1.085263252
-0.453298777,-0.598154128,-1.93561995,0.199400276,-0.436717898,-1.00567627
-1.241910219,-1.493534565,-2.426796436,-0.843221605,-1.29189229,-0.74944526
-0.41075328,0.361725926,0.509773791,-0.252395779,-0.456424236,0.063563302
-1.544474006,-1.420855761,-0.945328534,-1.89214921,-1.793949366,-1.463762522
-0.360339463,-0.50924027,0.484037668,0.5365358,-1.651893139,-1.154162645
