LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
62.618,81.3,0.899,0.655,0.584
,,0.976,0.897,
,100.0,0.96,0.753,0.383
60.224,56.9,0.889,0.55,0.567
55.553,,0.794,0.402,0.653
54.155,,,,0.655
79.43902439,100.0,0.961,0.858,0.17
70.1,80.7,0.904,0.59,0.553
,78.5,0.941,0.638,0.519
70.376,73.5,,,0.471
,99.8,0.976,0.815,0.157
73.15121951,100.0,,0.817,0.245
68.189,91.1,,,0.534
65.788,72.3,,,0.603
79.64146341,100.0,0.983,,0.175
72.772,98.7,,,0.511
,,0.805,,0.609
81.45365854,,,,
80.50487805,100.0,,,
81.43414634,,0.963,0.877,0.14
71.418,89.4,,0.697,0.426
73.373,,0.866,0.729,
82.50707317,,,0.895,0.129
,,1.015,0.758,
58.865,28.3,0.897,0.533,0.634
65.731,20.2,0.875,,
,100.0,0.932,0.871,0.107
77.017,,1.008,,
77.08,97.8,,0.752,0.422
58.285,3.0,,0.448,0.664
,86.8,0.948,0.741,
72.049,80.0,,0.719,0.415
43.123,,0.988,0.452,0.562
70.9,99.4,,0.83,0.187
79.38292683,100.0,0.989,,0.12
71.0195122,99.7,1.034,0.82,0.269
69.604,,0.816,,0.545
68.947,99.0,0.993,0.713,0.278
61.757,17.5,,0.482,0.622
,,0.919,0.665,0.365
,,0.941,,
,99.1,0.925,0.711,0.179
54.941,21.7,0.827,0.382,
79.79268293,100.0,,0.837,
74.33902439,99.0,,0.787,0.215
,78.1,1.034,0.68,0.393
52.566,12.4,0.871,0.377,0.572
62.228,33.0,0.848,,0.661
,99.0,0.94,0.734,0.396
53.946,7.4,0.888,0.423,0.637
74.211,98.9,,0.747,
,43.7,,0.569,0.505
,11.2,0.761,0.311,0.693
,50.1,,,0.675
69.559,76.9,0.938,,0.518
80.09756098,100.0,0.96,0.912,0.054
,100.0,,0.938,0.079
,52.6,0.87,0.509,0.576
80.15121951,100.0,0.974,0.916,
74.461,100.0,0.887,0.762,0.321
,80.2,,,0.611
76.154,85.5,0.975,0.763,0.474
73.223,82.0,0.938,,0.431
70.483,82.0,0.946,,0.462
62.034,,0.875,0.478,0.663
,99.8,,,0.166
,100.0,0.987,0.818,
71.106,,0.949,0.669,0.509
,100.0,0.989,,0.558
,96.1,0.983,,
,,,0.786,0.326
59.965,,,0.456,
,100.0,0.867,0.794,0.663
61.256,31.1,0.833,,0.636
62.543,48.1,,0.439,0.606
80.44146341,100.0,0.967,0.887,
50.365,13.0,0.83,,0.664
71.108,,0.956,0.651,
,99.6,,0.754,
64.724,,0.873,0.545,
,94.7,,0.701,0.484
74.20731707,100.0,0.992,,0.182
78.56097561,,,0.882,
80.9,100.0,,,0.047
43.641,39.8,0.912,0.471,0.572
73.709,91.5,0.804,,0.51
,5.5,0.726,0.337,0.75
56.511,30.0,0.783,0.457,0.617
75.187,94.1,,0.724,0.395
,,0.867,0.625,0.331
66.895,99.6,0.951,0.682,0.235
63.723,,0.896,0.585,0.483
70.048,90.5,0.955,0.704,
,100.0,,0.773,0.347
75.072,99.4,0.889,,0.302
74.193,99.7,0.863,0.717,
,15.9,,0.465,0.589
55.236,14.8,,,0.563
,,,0.757,
76.498,98.7,1.01,0.771,0.348
77.98780488,,,,
68.292,99.5,0.937,0.656,0.23
73.058,98.9,1.006,0.749,
,93.1,0.989,0.648,
54.992,,0.947,,0.452
,18.5,0.878,,0.6
45.61,37.2,,0.454,0.588
59.852,42.4,0.594,0.43,0.755
54.633,38.5,,0.486,
,,0.949,,
77.488,100.0,0.933,,0.193
75.641,97.5,,,
72.398,99.2,0.97,0.742,0.348
,100.0,0.97,,0.138
,100.0,0.96,,0.121
68.811,99.7,0.955,,0.352
,4.8,,,
79.6804878,100.0,0.967,0.908,0.1
,,0.817,0.48,
55.342,12.5,,0.349,0.628
,54.3,0.825,,0.665
72.96341463,92.3,0.992,0.782,0.247
78.084,100.0,0.977,,0.263
76.838,99.3,,0.718,0.253
70.45609756,93.2,,0.783,0.153
71.151,86.1,0.941,0.693,
,84.7,0.926,0.652,0.532
,,,0.715,0.461
75.447,,,0.789,0.349
57.121,44.5,,0.642,0.505
48.016,,,0.358,0.696
80.72463415,,0.982,,0.143
,100.0,,0.926,
78.484,98.2,0.95,,
,98.8,0.945,,0.257
,60.3,0.818,0.464,0.661
55.655,,0.845,0.497,0.628
74.295,96.8,0.988,0.716,0.491
78.445,,0.973,0.765,0.333
77.429,97.3,,0.784,0.325
,,,0.857,0.125
,100.0,0.973,0.863,0.154
79.73658537,,,,0.103
78.44634146,100.0,,,0.056
71.658,97.6,,0.697,0.492
72.941,,0.826,0.705,0.523
,,0.831,0.663,
81.17560976,100.0,,0.86,
73.77073171,100.0,,0.856,
57.592,22.0,,,0.617
79.56829268,100.0,1.002,0.912,
66.935,86.2,,,
81.21463415,100.0,0.984,,
,82.0,0.903,,0.581
79.6,,0.974,0.9,0.197
,,0.963,,0.426
,60.5,,0.561,0.579
,25.4,,,
54.646,9.3,,0.429,0.667
79.93902439,100.0,0.962,,
,81.9,0.904,0.596,0.548
66.288,79.1,,0.644,0.508
,,0.963,,0.465
75.91219512,100.0,0.98,0.817,0.156
73.70243902,100.0,0.993,0.823,0.241
68.226,92.7,0.908,0.646,
66.149,74.1,,0.56,0.606
80.09512195,100.0,0.98,0.899,
72.624,,0.865,,0.541
64.942,97.9,0.797,0.623,0.583
81.6097561,100.0,0.98,0.902,0.112
80.95121951,100.0,0.975,,0.17
81.48536585,100.0,,0.878,0.127
71.612,,,0.7,0.424
73.591,100.0,0.865,0.734,
82.58756098,,,0.895,0.128
67.11,100.0,1.009,0.758,0.31
59.614,30.3,,0.539,0.613
66.47,26.4,0.884,0.528,0.531
79.51707317,,,,0.114
77.145,,1.008,0.807,
77.584,,0.886,0.76,0.42
58.772,1.3,0.799,0.453,0.662
,,,0.741,0.276
71.729,82.9,0.966,0.721,0.411
,16.0,0.989,,0.559
71.81219512,,,0.84,0.195
80.53902439,100.0,0.98,0.9,0.111
72.4195122,99.7,,,0.261
70.048,,0.82,0.588,
69.394,99.1,0.995,0.723,
,,0.919,,0.62
76.543,93.6,0.924,0.677,0.37
74.152,98.9,0.943,,0.421
74.4,,0.924,0.73,0.173
55.291,23.4,0.837,,
79.63658537,,,0.841,
,99.0,,0.8,0.221
66.382,79.2,1.036,0.691,
,,0.878,,
62.399,30.0,0.85,,0.66
72.57073171,99.0,0.945,,0.387
54.604,7.8,0.889,0.433,
74.25,,0.943,0.756,
,,0.976,,0.5
,,0.772,0.32,
50.225,50.3,0.848,0.484,0.674
70.586,,0.942,0.605,0.511
,100.0,,0.912,0.053
80.59268293,100.0,,0.94,0.081
66.421,56.0,0.866,,
,100.0,0.973,0.915,0.175
,100.0,0.885,0.772,0.327
,81.4,0.693,,
76.225,,,0.767,0.475
,84.7,,0.708,0.428
70.564,83.3,0.944,0.668,0.466
62.571,15.3,0.882,0.484,
75.54390244,,0.998,0.831,
,100.0,,0.822,0.134
71.384,,0.954,,0.497
77.427,,,0.84,0.562
72.56585366,,,0.806,0.368
67.94926829,,,0.791,
,,,0.467,
75.274,,0.866,,0.66
61.206,,,0.478,0.633
63.242,,,0.451,0.601
80.7902439,100.0,0.965,0.892,0.099
,12.1,,0.409,0.662
71.424,91.0,,0.653,
73.88536585,99.6,,,0.196
65.079,,0.873,0.546,
68.816,94.7,0.982,0.709,0.481
,,0.996,0.831,0.184
78.76585366,100.0,0.993,0.888,0.135
,100.0,0.994,,0.048
44.175,,0.913,,0.559
73.551,,0.812,0.653,0.499
49.024,,,,0.748
,31.8,0.784,0.464,0.615
75.492,94.8,0.988,,
,98.6,0.871,,
67.407,99.6,,0.693,
64.329,43.1,0.9,0.611,
70.164,91.2,0.955,,0.446
,,0.977,0.777,0.355
75.185,,,0.711,0.299
74.45,99.7,0.875,0.721,0.451
58.086,11.5,0.906,0.473,0.585
,15.9,0.928,0.484,0.558
,99.8,1.027,,0.349
76.623,98.8,,,
,100.0,0.987,0.906,
,99.5,0.936,0.659,0.239
72.436,98.9,1.029,0.756,
73.411,,,0.653,
56.022,,,0.653,0.463
53.945,25.7,0.89,0.506,0.594
46.723,37.7,0.892,0.454,0.597
60.364,48.3,0.609,,
55.752,33.8,0.859,0.5,0.56
77.781,99.6,,0.741,0.242
78.003,,0.917,,0.185
75.936,,0.994,0.827,0.369
72.813,99.3,,0.741,
,100.0,0.97,0.921,0.135
80.33170732,,0.956,0.898,0.113
,,0.962,0.722,0.354
56.388,5.4,0.896,0.395,0.548
80.03414634,100.0,,0.91,0.096
57.956,30.0,0.822,0.486,0.622
55.959,12.6,0.836,0.36,0.621
67.403,57.1,,0.541,0.611
73.41219512,,,0.785,0.247
78.461,100.0,0.939,0.806,0.268
76.976,99.4,0.932,0.721,0.223
,93.8,,,0.156
71.819,,0.944,0.701,0.462
65.88,86.8,0.917,,
72.948,,0.99,0.717,
75.678,100.0,,,
,,0.954,0.647,0.516
,9.4,0.764,0.364,
81.06609756,100.0,,0.909,0.143
82.04390244,100.0,0.961,0.936,0.059
78.741,99.6,0.958,0.811,
75.343,99.1,0.948,0.682,0.255
54.394,57.3,0.823,0.469,0.66
56.102,,0.849,0.506,0.627
74.742,96.1,0.992,,
,99.4,0.956,0.769,0.33
77.548,97.6,0.959,,
,100.0,,0.862,0.131
77.07804878,100.0,,0.865,0.156
,100.0,,,
78.59756098,100.0,,,
71.871,,,,0.498
,98.8,0.83,0.714,
69.48,98.9,,0.668,0.556
81.47560976,,0.981,0.861,0.112
74.82439024,100.0,1.035,0.856,0.196
58.804,23.7,,0.402,0.609
79.7195122,100.0,1.006,0.907,0.069
,85.6,,,0.406
81.41463415,100.0,0.987,0.872,
,,,0.66,0.578
80.05121951,100.0,0.966,,0.186
71.95,100.0,,0.753,
60.946,61.1,,0.566,
56.348,26.7,0.802,0.41,0.653
55.541,4.7,0.85,0.436,0.663
80.18780488,100.0,,0.866,0.157
,,0.903,0.6,
66.563,77.6,0.946,0.649,0.502
70.911,78.3,0.97,,
76.16829268,100.0,,0.816,0.142
73.90487805,100.0,,0.825,
68.494,,,,0.503
66.513,75.0,0.803,0.565,0.589
80.1902439,100.0,0.979,,0.168
72.698,99.7,0.868,0.738,0.53
66.446,98.1,0.787,0.633,0.574
,,0.986,0.9,0.099
81.40487805,100.0,,0.889,0.149
,100.0,0.964,0.878,0.125
72.124,91.0,0.978,,
73.801,,,,
82.93146341,,0.957,0.896,0.12
68.39,,,,0.287
60.365,,0.913,,0.605
67.444,,0.882,0.534,
79.96829268,100.0,0.923,0.877,0.113
77.442,,0.996,0.81,0.231
77.889,99.3,0.888,0.767,
59.194,1.9,0.805,0.456,
72.356,83.5,0.957,,0.275
69.187,87.1,,0.713,0.414
44.034,17.0,,0.457,
72.91463415,99.5,1.027,0.839,0.166
80.63658537,100.0,,0.905,
73.0804878,100.0,1.034,0.826,
70.458,85.9,0.821,0.594,0.53
69.573,99.2,,0.723,
62.734,17.4,,0.493,0.618
77.069,99.9,0.927,0.68,0.414
,98.3,,0.745,0.414
74.44634146,,,0.733,0.172
55.874,24.0,0.845,,
80.24146341,,0.932,0.847,0.271
,99.1,0.955,,0.225
66.766,80.3,,0.695,
,15.0,0.883,0.395,0.559
62.8,31.1,,0.508,0.659
72.88243902,99.0,0.94,0.749,0.39
,8.3,,0.445,
,99.3,0.946,,0.279
,44.1,0.978,0.581,
57.396,,0.778,0.327,0.697
50.712,,0.852,,0.673
71.433,77.9,,,0.5
80.54878049,100.0,0.962,,0.053
80.79512195,100.0,0.998,0.936,0.078
66.761,59.3,0.884,,
80.70243902,100.0,,0.919,0.175
,100.0,0.889,0.783,0.343
,82.5,0.724,,
76.343,,0.992,0.769,0.509
73.466,,0.94,,0.428
,,,0.667,0.467
62.788,17.2,0.886,0.49,
75.69512195,100.0,0.999,0.835,0.174
,100.0,0.988,,0.132
71.635,96.9,0.954,,
,100.0,0.981,0.838,0.555
,96.8,,0.809,0.369
68.68463415,98.4,1.031,0.789,0.318
61.958,,0.919,0.48,0.457
,100.0,0.874,,0.658
62.644,29.0,0.838,0.486,0.628
63.923,53.5,0.848,,0.594
,100.0,0.963,,
52.626,14.6,0.847,,0.66
71.576,91.1,,0.653,0.432
,99.6,0.953,0.766,
65.116,56.9,0.884,,0.597
,94.6,,0.717,0.474
74.9097561,100.0,0.994,,0.192
,,,0.887,0.13
,100.0,,0.904,0.049
,,0.9,0.486,0.555
73.853,91.1,0.807,0.659,
,6.3,0.731,0.355,0.747
57.011,33.7,0.791,,0.612
75.842,99.0,0.989,,
68.039,99.0,0.87,0.633,0.343
,99.7,0.949,0.701,0.22
,,,,0.467
,92.0,0.955,0.708,0.446
,99.0,0.978,0.787,0.359
75.267,99.5,0.895,0.715,0.289
74.765,99.7,,,0.437
58.894,,,0.482,0.583
56.488,10.0,,,0.559
69.19,99.9,1.02,0.758,
76.738,99.1,,0.78,
,100.0,0.988,,
68.871,99.5,,0.665,0.265
72.579,,1.029,0.756,0.491
73.498,96.1,,0.658,
57.447,82.6,0.955,0.665,0.443
55.3,26.6,0.895,0.519,0.592
48.063,43.4,,0.486,0.596
,42.7,0.627,0.448,0.753
,35.0,,0.51,0.551
77.936,,0.96,0.754,0.246
,100.0,0.921,0.835,0.175
75.721,98.8,0.995,0.834,
,99.8,0.974,0.746,0.346
,100.0,,,
80.5804878,100.0,0.964,,0.111
69.529,,0.958,0.727,
57.081,5.3,0.906,0.405,
,100.0,0.971,0.912,
,34.2,0.833,,0.619
56.477,13.1,0.852,,
,,0.837,0.553,0.607
,93.5,0.992,0.79,0.24
78.748,100.0,0.943,0.808,
77.073,,0.935,0.725,0.222
,,1.027,0.79,
72.272,89.9,0.951,0.707,0.455
,88.0,0.933,,0.486
73.182,98.6,0.992,0.723,
75.712,,1.016,0.788,
68.43,73.3,,0.581,0.526
60.013,52.0,0.97,0.66,0.511
49.255,9.8,,,
81.32219512,100.0,,,0.133
82.24634146,,,0.942,
78.501,,,,
75.599,99.7,0.952,0.691,0.253
55.023,58.4,0.832,,
56.582,52.8,,0.513,0.627
,96.8,0.991,0.726,0.464
78.67,,,0.772,0.333
77.661,97.8,0.967,0.78,0.333
79.665,,0.963,0.857,0.13
77.42439024,100.0,,,0.139
79.98780488,100.0,0.962,,0.096
,,0.99,,0.049
72.093,98.1,,,0.491
,98.9,,0.721,0.519
,97.5,0.966,,0.432
69.664,99.4,0.863,,0.557
81.62682927,100.0,,0.868,
75.42926829,100.0,,0.861,0.166
,,,,0.596
79.87073171,,1.005,0.911,0.07
,,0.939,0.714,0.401
81.66341463,100.0,0.989,0.877,0.129
63.898,89.3,0.915,0.664,
80.40243902,100.0,0.964,,
72.128,100.0,0.967,0.759,0.414
61.157,64.2,0.898,0.574,0.573
,28.1,,0.415,0.653
56.23,6.0,0.862,,0.661
,,0.965,0.869,0.152
70.878,,,0.605,0.549
,83.3,0.957,,0.496
,81.0,0.973,0.597,0.469
76.47560976,100.0,,0.821,0.136
,,,0.433,0.625
,100.0,0.995,0.828,0.24
,,0.918,0.664,0.499
,76.3,,0.575,
80.74390244,,0.978,,0.163
73.069,,0.875,,0.525
67.062,98.4,0.796,,0.574
81.89756098,100.0,0.986,,0.093
,100.0,0.969,0.894,0.145
,,0.971,0.882,0.123
72.622,92.2,,0.704,
74.0,100.0,,0.725,
,100.0,0.957,,
68.45,100.0,0.999,0.767,
,19.2,0.922,0.545,0.595
,,0.894,0.54,0.51
80.11707317,100.0,0.929,0.89,
77.982,,0.992,0.813,0.225
78.156,99.5,0.893,0.77,0.445
,5.3,0.816,0.46,0.657
72.374,81.9,0.965,0.739,0.28
,85.3,0.951,,0.416
,17.0,,0.467,0.558
73.26829268,99.7,,0.842,0.149
80.63170732,100.0,0.983,,0.109
73.48292683,99.8,1.036,0.824,0.231
70.829,95.7,0.829,0.603,0.526
69.357,,1.004,0.73,
,12.3,0.932,,
,99.0,0.934,0.688,0.406
74.19,99.2,,0.746,0.408
,,0.931,,0.171
,27.0,0.867,0.404,0.666
,100.0,0.934,0.861,
63.329,,,0.51,0.555
75.9902439,99.2,0.962,0.808,0.207
67.182,78.5,1.029,0.701,
54.198,18.9,,,0.56
,34.2,0.857,,
,99.4,0.943,0.755,0.386
,8.7,,,
74.442,99.5,,,0.28
56.015,44.4,0.981,,0.499
58.367,13.6,,0.338,
,48.0,0.86,,0.672
72.009,80.1,,0.614,0.497
80.70243902,100.0,0.965,0.917,0.052
80.99756098,100.0,0.996,0.941,0.072
66.814,68.6,,0.543,
80.90487805,100.0,0.965,0.922,0.173
76.269,100.0,0.897,0.788,0.335
,87.1,0.727,0.505,0.582
76.448,86.9,0.992,,
73.711,88.1,0.943,0.725,0.423
70.754,,0.95,0.674,0.465
63.039,19.5,,0.499,0.655
76.24634146,100.0,,0.841,
,100.0,0.989,,0.127
,97.4,0.953,0.685,
78.425,100.0,,0.834,0.541
73.45853659,97.1,0.986,0.807,0.358
68.84121951,,1.032,0.796,
62.54,9.7,0.934,0.489,0.45
,100.0,,0.816,
63.016,36.0,0.843,,0.609
64.615,56.5,0.862,,
81.54146341,100.0,0.971,0.91,0.085
,11.5,0.861,,0.658
,91.6,,0.659,0.424
74.33658537,,0.968,,
65.249,61.4,,0.554,0.548
69.894,,0.993,0.723,0.517
75.11219512,,0.993,0.84,0.203
79.42195122,100.0,1.005,,0.128
81.45121951,100.0,,0.91,0.052
,45.6,0.921,,
,92.7,,0.66,0.509
,6.4,,,0.747
57.304,30.8,0.795,0.477,0.621
,99.7,0.997,0.737,0.378
67.742,,0.881,,0.343
68.293,,,0.711,0.209
,38.0,0.926,0.619,0.453
,,0.961,,0.643
,,,0.79,0.367
,99.5,0.903,0.72,
75.069,,0.891,0.749,
60.105,14.8,,0.493,0.581
57.055,12.1,0.916,0.502,0.561
,,1.017,0.764,
76.858,99.3,1.014,0.787,
78.54146341,,,0.911,0.248
69.235,99.6,0.942,0.673,
72.89,,1.028,,0.493
73.513,,0.992,0.663,0.315
58.899,82.8,,0.675,0.44
56.799,,0.913,0.529,0.586
50.652,38.9,0.926,0.512,0.592
61.419,,0.642,0.456,0.746
57.596,34.6,0.826,,0.544
78.092,,0.964,0.766,0.252
78.517,,0.919,0.84,0.181
,,0.991,,0.362
73.305,,0.98,0.75,0.342
,100.0,0.964,,
80.98292683,,,,
,99.9,0.954,,
57.769,6.2,,0.41,
,100.0,0.969,,0.09
,36.9,0.856,0.499,0.626
57.125,14.8,0.859,0.384,
68.809,59.6,,0.561,0.594
,94.1,0.992,0.794,0.237
78.89,100.0,,,
77.007,99.7,0.933,0.732,
70.55365854,95.0,,,
72.651,91.7,0.953,,
66.534,,0.93,0.668,0.482
73.343,99.3,0.986,0.728,0.447
75.917,100.0,1.018,0.784,0.316
,,,,0.513
60.53,53.2,0.982,0.669,
,,0.778,0.381,
81.48268293,100.0,0.983,0.915,0.123
,,0.966,,0.054
79.11,99.6,0.961,0.817,
,99.9,0.956,,0.245
55.52,55.8,0.835,0.472,
,53.7,0.857,0.521,0.625
75.32,,,0.733,0.463
79.348,99.2,,0.782,0.326
77.76,98.0,0.962,,0.329
79.999,100.0,0.97,0.861,0.137
77.87317073,,0.978,0.872,0.138
80.43658537,100.0,0.964,,0.09
79.8,100.0,0.98,0.926,0.044
72.221,97.9,0.989,,0.487
,99.0,0.846,0.727,
75.743,,,,
69.88,99.4,0.878,0.679,
,,,0.872,0.095
76.22926829,100.0,1.032,0.871,0.179
60.721,23.0,,0.422,0.592
80.47073171,100.0,1.002,,0.064
67.523,,0.956,,0.395
82.11463415,,0.989,,
64.045,88.7,0.916,,
80.95121951,100.0,0.964,0.908,0.169
72.39,100.0,0.97,,0.411
61.652,,,,0.572
57.019,29.5,0.82,0.42,
56.967,13.5,0.865,,0.659
,100.0,,0.865,0.14
71.177,84.0,,0.611,
66.982,84.2,0.959,,0.49
71.439,82.2,0.968,0.6,0.466
,100.0,0.984,0.826,0.133
61.623,37.8,,0.512,0.63
,100.0,0.992,,0.242
,,0.921,0.671,0.496
,79.5,0.813,,0.576
,,,0.902,0.14
73.679,,0.87,0.754,0.527
,98.0,0.797,,0.572
,,0.98,,0.088
81.65609756,100.0,0.969,,0.138
,100.0,0.969,0.885,
73.094,91.1,0.989,0.709,0.409
74.189,99.6,0.87,0.721,0.479
82.59121951,100.0,,0.899,0.113
68.69,99.8,0.999,0.775,0.269
,36.2,,0.55,
68.416,,,,0.507
80.56829268,100.0,0.929,0.896,
,100.0,0.991,,0.216
78.404,99.7,0.891,0.771,0.452
,4.1,0.824,0.464,0.666
70.071,80.3,0.973,0.69,0.289
73.38,87.8,0.955,0.744,0.407
46.692,22.5,,0.475,
73.56341463,99.7,1.027,0.849,
,100.0,0.978,0.913,0.089
73.57560976,99.8,,,0.227
,,0.832,0.614,0.493
69.192,,,0.736,
,,,,
78.124,99.1,,0.7,0.393
74.365,99.0,0.954,0.752,0.402
75.1,99.7,0.933,0.741,0.166
56.755,28.8,0.874,0.409,
80.74634146,100.0,,0.857,
,54.1,0.956,,0.572
75.98292683,99.0,0.965,0.811,
67.439,72.1,,0.709,0.415
54.869,,0.893,,0.563
63.346,35.3,0.858,0.515,0.654
73.26682927,99.6,0.944,0.762,0.371
57.455,,0.919,0.463,
74.746,99.5,0.968,0.773,0.284
56.553,42.3,,0.592,0.497
58.994,14.3,0.714,0.346,
,55.9,0.867,0.492,0.676
72.416,81.2,0.955,0.622,0.458
81.20487805,100.0,0.966,,0.048
,,0.997,0.944,0.062
,,0.91,0.553,0.512
,100.0,0.972,0.922,0.16
,,,0.793,0.328
64.648,87.8,0.727,0.508,0.577
,88.6,0.992,0.779,
,89.7,,0.732,0.436
70.788,87.2,,0.679,
63.526,17.3,,0.504,0.652
,100.0,,,0.152
80.47073171,100.0,0.99,,0.12
72.131,98.2,0.966,,0.483
78.891,100.0,0.977,0.844,0.54
74.4097561,97.4,0.984,0.808,0.341
,99.2,,0.808,
,10.8,0.942,0.497,0.442
76.234,100.0,0.887,0.828,
63.246,38.3,,,0.604
65.262,56.5,0.877,0.482,
81.74390244,100.0,,,
54.62,,,0.433,
71.859,92.6,,0.661,0.424
74.53658537,,0.958,0.777,
,2.8,,0.433,
64.902,62.6,0.886,0.556,
,,,0.728,0.498
75.95853659,100.0,,0.844,0.2
,100.0,1.009,0.892,
81.80243902,,0.995,,0.052
48.195,,,0.517,0.549
,91.5,0.858,0.691,0.491
50.009,9.0,0.754,,0.71
57.925,39.7,0.779,,0.628
76.421,99.3,,,0.369
68.148,98.9,,,0.343
68.567,99.8,,0.72,0.212
65.697,52.7,,,0.438
70.381,,0.963,0.72,0.428
73.278,97.5,0.983,0.794,
,99.5,0.902,,
74.941,100.0,,,
,14.2,0.925,0.499,0.571
57.965,14.6,,,
70.80926829,100.0,,0.769,
76.983,99.2,1.02,0.794,0.33
,100.0,,,
69.649,99.7,0.941,,0.291
,98.8,1.028,,0.491
73.692,99.0,0.995,0.668,0.32
,,,0.713,0.479
,83.6,0.966,0.686,
57.771,,0.92,0.534,0.59
53.347,36.9,0.945,0.535,0.587
61.923,69.1,0.649,0.466,0.738
,37.3,,,0.545
78.064,99.9,0.974,0.778,0.235
78.716,,0.919,0.846,0.171
,99.1,0.998,0.843,
,99.5,0.977,0.755,0.327
82.04634146,,0.96,0.93,
80.93658537,,0.955,,0.098
,,0.949,0.734,0.34
,,,0.416,0.533
80.38536585,100.0,,0.915,0.085
58.716,,0.841,0.509,0.623
,15.1,,,0.608
69.554,65.5,,0.572,
74.31463415,,,0.798,
79.081,100.0,0.948,,0.241
77.191,99.7,0.921,0.745,0.185
71.96585366,,1.022,,0.159
73.245,90.9,,0.713,
66.705,90.4,0.929,0.674,
,99.5,0.989,,0.444
,,,0.787,0.313
69.326,91.5,0.936,0.598,0.496
,56.0,0.969,0.674,0.503
50.686,11.0,,0.388,0.686
,100.0,0.983,,0.12
82.69756098,100.0,,,0.052
,,,0.824,0.32
76.192,99.9,,0.709,
56.158,55.8,0.8,0.477,0.649
57.792,55.2,0.863,0.533,0.621
75.597,,0.991,0.734,
79.283,99.5,,0.786,
77.833,98.3,0.958,,0.323
80.109,,0.971,,
78.07560976,100.0,,0.874,
,100.0,0.965,0.933,0.087
80.05121951,100.0,,0.931,0.042
72.514,97.9,,0.718,0.482
74.202,98.8,,0.729,0.437
,97.2,,0.751,0.424
70.085,,0.888,0.688,
82.42682927,100.0,0.98,0.874,0.089
76.32682927,,1.031,0.874,0.166
61.543,29.0,0.861,0.43,
80.62682927,100.0,,,0.063
67.552,,0.94,0.721,0.397
,100.0,0.989,0.882,0.111
64.587,,0.918,0.679,0.566
,100.0,,0.909,0.162
72.412,,,0.773,0.364
,56.5,0.913,0.592,
57.406,26.2,0.828,0.425,
57.69,14.9,0.869,0.456,0.641
80.63414634,100.0,0.969,,
71.463,,0.921,,0.539
67.23,85.1,0.961,0.669,0.487
,,0.966,,0.462
76.92439024,100.0,0.979,0.83,0.128
,,,,
75.06341463,100.0,0.989,,0.242
,96.0,,0.678,0.491
67.887,79.9,,,0.571
,,0.976,0.903,
74.186,99.5,0.875,0.768,0.514
,,0.802,0.66,
82.91707317,100.0,0.974,,0.085
,,0.971,0.898,0.131
82.23902439,100.0,0.97,,
73.433,93.1,0.988,0.713,0.409
74.366,,0.871,0.721,0.479
83.09609756,100.0,0.961,,0.124
,,1.003,0.783,0.248
61.115,38.1,0.925,0.552,
68.915,42.3,,0.555,0.504
80.8195122,100.0,0.931,0.897,
,,,0.826,0.232
78.628,,0.893,0.762,0.453
59.913,,,0.47,0.66
72.247,78.7,0.969,0.726,0.243
,,,0.751,0.409
47.835,20.6,0.991,0.486,
73.86341463,100.0,,0.851,
81.39268293,100.0,0.982,0.916,
73.77804878,,,0.833,
71.679,96.4,,,0.489
,,1.004,0.741,0.255
63.544,18.7,0.921,0.496,0.582
78.682,,0.935,0.709,
74.574,,0.953,0.76,
74.90243902,99.6,,,0.165
57.079,,0.875,0.407,0.669
,100.0,,0.864,0.244
,,0.955,0.531,
,99.3,0.958,,0.163
68.111,83.7,,0.718,0.344
55.639,,,0.413,0.558
63.578,36.4,,0.523,0.651
73.86341463,99.4,0.947,,0.379
,,,0.47,0.585
74.944,,0.97,0.78,0.275
57.64,46.4,0.995,0.601,0.492
,14.4,0.795,0.354,0.669
51.497,53.0,0.86,0.499,0.677
72.615,,0.969,0.629,0.455
81.10487805,100.0,0.966,0.927,0.046
81.45121951,,0.997,0.946,
67.47,,0.918,0.561,0.505
81.40731707,100.0,,0.924,0.155
77.061,,0.92,,0.328
64.782,88.6,0.76,0.513,
,89.3,0.997,0.785,0.503
,91.1,0.948,0.742,0.433
,87.1,,0.685,0.455
,17.5,0.904,0.513,0.595
76.74634146,100.0,1.007,0.852,0.152
80.37317073,100.0,,,0.112
,97.8,,0.702,0.473
,100.0,,0.829,0.542
74.41219512,,0.982,0.805,0.326
70.07219512,,1.026,,0.292
64.009,17.5,0.945,0.506,
76.461,100.0,,,
63.792,40.7,0.849,0.493,0.598
65.457,56.5,0.883,0.49,0.551
81.99512195,100.0,,0.92,0.078
55.451,17.2,,0.447,
,,,0.664,0.404
,99.8,0.959,0.78,
55.865,,0.834,0.397,0.606
,57.9,,0.562,0.541
69.764,,,0.731,0.491
76.1097561,,0.989,,
,,0.995,0.891,0.07
81.70487805,100.0,0.995,,0.049
49.835,54.3,0.94,0.531,0.546
66.769,90.7,0.869,,
,7.8,0.758,0.381,
58.073,39.1,0.801,,0.624
,,,0.746,0.365
,99.1,0.887,0.643,0.337
68.722,99.9,0.954,0.727,
66.081,56.0,0.915,0.635,
,92.8,0.963,0.723,0.428
,100.0,0.984,,
,99.5,0.906,,
75.678,100.0,0.913,,0.37
62.03,,0.945,0.504,0.569
